LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
REDONDO BEACH,5550001A,2194,374,N,966,POLLING PLACE,176,110,50,
REDONDO BEACH,5550001A,2194,374,N,,VBM PORTION,110,60,31,
REDONDO BEACH,5550001A,2194,374,N,966,TOTAL,286,170,81,
REDONDO BEACH,5550004A,2195,374,N,819,POLLING PLACE,179,99,62,
REDONDO BEACH,5550004A,2195,374,N,,VBM PORTION,111,62,33,
REDONDO BEACH,5550004A,2195,374,N,819,TOTAL,290,161,95,
REDONDO BEACH,5550005A,2196,374,N,899,POLLING PLACE,239,138,75,
REDONDO BEACH,5550005A,2196,374,N,,VBM PORTION,92,50,31,
REDONDO BEACH,5550005A,2196,374,N,899,TOTAL,331,188,106,
REDONDO BEACH,5550006A,2197,374,N,1005,POLLING PLACE,210,135,58,
REDONDO BEACH,5550006A,2197,374,N,,VBM PORTION,125,71,42,
REDONDO BEACH,5550006A,2197,374,N,1005,TOTAL,335,206,100,
REDONDO BEACH,5550010A,2198,374,N,832,POLLING PLACE,192,124,58,
REDONDO BEACH,5550010A,2198,374,N,,VBM PORTION,105,61,26,
REDONDO BEACH,5550010A,2198,374,N,832,TOTAL,297,185,84,
REDONDO BEACH,5550012A,2199,374,N,981,POLLING PLACE,190,113,53,
REDONDO BEACH,5550012A,2199,374,N,,VBM PORTION,108,62,37,
REDONDO BEACH,5550012A,2199,374,N,981,TOTAL,298,175,90,
REDONDO BEACH,5550013A,2200,374,N,911,POLLING PLACE,269,161,80,
REDONDO BEACH,5550013A,2200,374,N,,VBM PORTION,99,46,33,
REDONDO BEACH,5550013A,2200,374,N,911,TOTAL,368,207,113,
REDONDO BEACH,5550014A,2201,374,N,1244,POLLING PLACE,283,166,94,
REDONDO BEACH,5550014A,2201,374,N,,VBM PORTION,162,93,53,
REDONDO BEACH,5550014A,2201,374,N,1244,TOTAL,445,259,147,
REDONDO BEACH,5550015A,2202,374,N,883,POLLING PLACE,207,134,54,
REDONDO BEACH,5550015A,2202,374,N,,VBM PORTION,91,53,29,
REDONDO BEACH,5550015A,2202,374,N,883,TOTAL,298,187,83,
REDONDO BEACH,5550016A,2203,374,N,1227,POLLING PLACE,289,153,105,
REDONDO BEACH,5550016A,2203,374,N,,VBM PORTION,132,82,38,
REDONDO BEACH,5550016A,2203,374,N,1227,TOTAL,421,235,143,
REDONDO BEACH,5550017A,2204,374,N,1224,POLLING PLACE,255,149,78,
REDONDO BEACH,5550017A,2204,374,N,,VBM PORTION,134,83,38,
REDONDO BEACH,5550017A,2204,374,N,1224,TOTAL,389,232,116,
REDONDO BEACH,5550019A,2205,374,N,1390,POLLING PLACE,297,184,73,
REDONDO BEACH,5550019A,2205,374,N,,VBM PORTION,172,111,40,
REDONDO BEACH,5550019A,2205,374,N,1390,TOTAL,469,295,113,
REDONDO BEACH,5550024A,2206,374,N,1272,POLLING PLACE,271,137,106,
REDONDO BEACH,5550024A,2206,374,N,,VBM PORTION,101,56,31,
REDONDO BEACH,5550024A,2206,374,N,1272,TOTAL,372,193,137,
REDONDO BEACH,5550029A,2207,374,N,936,POLLING PLACE,256,135,98,
REDONDO BEACH,5550029A,2207,374,N,,VBM PORTION,82,39,31,
REDONDO BEACH,5550029A,2207,374,N,936,TOTAL,338,174,129,
REDONDO BEACH,5550030A,2208,374,N,971,POLLING PLACE,259,154,82,
REDONDO BEACH,5550030A,2208,374,N,,VBM PORTION,133,75,46,
REDONDO BEACH,5550030A,2208,374,N,971,TOTAL,392,229,128,
REDONDO BEACH,5550032A,2209,374,N,1047,POLLING PLACE,236,151,61,
REDONDO BEACH,5550032A,2209,374,N,,VBM PORTION,90,39,41,
REDONDO BEACH,5550032A,2209,374,N,1047,TOTAL,326,190,102,
REDONDO BEACH,5550035A,2210,374,N,1129,POLLING PLACE,183,83,74,
REDONDO BEACH,5550035A,2210,374,N,,VBM PORTION,135,67,43,
REDONDO BEACH,5550035A,2210,374,N,1129,TOTAL,318,150,117,
REDONDO BEACH,5550036A,2211,374,N,996,POLLING PLACE,177,93,64,
REDONDO BEACH,5550036A,2211,374,N,,VBM PORTION,37,10,22,
REDONDO BEACH,5550036A,2211,374,N,996,TOTAL,214,103,86,
REDONDO BEACH,5550038A,2212,374,N,1049,POLLING PLACE,199,118,62,
REDONDO BEACH,5550038A,2212,374,N,,VBM PORTION,112,69,40,
REDONDO BEACH,5550038A,2212,374,N,1049,TOTAL,311,187,102,
REDONDO BEACH,5550041A,2213,374,N,1367,POLLING PLACE,269,124,107,
REDONDO BEACH,5550041A,2213,374,N,,VBM PORTION,93,59,26,
REDONDO BEACH,5550041A,2213,374,N,1367,TOTAL,362,183,133,
REDONDO BEACH,5550042A,2214,374,N,1047,POLLING PLACE,282,162,92,
REDONDO BEACH,5550042A,2214,374,N,,VBM PORTION,114,71,31,
REDONDO BEACH,5550042A,2214,374,N,1047,TOTAL,396,233,123,
REDONDO BEACH,5550045A,2215,374,N,1279,POLLING PLACE,286,157,100,
REDONDO BEACH,5550045A,2215,374,N,,VBM PORTION,94,45,39,
REDONDO BEACH,5550045A,2215,374,N,1279,TOTAL,380,202,139,
REDONDO BEACH,5550046A,2216,374,N,1197,POLLING PLACE,256,147,90,
REDONDO BEACH,5550046A,2216,374,N,,VBM PORTION,109,69,26,
REDONDO BEACH,5550046A,2216,374,N,1197,TOTAL,365,216,116,
REDONDO BEACH,5550050A,2217,374,N,960,POLLING PLACE,166,88,56,
REDONDO BEACH,5550050A,2217,374,N,,VBM PORTION,86,46,28,
REDONDO BEACH,5550050A,2217,374,N,960,TOTAL,252,134,84,
REDONDO BEACH,5550051A,2218,374,N,933,POLLING PLACE,210,116,68,
REDONDO BEACH,5550051A,2218,374,N,,VBM PORTION,46,27,16,
REDONDO BEACH,5550051A,2218,374,N,933,TOTAL,256,143,84,
REDONDO BEACH,5550056A,2219,374,N,1293,POLLING PLACE,366,207,114,
REDONDO BEACH,5550056A,2219,374,N,,VBM PORTION,161,89,56,
REDONDO BEACH,5550056A,2219,374,N,1293,TOTAL,527,296,170,
REDONDO BEACH,5550058A,2220,374,N,1363,POLLING PLACE,298,166,108,
REDONDO BEACH,5550058A,2220,374,N,,VBM PORTION,99,62,27,
REDONDO BEACH,5550058A,2220,374,N,1363,TOTAL,397,228,135,
REDONDO BEACH,5550063B,2221,374,N,1078,POLLING PLACE,217,133,62,
REDONDO BEACH,5550063B,2221,374,N,,VBM PORTION,106,69,32,
REDONDO BEACH,5550063B,2221,374,N,1078,TOTAL,323,202,94,
REDONDO BEACH,5550069A,2222,374,N,1243,POLLING PLACE,220,128,67,
REDONDO BEACH,5550069A,2222,374,N,,VBM PORTION,168,91,51,
REDONDO BEACH,5550069A,2222,374,N,1243,TOTAL,388,219,118,
REDONDO BEACH,5550070A,2223,374,N,1023,POLLING PLACE,207,110,71,
REDONDO BEACH,5550070A,2223,374,N,,VBM PORTION,150,84,46,
REDONDO BEACH,5550070A,2223,374,N,1023,TOTAL,357,194,117,
REDONDO BEACH,5550090A,2224,374,N,799,POLLING PLACE,164,94,54,
REDONDO BEACH,5550090A,2224,374,N,,VBM PORTION,81,44,33,
REDONDO BEACH,5550090A,2224,374,N,799,TOTAL,245,138,87,
REDONDO BEACH,5550091A,2225,374,N,892,POLLING PLACE,166,103,58,
REDONDO BEACH,5550091A,2225,374,N,,VBM PORTION,105,51,38,
REDONDO BEACH,5550091A,2225,374,N,892,TOTAL,271,154,96,
REDONDO BEACH,5550092A,2226,374,N,1261,POLLING PLACE,270,155,91,
REDONDO BEACH,5550092A,2226,374,N,,VBM PORTION,111,60,38,
REDONDO BEACH,5550092A,2226,374,N,1261,TOTAL,381,215,129,
REDONDO BEACH,5550093B,2227,374,N,1341,POLLING PLACE,327,189,110,
REDONDO BEACH,5550093B,2227,374,N,,VBM PORTION,129,65,50,
REDONDO BEACH,5550093B,2227,374,N,1341,TOTAL,456,254,160,
REDONDO BEACH,5550094A,2228,374,N,1013,POLLING PLACE,214,123,74,
REDONDO BEACH,5550094A,2228,374,N,,VBM PORTION,102,61,33,
REDONDO BEACH,5550094A,2228,374,N,1013,TOTAL,316,184,107,
REDONDO BEACH,5550095A,2229,374,N,992,POLLING PLACE,228,122,91,
REDONDO BEACH,5550095A,2229,374,N,,VBM PORTION,116,62,37,
REDONDO BEACH,5550095A,2229,374,N,992,TOTAL,344,184,128,
REDONDO BEACH,5550097A,2230,374,N,656,POLLING PLACE,163,88,60,
REDONDO BEACH,5550097A,2230,374,N,,VBM PORTION,68,31,28,
REDONDO BEACH,5550097A,2230,374,N,656,TOTAL,231,119,88,
REDONDO BEACH,5550098A,2231,374,N,1265,POLLING PLACE,248,137,88,
REDONDO BEACH,5550098A,2231,374,N,,VBM PORTION,119,69,37,
REDONDO BEACH,5550098A,2231,374,N,1265,TOTAL,367,206,125,
BALLOT GROUP 374,9990374A,8374,374,N,,POLLING PLACE,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,VBM PORTION,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,TOTAL,,,,
