LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ED HERNANDEZ,MARC RODRIGUEZ,
EL MONTE,2100005A,800,166,N,861,POLLING PLACE,100,71,22,
EL MONTE,2100005A,800,166,N,,VBM PORTION,48,32,12,
EL MONTE,2100005A,800,166,N,861,TOTAL,148,103,34,
EL MONTE,2100006B,801,166,N,1014,POLLING PLACE,187,144,32,
EL MONTE,2100006B,801,166,N,,VBM PORTION,64,46,11,
EL MONTE,2100006B,801,166,N,1014,TOTAL,251,190,43,
EL MONTE,2100007A,802,168,N,200,POLLING PLACE,13,11,2,
EL MONTE,2100007A,802,168,N,,VBM PORTION,8,4,4,
EL MONTE,2100007A,802,168,N,200,TOTAL,21,15,6,
EL MONTE,2100008B,803,165,N,990,POLLING PLACE,132,100,25,
EL MONTE,2100008B,803,165,N,,VBM PORTION,55,32,16,
EL MONTE,2100008B,803,165,N,990,TOTAL,187,132,41,
EL MONTE,2100013A,804,165,N,907,POLLING PLACE,133,108,18,
EL MONTE,2100013A,804,165,N,,VBM PORTION,40,25,12,
EL MONTE,2100013A,804,165,N,907,TOTAL,173,133,30,
EL MONTE,2100014A,805,138,N,773,POLLING PLACE,85,69,14,
EL MONTE,2100014A,805,138,N,,VBM PORTION,23,19,4,
EL MONTE,2100014A,805,138,N,773,TOTAL,108,88,18,
EL MONTE,2100017A,806,166,N,488,POLLING PLACE,72,53,12,
EL MONTE,2100017A,806,166,N,,VBM PORTION,33,25,8,
EL MONTE,2100017A,806,166,N,488,TOTAL,105,78,20,
EL MONTE,2100018A,807,170,N,1090,POLLING PLACE,99,82,16,
EL MONTE,2100018A,807,170,N,,VBM PORTION,51,34,10,
EL MONTE,2100018A,807,170,N,1090,TOTAL,150,116,26,
EL MONTE,2100019B,808,135,N,733,POLLING PLACE,112,78,28,
EL MONTE,2100019B,808,135,N,,VBM PORTION,31,24,6,
EL MONTE,2100019B,808,135,N,733,TOTAL,143,102,34,
EL MONTE,2100021A,809,135,N,1005,POLLING PLACE,137,106,23,
EL MONTE,2100021A,809,135,N,,VBM PORTION,45,28,12,
EL MONTE,2100021A,809,135,N,1005,TOTAL,182,134,35,
EL MONTE,2100024A,810,166,N,703,POLLING PLACE,119,85,28,
EL MONTE,2100024A,810,166,N,,VBM PORTION,35,15,19,
EL MONTE,2100024A,810,166,N,703,TOTAL,154,100,47,
EL MONTE,2100026A,811,170,N,741,POLLING PLACE,129,98,27,
EL MONTE,2100026A,811,170,N,,VBM PORTION,35,18,11,
EL MONTE,2100026A,811,170,N,741,TOTAL,164,116,38,
EL MONTE,2100027A,812,138,N,967,POLLING PLACE,91,67,18,
EL MONTE,2100027A,812,138,N,,VBM PORTION,26,18,6,
EL MONTE,2100027A,812,138,N,967,TOTAL,117,85,24,
EL MONTE,2100029A,813,138,N,765,POLLING PLACE,81,55,18,
EL MONTE,2100029A,813,138,N,,VBM PORTION,39,33,3,
EL MONTE,2100029A,813,138,N,765,TOTAL,120,88,21,
EL MONTE,2100032A,814,135,N,361,POLLING PLACE,51,39,9,
EL MONTE,2100032A,814,135,N,,VBM PORTION,23,14,8,
EL MONTE,2100032A,814,135,N,361,TOTAL,74,53,17,
EL MONTE,2100033A,815,134,N,532,POLLING PLACE,54,43,9,
EL MONTE,2100033A,815,134,N,,VBM PORTION,34,28,4,
EL MONTE,2100033A,815,134,N,532,TOTAL,88,71,13,
EL MONTE,2100034A,816,135,N,425,POLLING PLACE,59,37,18,
EL MONTE,2100034A,816,135,N,,VBM PORTION,19,11,6,
EL MONTE,2100034A,816,135,N,425,TOTAL,78,48,24,
EL MONTE,2100034C,817,138,N,801,POLLING PLACE,49,37,11,
EL MONTE,2100034C,817,138,N,,VBM PORTION,26,17,7,
EL MONTE,2100034C,817,138,N,801,TOTAL,75,54,18,
EL MONTE,2100039A,818,170,N,1075,POLLING PLACE,99,72,21,
EL MONTE,2100039A,818,170,N,,VBM PORTION,63,42,17,
EL MONTE,2100039A,818,170,N,1075,TOTAL,162,114,38,
EL MONTE,2100039B,819,166,N,354,POLLING PLACE,42,25,14,
EL MONTE,2100039B,819,166,N,,VBM PORTION,10,8,2,
EL MONTE,2100039B,819,166,N,354,TOTAL,52,33,16,
EL MONTE,2100040D,820,170,N,1055,POLLING PLACE,143,106,27,
EL MONTE,2100040D,820,170,N,,VBM PORTION,49,36,8,
EL MONTE,2100040D,820,170,N,1055,TOTAL,192,142,35,
EL MONTE,2100041C,821,166,N,615,POLLING PLACE,83,62,17,
EL MONTE,2100041C,821,166,N,,VBM PORTION,27,20,5,
EL MONTE,2100041C,821,166,N,615,TOTAL,110,82,22,
EL MONTE,2100047A,822,166,N,1102,POLLING PLACE,155,103,41,
EL MONTE,2100047A,822,166,N,,VBM PORTION,54,34,16,
EL MONTE,2100047A,822,166,N,1102,TOTAL,209,137,57,
EL MONTE,2100053A,823,166,N,927,POLLING PLACE,98,68,24,
EL MONTE,2100053A,823,166,N,,VBM PORTION,37,21,15,
EL MONTE,2100053A,823,166,N,927,TOTAL,135,89,39,
EL MONTE,2100101A,824,165,N,982,POLLING PLACE,156,99,47,
EL MONTE,2100101A,824,165,N,,VBM PORTION,74,44,23,
EL MONTE,2100101A,824,165,N,982,TOTAL,230,143,70,
EL MONTE,2100103A,825,166,N,1184,POLLING PLACE,159,103,53,
EL MONTE,2100103A,825,166,N,,VBM PORTION,69,53,16,
EL MONTE,2100103A,825,166,N,1184,TOTAL,228,156,69,
EL MONTE,2100104A,826,166,N,1165,POLLING PLACE,225,126,76,
EL MONTE,2100104A,826,166,N,,VBM PORTION,63,28,24,
EL MONTE,2100104A,826,166,N,1165,TOTAL,288,154,100,
EL MONTE,2100105A,827,166,N,1093,POLLING PLACE,225,140,79,
EL MONTE,2100105A,827,166,N,,VBM PORTION,53,35,15,
EL MONTE,2100105A,827,166,N,1093,TOTAL,278,175,94,
EL MONTE,2100106A,828,165,N,1237,POLLING PLACE,141,89,45,
EL MONTE,2100106A,828,165,N,,VBM PORTION,78,53,21,
EL MONTE,2100106A,828,165,N,1237,TOTAL,219,142,66,
EL MONTE,2100110A,829,165,N,965,POLLING PLACE,119,90,19,
EL MONTE,2100110A,829,165,N,,VBM PORTION,64,34,26,
EL MONTE,2100110A,829,165,N,965,TOTAL,183,124,45,
EL MONTE,2100110D,6074,169,Y,8,POLLING PLACE,,,,
EL MONTE,2100110D,6074,169,Y,,VBM PORTION,1,1,,
EL MONTE,2100110D,6074,169,Y,8,TOTAL,1,1,,
EL MONTE,2100112A,830,164,N,889,POLLING PLACE,95,66,21,
EL MONTE,2100112A,830,164,N,,VBM PORTION,63,42,18,
EL MONTE,2100112A,830,164,N,889,TOTAL,158,108,39,
EL MONTE,2100112C,6075,167,Y,21,POLLING PLACE,,,,
EL MONTE,2100112C,6075,167,Y,,VBM PORTION,,,,
EL MONTE,2100112C,6075,167,Y,21,TOTAL,,,,
EL MONTE,2100113A,831,164,N,1230,POLLING PLACE,120,79,30,
EL MONTE,2100113A,831,164,N,,VBM PORTION,73,40,23,
EL MONTE,2100113A,831,164,N,1230,TOTAL,193,119,53,
EL MONTE,2100113C,832,165,N,572,POLLING PLACE,86,54,28,
EL MONTE,2100113C,832,165,N,,VBM PORTION,14,9,3,
EL MONTE,2100113C,832,165,N,572,TOTAL,100,63,31,
EL MONTE,2100115C,833,170,N,256,POLLING PLACE,16,14,1,
EL MONTE,2100115C,833,170,N,,VBM PORTION,6,4,2,
EL MONTE,2100115C,833,170,N,256,TOTAL,22,18,3,
EL MONTE,2100119A,834,138,N,740,POLLING PLACE,112,79,27,
EL MONTE,2100119A,834,138,N,,VBM PORTION,24,15,8,
EL MONTE,2100119A,834,138,N,740,TOTAL,136,94,35,
EL MONTE,2100120B,835,138,N,946,POLLING PLACE,132,90,34,
EL MONTE,2100120B,835,138,N,,VBM PORTION,23,11,10,
EL MONTE,2100120B,835,138,N,946,TOTAL,155,101,44,
EL MONTE,2100121A,836,138,N,760,POLLING PLACE,115,77,29,
EL MONTE,2100121A,836,138,N,,VBM PORTION,31,20,9,
EL MONTE,2100121A,836,138,N,760,TOTAL,146,97,38,
EL MONTE,2100122B,837,138,N,737,POLLING PLACE,119,98,17,
EL MONTE,2100122B,837,138,N,,VBM PORTION,18,11,5,
EL MONTE,2100122B,837,138,N,737,TOTAL,137,109,22,
EL MONTE,2100125A,838,138,N,462,POLLING PLACE,56,45,9,
EL MONTE,2100125A,838,138,N,,VBM PORTION,12,6,3,
EL MONTE,2100125A,838,138,N,462,TOTAL,68,51,12,
EL MONTE,2100126A,839,138,N,1008,POLLING PLACE,167,130,27,
EL MONTE,2100126A,839,138,N,,VBM PORTION,42,34,4,
EL MONTE,2100126A,839,138,N,1008,TOTAL,209,164,31,
INDUSTRY,2930006A,6100,240,Y,43,POLLING PLACE,,,,
INDUSTRY,2930006A,6100,240,Y,,VBM PORTION,11,1,10,
INDUSTRY,2930006A,6100,240,Y,43,TOTAL,11,1,10,
INDUSTRY,2930006C,6101,239,Y,2,POLLING PLACE,,,,
INDUSTRY,2930006C,6101,239,Y,,VBM PORTION,,,,
INDUSTRY,2930006C,6101,239,Y,2,TOTAL,,,,
INDUSTRY,2930010A,6102,240,Y,41,POLLING PLACE,,,,
INDUSTRY,2930010A,6102,240,Y,,VBM PORTION,6,2,4,
INDUSTRY,2930010A,6102,240,Y,41,TOTAL,6,2,4,
INDUSTRY,2930011A,6103,244,Y,,POLLING PLACE,,,,
INDUSTRY,2930011A,6103,244,Y,,VBM PORTION,,,,
INDUSTRY,2930011A,6103,244,Y,,TOTAL,,,,
INDUSTRY,2930012A,6104,244,Y,,POLLING PLACE,,,,
INDUSTRY,2930012A,6104,244,Y,,VBM PORTION,,,,
INDUSTRY,2930012A,6104,244,Y,,TOTAL,,,,
INDUSTRY,2930015A,6105,133,Y,,POLLING PLACE,,,,
INDUSTRY,2930015A,6105,133,Y,,VBM PORTION,,,,
INDUSTRY,2930015A,6105,133,Y,,TOTAL,,,,
INDUSTRY,2930062A,6108,240,Y,7,POLLING PLACE,,,,
INDUSTRY,2930062A,6108,240,Y,,VBM PORTION,1,1,,
INDUSTRY,2930062A,6108,240,Y,7,TOTAL,1,1,,
INDUSTRY,2930067A,6110,240,Y,,POLLING PLACE,,,,
INDUSTRY,2930067A,6110,240,Y,,VBM PORTION,,,,
INDUSTRY,2930067A,6110,240,Y,,TOTAL,,,,
INDUSTRY,2930068A,6111,240,Y,,POLLING PLACE,,,,
INDUSTRY,2930068A,6111,240,Y,,VBM PORTION,,,,
INDUSTRY,2930068A,6111,240,Y,,TOTAL,,,,
IRWINDALE,3000001C,6112,128,Y,,POLLING PLACE,,,,
IRWINDALE,3000001C,6112,128,Y,,VBM PORTION,,,,
IRWINDALE,3000001C,6112,128,Y,,TOTAL,,,,
IRWINDALE,3000003A,1172,133,N,734,POLLING PLACE,128,79,37,
IRWINDALE,3000003A,1172,133,N,,VBM PORTION,41,27,7,
IRWINDALE,3000003A,1172,133,N,734,TOTAL,169,106,44,
IRWINDALE,3000004A,6113,138,Y,136,POLLING PLACE,,,,
IRWINDALE,3000004A,6113,138,Y,,VBM PORTION,10,6,3,
IRWINDALE,3000004A,6113,138,Y,136,TOTAL,10,6,3,
IRWINDALE,3000004D,6114,135,Y,,POLLING PLACE,,,,
IRWINDALE,3000004D,6114,135,Y,,VBM PORTION,,,,
IRWINDALE,3000004D,6114,135,Y,,TOTAL,,,,
LA PUENTE,3330001A,1226,240,N,1115,POLLING PLACE,202,157,33,
LA PUENTE,3330001A,1226,240,N,,VBM PORTION,50,32,12,
LA PUENTE,3330001A,1226,240,N,1115,TOTAL,252,189,45,
LA PUENTE,3330002C,1227,240,N,436,POLLING PLACE,88,64,18,
LA PUENTE,3330002C,1227,240,N,,VBM PORTION,9,8,1,
LA PUENTE,3330002C,1227,240,N,436,TOTAL,97,72,19,
LA PUENTE,3330003E,1228,240,N,673,POLLING PLACE,96,61,33,
LA PUENTE,3330003E,1228,240,N,,VBM PORTION,30,17,11,
LA PUENTE,3330003E,1228,240,N,673,TOTAL,126,78,44,
LA PUENTE,3330004A,1229,240,N,1303,POLLING PLACE,173,114,49,
LA PUENTE,3330004A,1229,240,N,,VBM PORTION,77,38,23,
LA PUENTE,3330004A,1229,240,N,1303,TOTAL,250,152,72,
LA PUENTE,3330008A,1230,240,N,1037,POLLING PLACE,150,96,37,
LA PUENTE,3330008A,1230,240,N,,VBM PORTION,51,36,12,
LA PUENTE,3330008A,1230,240,N,1037,TOTAL,201,132,49,
LA PUENTE,3330009A,1231,240,N,1011,POLLING PLACE,149,104,29,
LA PUENTE,3330009A,1231,240,N,,VBM PORTION,47,28,14,
LA PUENTE,3330009A,1231,240,N,1011,TOTAL,196,132,43,
LA PUENTE,3330012A,1232,240,N,1151,POLLING PLACE,124,97,22,
LA PUENTE,3330012A,1232,240,N,,VBM PORTION,50,32,15,
LA PUENTE,3330012A,1232,240,N,1151,TOTAL,174,129,37,
LA PUENTE,3330013B,1233,240,N,768,POLLING PLACE,124,86,32,
LA PUENTE,3330013B,1233,240,N,,VBM PORTION,34,22,9,
LA PUENTE,3330013B,1233,240,N,768,TOTAL,158,108,41,
LA PUENTE,3330015A,1234,239,N,1186,POLLING PLACE,203,150,45,
LA PUENTE,3330015A,1234,239,N,,VBM PORTION,73,51,20,
LA PUENTE,3330015A,1234,239,N,1186,TOTAL,276,201,65,
LA PUENTE,3330017A,1235,240,N,1168,POLLING PLACE,188,130,40,
LA PUENTE,3330017A,1235,240,N,,VBM PORTION,59,48,5,
LA PUENTE,3330017A,1235,240,N,1168,TOTAL,247,178,45,
LA PUENTE,3330018A,1236,240,N,1162,POLLING PLACE,162,102,49,
LA PUENTE,3330018A,1236,240,N,,VBM PORTION,36,28,4,
LA PUENTE,3330018A,1236,240,N,1162,TOTAL,198,130,53,
LA PUENTE,3330019C,1237,240,N,1015,POLLING PLACE,164,117,36,
LA PUENTE,3330019C,1237,240,N,,VBM PORTION,40,23,17,
LA PUENTE,3330019C,1237,240,N,1015,TOTAL,204,140,53,
LA PUENTE,3330020A,1238,240,N,999,POLLING PLACE,122,88,24,
LA PUENTE,3330020A,1238,240,N,,VBM PORTION,61,44,12,
LA PUENTE,3330020A,1238,240,N,999,TOTAL,183,132,36,
LA PUENTE,3330020B,1239,240,N,971,POLLING PLACE,171,102,47,
LA PUENTE,3330020B,1239,240,N,,VBM PORTION,63,31,23,
LA PUENTE,3330020B,1239,240,N,971,TOTAL,234,133,70,
LA PUENTE,3330021A,1240,240,N,1072,POLLING PLACE,188,116,47,
LA PUENTE,3330021A,1240,240,N,,VBM PORTION,56,38,15,
LA PUENTE,3330021A,1240,240,N,1072,TOTAL,244,154,62,
MONROVIA,4400022A,6155,162,Y,4,POLLING PLACE,,,,
MONROVIA,4400022A,6155,162,Y,,VBM PORTION,,,,
MONROVIA,4400022A,6155,162,Y,4,TOTAL,,,,
MONTEREY PARK,4500001A,1807,151,N,864,POLLING PLACE,93,54,20,
MONTEREY PARK,4500001A,1807,151,N,,VBM PORTION,42,34,3,
MONTEREY PARK,4500001A,1807,151,N,864,TOTAL,135,88,23,
MONTEREY PARK,4500002A,1808,151,N,784,POLLING PLACE,110,66,28,
MONTEREY PARK,4500002A,1808,151,N,,VBM PORTION,30,18,10,
MONTEREY PARK,4500002A,1808,151,N,784,TOTAL,140,84,38,
MONTEREY PARK,4500003A,1809,151,N,713,POLLING PLACE,102,61,29,
MONTEREY PARK,4500003A,1809,151,N,,VBM PORTION,79,48,20,
MONTEREY PARK,4500003A,1809,151,N,713,TOTAL,181,109,49,
MONTEREY PARK,4500005A,1810,151,N,1245,POLLING PLACE,202,109,72,
MONTEREY PARK,4500005A,1810,151,N,,VBM PORTION,130,79,40,
MONTEREY PARK,4500005A,1810,151,N,1245,TOTAL,332,188,112,
MONTEREY PARK,4500007A,1811,151,N,870,POLLING PLACE,96,52,28,
MONTEREY PARK,4500007A,1811,151,N,,VBM PORTION,42,26,15,
MONTEREY PARK,4500007A,1811,151,N,870,TOTAL,138,78,43,
MONTEREY PARK,4500009A,1812,151,N,1203,POLLING PLACE,187,111,58,
MONTEREY PARK,4500009A,1812,151,N,,VBM PORTION,97,57,25,
MONTEREY PARK,4500009A,1812,151,N,1203,TOTAL,284,168,83,
MONTEREY PARK,4500010A,1813,151,N,1138,POLLING PLACE,150,100,34,
MONTEREY PARK,4500010A,1813,151,N,,VBM PORTION,101,58,33,
MONTEREY PARK,4500010A,1813,151,N,1138,TOTAL,251,158,67,
MONTEREY PARK,4500011C,6158,148,Y,2,POLLING PLACE,,,,
MONTEREY PARK,4500011C,6158,148,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011C,6158,148,Y,2,TOTAL,,,,
MONTEREY PARK,4500011D,6159,163,Y,,POLLING PLACE,,,,
MONTEREY PARK,4500011D,6159,163,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011D,6159,163,Y,,TOTAL,,,,
MONTEREY PARK,4500014A,1814,151,N,1212,POLLING PLACE,121,66,34,
MONTEREY PARK,4500014A,1814,151,N,,VBM PORTION,81,45,22,
MONTEREY PARK,4500014A,1814,151,N,1212,TOTAL,202,111,56,
MONTEREY PARK,4500016A,1815,151,N,1168,POLLING PLACE,155,102,42,
MONTEREY PARK,4500016A,1815,151,N,,VBM PORTION,76,45,21,
MONTEREY PARK,4500016A,1815,151,N,1168,TOTAL,231,147,63,
MONTEREY PARK,4500017A,1816,151,N,1063,POLLING PLACE,196,115,63,
MONTEREY PARK,4500017A,1816,151,N,,VBM PORTION,60,38,14,
MONTEREY PARK,4500017A,1816,151,N,1063,TOTAL,256,153,77,
MONTEREY PARK,4500019A,1817,151,N,875,POLLING PLACE,156,108,34,
MONTEREY PARK,4500019A,1817,151,N,,VBM PORTION,79,51,19,
MONTEREY PARK,4500019A,1817,151,N,875,TOTAL,235,159,53,
MONTEREY PARK,4500021A,1818,151,N,996,POLLING PLACE,99,65,29,
MONTEREY PARK,4500021A,1818,151,N,,VBM PORTION,41,28,8,
MONTEREY PARK,4500021A,1818,151,N,996,TOTAL,140,93,37,
MONTEREY PARK,4500023A,1819,151,N,1145,POLLING PLACE,175,97,55,
MONTEREY PARK,4500023A,1819,151,N,,VBM PORTION,118,67,32,
MONTEREY PARK,4500023A,1819,151,N,1145,TOTAL,293,164,87,
MONTEREY PARK,4500023B,1820,155,N,229,POLLING PLACE,29,21,7,
MONTEREY PARK,4500023B,1820,155,N,,VBM PORTION,24,18,3,
MONTEREY PARK,4500023B,1820,155,N,229,TOTAL,53,39,10,
MONTEREY PARK,4500024C,6160,163,Y,,POLLING PLACE,,,,
MONTEREY PARK,4500024C,6160,163,Y,,VBM PORTION,,,,
MONTEREY PARK,4500024C,6160,163,Y,,TOTAL,,,,
MONTEREY PARK,4500025A,1821,155,N,1206,POLLING PLACE,198,136,48,
MONTEREY PARK,4500025A,1821,155,N,,VBM PORTION,75,50,12,
MONTEREY PARK,4500025A,1821,155,N,1206,TOTAL,273,186,60,
MONTEREY PARK,4500026A,1822,155,N,1094,POLLING PLACE,160,103,45,
MONTEREY PARK,4500026A,1822,155,N,,VBM PORTION,63,50,10,
MONTEREY PARK,4500026A,1822,155,N,1094,TOTAL,223,153,55,
MONTEREY PARK,4500030A,1823,155,N,1177,POLLING PLACE,222,150,50,
MONTEREY PARK,4500030A,1823,155,N,,VBM PORTION,72,43,22,
MONTEREY PARK,4500030A,1823,155,N,1177,TOTAL,294,193,72,
MONTEREY PARK,4500031B,1824,151,N,1045,POLLING PLACE,95,52,28,
MONTEREY PARK,4500031B,1824,151,N,,VBM PORTION,69,46,18,
MONTEREY PARK,4500031B,1824,151,N,1045,TOTAL,164,98,46,
MONTEREY PARK,4500032A,1825,151,N,1142,POLLING PLACE,210,117,64,
MONTEREY PARK,4500032A,1825,151,N,,VBM PORTION,107,67,32,
MONTEREY PARK,4500032A,1825,151,N,1142,TOTAL,317,184,96,
MONTEREY PARK,4500034B,1826,151,N,1036,POLLING PLACE,104,71,24,
MONTEREY PARK,4500034B,1826,151,N,,VBM PORTION,56,28,10,
MONTEREY PARK,4500034B,1826,151,N,1036,TOTAL,160,99,34,
MONTEREY PARK,4500035A,1827,155,N,1221,POLLING PLACE,148,100,36,
MONTEREY PARK,4500035A,1827,155,N,,VBM PORTION,73,41,18,
MONTEREY PARK,4500035A,1827,155,N,1221,TOTAL,221,141,54,
MONTEREY PARK,4500044A,1828,151,N,1263,POLLING PLACE,228,132,65,
MONTEREY PARK,4500044A,1828,151,N,,VBM PORTION,137,83,33,
MONTEREY PARK,4500044A,1828,151,N,1263,TOTAL,365,215,98,
MONTEREY PARK,4500047B,1829,151,N,917,POLLING PLACE,102,43,41,
MONTEREY PARK,4500047B,1829,151,N,,VBM PORTION,44,20,12,
MONTEREY PARK,4500047B,1829,151,N,917,TOTAL,146,63,53,
MONTEREY PARK,4500052A,1830,155,N,1101,POLLING PLACE,190,122,56,
MONTEREY PARK,4500052A,1830,155,N,,VBM PORTION,48,28,10,
MONTEREY PARK,4500052A,1830,155,N,1101,TOTAL,238,150,66,
MONTEREY PARK,4500090A,1831,152,N,1044,POLLING PLACE,129,90,27,
MONTEREY PARK,4500090A,1831,152,N,,VBM PORTION,44,27,9,
MONTEREY PARK,4500090A,1831,152,N,1044,TOTAL,173,117,36,
NORTH WHITTIER,4780008A,6169,240,Y,,POLLING PLACE,,,,
NORTH WHITTIER,4780008A,6169,240,Y,,VBM PORTION,,,,
NORTH WHITTIER,4780008A,6169,240,Y,,TOTAL,,,,
RAMONA,5500007A,2159,133,N,472,POLLING PLACE,75,48,20,
RAMONA,5500007A,2159,133,N,,VBM PORTION,22,10,11,
RAMONA,5500007A,2159,133,N,472,TOTAL,97,58,31,
RAMONA,5500011A,2160,133,N,662,POLLING PLACE,146,86,47,
RAMONA,5500011A,2160,133,N,,VBM PORTION,35,20,14,
RAMONA,5500011A,2160,133,N,662,TOTAL,181,106,61,
RAMONA,5500098A,2161,133,N,1128,POLLING PLACE,176,124,41,
RAMONA,5500098A,2161,133,N,,VBM PORTION,39,29,8,
RAMONA,5500098A,2161,133,N,1128,TOTAL,215,153,49,
RAMONA,5500099A,2162,133,N,1030,POLLING PLACE,186,96,79,
RAMONA,5500099A,2162,133,N,,VBM PORTION,62,38,21,
RAMONA,5500099A,2162,133,N,1030,TOTAL,248,134,100,
RAMONA,5500100A,2163,133,N,963,POLLING PLACE,140,94,40,
RAMONA,5500100A,2163,133,N,,VBM PORTION,39,24,8,
RAMONA,5500100A,2163,133,N,963,TOTAL,179,118,48,
RAMONA,5500102A,2164,133,N,762,POLLING PLACE,138,83,50,
RAMONA,5500102A,2164,133,N,,VBM PORTION,49,26,19,
RAMONA,5500102A,2164,133,N,762,TOTAL,187,109,69,
RAMONA,5500105A,2165,133,N,764,POLLING PLACE,169,77,82,
RAMONA,5500105A,2165,133,N,,VBM PORTION,78,31,39,
RAMONA,5500105A,2165,133,N,764,TOTAL,247,108,121,
RIO HONDO,5600071C,6197,241,Y,,POLLING PLACE,,,,
RIO HONDO,5600071C,6197,241,Y,,VBM PORTION,,,,
RIO HONDO,5600071C,6197,241,Y,,TOTAL,,,,
RIO HONDO,5600073A,2232,242,N,512,POLLING PLACE,113,77,21,
RIO HONDO,5600073A,2232,242,N,,VBM PORTION,4,3,1,
RIO HONDO,5600073A,2232,242,N,512,TOTAL,117,80,22,
ROSEMEAD,5750001A,2241,159,N,891,POLLING PLACE,135,77,38,
ROSEMEAD,5750001A,2241,159,N,,VBM PORTION,52,36,10,
ROSEMEAD,5750001A,2241,159,N,891,TOTAL,187,113,48,
ROSEMEAD,5750003B,2242,160,N,701,POLLING PLACE,64,39,23,
ROSEMEAD,5750003B,2242,160,N,,VBM PORTION,48,23,13,
ROSEMEAD,5750003B,2242,160,N,701,TOTAL,112,62,36,
ROSEMEAD,5750004A,6198,172,Y,,POLLING PLACE,,,,
ROSEMEAD,5750004A,6198,172,Y,,VBM PORTION,,,,
ROSEMEAD,5750004A,6198,172,Y,,TOTAL,,,,
ROSEMEAD,5750006A,2243,159,N,1231,POLLING PLACE,144,90,41,
ROSEMEAD,5750006A,2243,159,N,,VBM PORTION,69,34,30,
ROSEMEAD,5750006A,2243,159,N,1231,TOTAL,213,124,71,
ROSEMEAD,5750007A,2244,159,N,704,POLLING PLACE,91,52,29,
ROSEMEAD,5750007A,2244,159,N,,VBM PORTION,57,35,14,
ROSEMEAD,5750007A,2244,159,N,704,TOTAL,148,87,43,
ROSEMEAD,5750010A,2245,159,N,1055,POLLING PLACE,126,79,35,
ROSEMEAD,5750010A,2245,159,N,,VBM PORTION,61,36,22,
ROSEMEAD,5750010A,2245,159,N,1055,TOTAL,187,115,57,
ROSEMEAD,5750012A,2246,160,N,902,POLLING PLACE,142,83,42,
ROSEMEAD,5750012A,2246,160,N,,VBM PORTION,39,25,13,
ROSEMEAD,5750012A,2246,160,N,902,TOTAL,181,108,55,
ROSEMEAD,5750014A,2247,159,N,1138,POLLING PLACE,153,97,38,
ROSEMEAD,5750014A,2247,159,N,,VBM PORTION,60,43,12,
ROSEMEAD,5750014A,2247,159,N,1138,TOTAL,213,140,50,
ROSEMEAD,5750014B,2248,160,N,461,POLLING PLACE,85,42,33,
ROSEMEAD,5750014B,2248,160,N,,VBM PORTION,20,13,5,
ROSEMEAD,5750014B,2248,160,N,461,TOTAL,105,55,38,
ROSEMEAD,5750015A,2249,151,N,1163,POLLING PLACE,99,64,28,
ROSEMEAD,5750015A,2249,151,N,,VBM PORTION,51,31,14,
ROSEMEAD,5750015A,2249,151,N,1163,TOTAL,150,95,42,
ROSEMEAD,5750015C,2250,151,N,628,POLLING PLACE,67,47,17,
ROSEMEAD,5750015C,2250,151,N,,VBM PORTION,26,14,10,
ROSEMEAD,5750015C,2250,151,N,628,TOTAL,93,61,27,
ROSEMEAD,5750019A,2251,155,N,694,POLLING PLACE,125,74,37,
ROSEMEAD,5750019A,2251,155,N,,VBM PORTION,58,37,17,
ROSEMEAD,5750019A,2251,155,N,694,TOTAL,183,111,54,
ROSEMEAD,5750020A,2252,151,N,958,POLLING PLACE,130,90,27,
ROSEMEAD,5750020A,2252,151,N,,VBM PORTION,49,29,14,
ROSEMEAD,5750020A,2252,151,N,958,TOTAL,179,119,41,
ROSEMEAD,5750023A,2253,159,N,1293,POLLING PLACE,141,93,40,
ROSEMEAD,5750023A,2253,159,N,,VBM PORTION,51,25,22,
ROSEMEAD,5750023A,2253,159,N,1293,TOTAL,192,118,62,
ROSEMEAD,5750026A,2254,151,N,946,POLLING PLACE,93,64,20,
ROSEMEAD,5750026A,2254,151,N,,VBM PORTION,41,25,6,
ROSEMEAD,5750026A,2254,151,N,946,TOTAL,134,89,26,
ROSEMEAD,5750027A,2255,151,N,1097,POLLING PLACE,124,83,28,
ROSEMEAD,5750027A,2255,151,N,,VBM PORTION,60,33,22,
ROSEMEAD,5750027A,2255,151,N,1097,TOTAL,184,116,50,
ROSEMEAD,5750030A,2256,151,N,795,POLLING PLACE,51,33,12,
ROSEMEAD,5750030A,2256,151,N,,VBM PORTION,32,14,14,
ROSEMEAD,5750030A,2256,151,N,795,TOTAL,83,47,26,
ROSEMEAD,5750033A,2257,151,N,936,POLLING PLACE,82,47,27,
ROSEMEAD,5750033A,2257,151,N,,VBM PORTION,28,20,6,
ROSEMEAD,5750033A,2257,151,N,936,TOTAL,110,67,33,
ROSEMEAD,5750033B,6199,156,Y,39,POLLING PLACE,,,,
ROSEMEAD,5750033B,6199,156,Y,,VBM PORTION,10,6,2,
ROSEMEAD,5750033B,6199,156,Y,39,TOTAL,10,6,2,
ROSEMEAD,5750035A,2258,151,N,967,POLLING PLACE,95,68,19,
