LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TODD ROYAL,MIKE GATTO,
LOS ANGELES,9000051A,3013,99,N,,VBM PORTION,26,8,14,
LOS ANGELES,9000051A,3013,99,N,594,TOTAL,136,21,97,
LOS ANGELES,9000240A,3132,100,N,1173,POLLING PLACE,208,28,163,
LOS ANGELES,9000240A,3132,100,N,,VBM PORTION,56,8,39,
LOS ANGELES,9000240A,3132,100,N,1173,TOTAL,264,36,202,
LOS ANGELES,9000262A,3146,100,N,903,POLLING PLACE,212,25,179,
LOS ANGELES,9000262A,3146,100,N,,VBM PORTION,42,6,34,
LOS ANGELES,9000262A,3146,100,N,903,TOTAL,254,31,213,
LOS ANGELES,9000263A,3147,102,N,702,POLLING PLACE,158,21,125,
LOS ANGELES,9000263A,3147,102,N,,VBM PORTION,36,5,27,
LOS ANGELES,9000263A,3147,102,N,702,TOTAL,194,26,152,
LOS ANGELES,9000317A,3184,100,N,1054,POLLING PLACE,229,27,187,
LOS ANGELES,9000317A,3184,100,N,,VBM PORTION,81,19,54,
LOS ANGELES,9000317A,3184,100,N,1054,TOTAL,310,46,241,
LOS ANGELES,9000326A,3191,98,N,1067,POLLING PLACE,225,14,199,
LOS ANGELES,9000326A,3191,98,N,,VBM PORTION,47,12,33,
LOS ANGELES,9000326A,3191,98,N,1067,TOTAL,272,26,232,
LOS ANGELES,9000369A,3219,102,N,1110,POLLING PLACE,253,49,190,
LOS ANGELES,9000369A,3219,102,N,,VBM PORTION,40,13,26,
LOS ANGELES,9000369A,3219,102,N,1110,TOTAL,293,62,216,
LOS ANGELES,9000395A,3235,98,N,1108,POLLING PLACE,194,41,141,
LOS ANGELES,9000395A,3235,98,N,,VBM PORTION,33,10,21,
LOS ANGELES,9000395A,3235,98,N,1108,TOTAL,227,51,162,
LOS ANGELES,9000466A,3283,99,N,886,POLLING PLACE,178,33,138,
LOS ANGELES,9000466A,3283,99,N,,VBM PORTION,50,11,37,
LOS ANGELES,9000466A,3283,99,N,886,TOTAL,228,44,175,
LOS ANGELES,9000481A,3289,98,N,1035,POLLING PLACE,120,17,92,
LOS ANGELES,9000481A,3289,98,N,,VBM PORTION,60,6,40,
LOS ANGELES,9000481A,3289,98,N,1035,TOTAL,180,23,132,
LOS ANGELES,9000495A,3297,98,N,1055,POLLING PLACE,149,34,102,
LOS ANGELES,9000495A,3297,98,N,,VBM PORTION,27,3,21,
LOS ANGELES,9000495A,3297,98,N,1055,TOTAL,176,37,123,
LOS ANGELES,9000507A,3305,98,N,1294,POLLING PLACE,218,26,183,
LOS ANGELES,9000507A,3305,98,N,,VBM PORTION,63,16,42,
LOS ANGELES,9000507A,3305,98,N,1294,TOTAL,281,42,225,
LOS ANGELES,9000530A,3322,100,N,890,POLLING PLACE,170,25,129,
LOS ANGELES,9000530A,3322,100,N,,VBM PORTION,33,6,21,
LOS ANGELES,9000530A,3322,100,N,890,TOTAL,203,31,150,
LOS ANGELES,9000546A,3330,98,N,848,POLLING PLACE,91,12,71,
LOS ANGELES,9000546A,3330,98,N,,VBM PORTION,32,8,21,
LOS ANGELES,9000546A,3330,98,N,848,TOTAL,123,20,92,
LOS ANGELES,9000551A,3332,98,N,849,POLLING PLACE,115,17,88,
LOS ANGELES,9000551A,3332,98,N,,VBM PORTION,61,13,40,
LOS ANGELES,9000551A,3332,98,N,849,TOTAL,176,30,128,
LOS ANGELES,9000580A,3351,99,N,668,POLLING PLACE,87,16,68,
LOS ANGELES,9000580A,3351,99,N,,VBM PORTION,30,6,22,
LOS ANGELES,9000580A,3351,99,N,668,TOTAL,117,22,90,
LOS ANGELES,9000591A,3356,102,N,951,POLLING PLACE,210,23,174,
LOS ANGELES,9000591A,3356,102,N,,VBM PORTION,62,11,47,
LOS ANGELES,9000591A,3356,102,N,951,TOTAL,272,34,221,
LOS ANGELES,9000600A,3363,102,N,1161,POLLING PLACE,297,44,236,
LOS ANGELES,9000600A,3363,102,N,,VBM PORTION,78,22,55,
LOS ANGELES,9000600A,3363,102,N,1161,TOTAL,375,66,291,
LOS ANGELES,9000610A,3370,99,N,1125,POLLING PLACE,214,25,167,
LOS ANGELES,9000610A,3370,99,N,,VBM PORTION,34,6,27,
LOS ANGELES,9000610A,3370,99,N,1125,TOTAL,248,31,194,
LOS ANGELES,9000658A,3393,98,N,1128,POLLING PLACE,227,20,191,
LOS ANGELES,9000658A,3393,98,N,,VBM PORTION,38,8,23,
LOS ANGELES,9000658A,3393,98,N,1128,TOTAL,265,28,214,
LOS ANGELES,9000659A,3394,98,N,636,POLLING PLACE,91,22,61,
LOS ANGELES,9000659A,3394,98,N,,VBM PORTION,50,18,25,
LOS ANGELES,9000659A,3394,98,N,636,TOTAL,141,40,86,
LOS ANGELES,9000662C,3395,98,N,269,POLLING PLACE,9,1,8,
LOS ANGELES,9000662C,3395,98,N,,VBM PORTION,,,,
LOS ANGELES,9000662C,3395,98,N,269,TOTAL,9,1,8,
LOS ANGELES,9000684A,3401,102,N,765,POLLING PLACE,251,47,195,
LOS ANGELES,9000684A,3401,102,N,,VBM PORTION,73,16,53,
LOS ANGELES,9000684A,3401,102,N,765,TOTAL,324,63,248,
LOS ANGELES,9000687A,3403,102,N,898,POLLING PLACE,197,35,151,
LOS ANGELES,9000687A,3403,102,N,,VBM PORTION,46,13,32,
LOS ANGELES,9000687A,3403,102,N,898,TOTAL,243,48,183,
LOS ANGELES,9000690B,3405,102,N,711,POLLING PLACE,168,37,123,
LOS ANGELES,9000690B,3405,102,N,,VBM PORTION,75,18,53,
LOS ANGELES,9000690B,3405,102,N,711,TOTAL,243,55,176,
LOS ANGELES,9000691A,3406,102,N,949,POLLING PLACE,232,30,194,
LOS ANGELES,9000691A,3406,102,N,,VBM PORTION,95,19,68,
LOS ANGELES,9000691A,3406,102,N,949,TOTAL,327,49,262,
LOS ANGELES,9000694A,3408,98,N,1056,POLLING PLACE,260,33,209,
LOS ANGELES,9000694A,3408,98,N,,VBM PORTION,81,16,60,
LOS ANGELES,9000694A,3408,98,N,1056,TOTAL,341,49,269,
LOS ANGELES,9000700A,3410,102,N,621,POLLING PLACE,118,31,74,
LOS ANGELES,9000700A,3410,102,N,,VBM PORTION,86,42,40,
LOS ANGELES,9000700A,3410,102,N,621,TOTAL,204,73,114,
LOS ANGELES,9000700B,3411,102,N,1023,POLLING PLACE,269,26,223,
LOS ANGELES,9000700B,3411,102,N,,VBM PORTION,60,13,42,
LOS ANGELES,9000700B,3411,102,N,1023,TOTAL,329,39,265,
LOS ANGELES,9000712A,3415,102,N,1098,POLLING PLACE,308,47,243,
LOS ANGELES,9000712A,3415,102,N,,VBM PORTION,122,20,93,
LOS ANGELES,9000712A,3415,102,N,1098,TOTAL,430,67,336,
LOS ANGELES,9000715A,3416,100,N,886,POLLING PLACE,198,18,167,
LOS ANGELES,9000715A,3416,100,N,,VBM PORTION,42,13,27,
LOS ANGELES,9000715A,3416,100,N,886,TOTAL,240,31,194,
LOS ANGELES,9000723A,3419,98,N,964,POLLING PLACE,134,15,99,
LOS ANGELES,9000723A,3419,98,N,,VBM PORTION,56,13,39,
LOS ANGELES,9000723A,3419,98,N,964,TOTAL,190,28,138,
LOS ANGELES,9000750A,3427,98,N,854,POLLING PLACE,124,12,99,
LOS ANGELES,9000750A,3427,98,N,,VBM PORTION,43,10,28,
LOS ANGELES,9000750A,3427,98,N,854,TOTAL,167,22,127,
LOS ANGELES,9000752A,3429,98,N,1173,POLLING PLACE,310,35,265,
LOS ANGELES,9000752A,3429,98,N,,VBM PORTION,107,13,88,
LOS ANGELES,9000752A,3429,98,N,1173,TOTAL,417,48,353,
LOS ANGELES,9000753A,3430,98,N,1174,POLLING PLACE,311,31,263,
LOS ANGELES,9000753A,3430,98,N,,VBM PORTION,59,15,39,
LOS ANGELES,9000753A,3430,98,N,1174,TOTAL,370,46,302,
LOS ANGELES,9000758A,3432,102,N,1165,POLLING PLACE,248,43,190,
LOS ANGELES,9000758A,3432,102,N,,VBM PORTION,57,16,38,
LOS ANGELES,9000758A,3432,102,N,1165,TOTAL,305,59,228,
LOS ANGELES,9000784A,3441,98,N,915,POLLING PLACE,93,24,63,
LOS ANGELES,9000784A,3441,98,N,,VBM PORTION,22,9,11,
LOS ANGELES,9000784A,3441,98,N,915,TOTAL,115,33,74,
LOS ANGELES,9000819A,3455,99,N,1060,POLLING PLACE,208,36,152,
LOS ANGELES,9000819A,3455,99,N,,VBM PORTION,68,20,37,
LOS ANGELES,9000819A,3455,99,N,1060,TOTAL,276,56,189,
LOS ANGELES,9000826A,3458,99,N,1123,POLLING PLACE,298,23,262,
LOS ANGELES,9000826A,3458,99,N,,VBM PORTION,84,19,60,
LOS ANGELES,9000826A,3458,99,N,1123,TOTAL,382,42,322,
LOS ANGELES,9000844A,3468,98,N,1212,POLLING PLACE,163,31,119,
LOS ANGELES,9000844A,3468,98,N,,VBM PORTION,78,17,58,
LOS ANGELES,9000844A,3468,98,N,1212,TOTAL,241,48,177,
LOS ANGELES,9000852A,3470,98,N,924,POLLING PLACE,239,36,190,
LOS ANGELES,9000852A,3470,98,N,,VBM PORTION,63,9,51,
LOS ANGELES,9000852A,3470,98,N,924,TOTAL,302,45,241,
LOS ANGELES,9000866A,3473,99,N,1225,POLLING PLACE,378,21,338,
LOS ANGELES,9000866A,3473,99,N,,VBM PORTION,121,19,96,
LOS ANGELES,9000866A,3473,99,N,1225,TOTAL,499,40,434,
LOS ANGELES,9000874A,3475,98,N,1038,POLLING PLACE,215,15,191,
LOS ANGELES,9000874A,3475,98,N,,VBM PORTION,45,13,29,
LOS ANGELES,9000874A,3475,98,N,1038,TOTAL,260,28,220,
LOS ANGELES,9000879A,3476,102,N,981,POLLING PLACE,292,35,244,
LOS ANGELES,9000879A,3476,102,N,,VBM PORTION,76,23,43,
LOS ANGELES,9000879A,3476,102,N,981,TOTAL,368,58,287,
LOS ANGELES,9000894A,3482,98,N,1169,POLLING PLACE,174,20,143,
LOS ANGELES,9000894A,3482,98,N,,VBM PORTION,40,7,29,
LOS ANGELES,9000894A,3482,98,N,1169,TOTAL,214,27,172,
LOS ANGELES,9000964A,3511,98,N,713,POLLING PLACE,128,16,97,
LOS ANGELES,9000964A,3511,98,N,,VBM PORTION,24,1,23,
LOS ANGELES,9000964A,3511,98,N,713,TOTAL,152,17,120,
LOS ANGELES,9001184A,3618,100,N,977,POLLING PLACE,210,66,133,
LOS ANGELES,9001184A,3618,100,N,,VBM PORTION,115,38,73,
LOS ANGELES,9001184A,3618,100,N,977,TOTAL,325,104,206,
LOS ANGELES,9001191A,3623,100,N,1172,POLLING PLACE,305,29,256,
LOS ANGELES,9001191A,3623,100,N,,VBM PORTION,86,22,62,
LOS ANGELES,9001191A,3623,100,N,1172,TOTAL,391,51,318,
LOS ANGELES,9001232A,3637,98,N,1271,POLLING PLACE,166,29,123,
LOS ANGELES,9001232A,3637,98,N,,VBM PORTION,93,29,52,
LOS ANGELES,9001232A,3637,98,N,1271,TOTAL,259,58,175,
LOS ANGELES,9001647A,3818,98,N,1262,POLLING PLACE,201,24,162,
LOS ANGELES,9001647A,3818,98,N,,VBM PORTION,77,20,51,
LOS ANGELES,9001647A,3818,98,N,1262,TOTAL,278,44,213,
LOS ANGELES,9001759A,3861,99,N,918,POLLING PLACE,257,26,224,
LOS ANGELES,9001759A,3861,99,N,,VBM PORTION,64,5,52,
LOS ANGELES,9001759A,3861,99,N,918,TOTAL,321,31,276,
LOS ANGELES,9001796B,3882,98,N,1092,POLLING PLACE,141,14,105,
LOS ANGELES,9001796B,3882,98,N,,VBM PORTION,48,7,36,
LOS ANGELES,9001796B,3882,98,N,1092,TOTAL,189,21,141,
LOS ANGELES,9001824A,3892,102,N,1097,POLLING PLACE,289,53,221,
LOS ANGELES,9001824A,3892,102,N,,VBM PORTION,117,34,75,
LOS ANGELES,9001824A,3892,102,N,1097,TOTAL,406,87,296,
LOS ANGELES,9002046A,3978,99,N,543,POLLING PLACE,137,13,116,
LOS ANGELES,9002046A,3978,99,N,,VBM PORTION,49,10,37,
LOS ANGELES,9002046A,3978,99,N,543,TOTAL,186,23,153,
LOS ANGELES,9002048A,3981,99,N,421,POLLING PLACE,89,5,82,
LOS ANGELES,9002048A,3981,99,N,,VBM PORTION,28,3,24,
LOS ANGELES,9002048A,3981,99,N,421,TOTAL,117,8,106,
LOS ANGELES,9002171A,4049,99,N,724,POLLING PLACE,230,17,207,
LOS ANGELES,9002171A,4049,99,N,,VBM PORTION,63,10,50,
LOS ANGELES,9002171A,4049,99,N,724,TOTAL,293,27,257,
LOS ANGELES,9002475A,6299,99,Y,234,POLLING PLACE,,,,
LOS ANGELES,9002475A,6299,99,Y,,VBM PORTION,37,3,30,
LOS ANGELES,9002475A,6299,99,Y,234,TOTAL,37,3,30,
LOS ANGELES,9002476A,4177,99,N,340,POLLING PLACE,111,12,87,
LOS ANGELES,9002476A,4177,99,N,,VBM PORTION,14,2,11,
LOS ANGELES,9002476A,4177,99,N,340,TOTAL,125,14,98,
LOS ANGELES,9002490A,6300,103,Y,14,POLLING PLACE,,,,
LOS ANGELES,9002490A,6300,103,Y,,VBM PORTION,,,,
LOS ANGELES,9002490A,6300,103,Y,14,TOTAL,,,,
LOS ANGELES,9002533A,4204,100,N,939,POLLING PLACE,158,27,128,
LOS ANGELES,9002533A,4204,100,N,,VBM PORTION,74,11,54,
LOS ANGELES,9002533A,4204,100,N,939,TOTAL,232,38,182,
LOS ANGELES,9002560A,6308,98,Y,,POLLING PLACE,,,,
LOS ANGELES,9002560A,6308,98,Y,,VBM PORTION,,,,
LOS ANGELES,9002560A,6308,98,Y,,TOTAL,,,,
LOS ANGELES,9002745A,4265,98,N,1226,POLLING PLACE,399,33,317,
LOS ANGELES,9002745A,4265,98,N,,VBM PORTION,81,14,65,
LOS ANGELES,9002745A,4265,98,N,1226,TOTAL,480,47,382,
LOS ANGELES,9003520B,4354,98,N,1046,POLLING PLACE,204,23,166,
LOS ANGELES,9003520B,4354,98,N,,VBM PORTION,59,11,45,
LOS ANGELES,9003520B,4354,98,N,1046,TOTAL,263,34,211,
LOS ANGELES,9003814A,4367,98,N,808,POLLING PLACE,129,14,103,
LOS ANGELES,9003814A,4367,98,N,,VBM PORTION,43,4,39,
LOS ANGELES,9003814A,4367,98,N,808,TOTAL,172,18,142,
LOS ANGELES,9004237A,4399,99,N,1111,POLLING PLACE,316,27,270,
LOS ANGELES,9004237A,4399,99,N,,VBM PORTION,106,22,80,
LOS ANGELES,9004237A,4399,99,N,1111,TOTAL,422,49,350,
LOS ANGELES,9004239A,4400,98,N,1112,POLLING PLACE,263,15,222,
LOS ANGELES,9004239A,4400,98,N,,VBM PORTION,85,16,60,
LOS ANGELES,9004239A,4400,98,N,1112,TOTAL,348,31,282,
LOS ANGELES,9005113B,6338,102,Y,2,POLLING PLACE,,,,
LOS ANGELES,9005113B,6338,102,Y,,VBM PORTION,,,,
LOS ANGELES,9005113B,6338,102,Y,2,TOTAL,,,,
LOS ANGELES,9005117A,4412,102,N,1236,POLLING PLACE,243,40,180,
LOS ANGELES,9005117A,4412,102,N,,VBM PORTION,91,15,68,
LOS ANGELES,9005117A,4412,102,N,1236,TOTAL,334,55,248,
LOS ANGELES,9005118A,4413,98,N,590,POLLING PLACE,87,6,78,
LOS ANGELES,9005118A,4413,98,N,,VBM PORTION,40,3,33,
LOS ANGELES,9005118A,4413,98,N,590,TOTAL,127,9,111,
LOS ANGELES,9005124B,4414,98,N,1074,POLLING PLACE,239,22,206,
LOS ANGELES,9005124B,4414,98,N,,VBM PORTION,46,11,29,
LOS ANGELES,9005124B,4414,98,N,1074,TOTAL,285,33,235,
LOS ANGELES,9006305A,4533,99,N,799,POLLING PLACE,156,22,123,
LOS ANGELES,9006305A,4533,99,N,,VBM PORTION,46,14,26,
LOS ANGELES,9006305A,4533,99,N,799,TOTAL,202,36,149,
LOS ANGELES,9006306C,4534,99,N,771,POLLING PLACE,132,21,103,
LOS ANGELES,9006306C,4534,99,N,,VBM PORTION,61,15,43,
LOS ANGELES,9006306C,4534,99,N,771,TOTAL,193,36,146,
LOS ANGELES,9007346A,4633,103,N,203,POLLING PLACE,36,12,22,
LOS ANGELES,9007346A,4633,103,N,,VBM PORTION,7,1,4,
LOS ANGELES,9007346A,4633,103,N,203,TOTAL,43,13,26,
BALLOT GROUP 94,9990094A,8094,94,N,,POLLING PLACE,,,,
BALLOT GROUP 94,9990094A,8094,94,N,,VBM PORTION,,,,
BALLOT GROUP 94,9990094A,8094,94,N,,TOTAL,,,,
BALLOT GROUP 95,9990095A,8095,95,N,,POLLING PLACE,,,,
BALLOT GROUP 95,9990095A,8095,95,N,,VBM PORTION,,,,
BALLOT GROUP 95,9990095A,8095,95,N,,TOTAL,,,,
BALLOT GROUP 96,9990096A,8096,96,N,,POLLING PLACE,,,,
BALLOT GROUP 96,9990096A,8096,96,N,,VBM PORTION,,,,
BALLOT GROUP 96,9990096A,8096,96,N,,TOTAL,,,,
BALLOT GROUP 97,9990097A,8097,97,N,,POLLING PLACE,,,,
BALLOT GROUP 97,9990097A,8097,97,N,,VBM PORTION,,,,
BALLOT GROUP 97,9990097A,8097,97,N,,TOTAL,,,,
BALLOT GROUP 98,9990098A,8098,98,N,,POLLING PLACE,,,,
BALLOT GROUP 98,9990098A,8098,98,N,,VBM PORTION,,,,
BALLOT GROUP 98,9990098A,8098,98,N,,TOTAL,,,,
BALLOT GROUP 99,9990099A,8099,99,N,,POLLING PLACE,,,,
BALLOT GROUP 99,9990099A,8099,99,N,,VBM PORTION,,,,
BALLOT GROUP 99,9990099A,8099,99,N,,TOTAL,,,,
BALLOT GROUP 100,9990100A,8100,100,N,,POLLING PLACE,,,,
BALLOT GROUP 100,9990100A,8100,100,N,,VBM PORTION,,,,
BALLOT GROUP 100,9990100A,8100,100,N,,TOTAL,,,,
BALLOT GROUP 101,9990101A,8101,101,N,,POLLING PLACE,,,,
BALLOT GROUP 101,9990101A,8101,101,N,,VBM PORTION,,,,
BALLOT GROUP 101,9990101A,8101,101,N,,TOTAL,,,,
BALLOT GROUP 102,9990102A,8102,102,N,,POLLING PLACE,,,,
BALLOT GROUP 102,9990102A,8102,102,N,,VBM PORTION,,,,
BALLOT GROUP 102,9990102A,8102,102,N,,TOTAL,,,,
BALLOT GROUP 103,9990103A,8103,103,N,,POLLING PLACE,,,,
BALLOT GROUP 103,9990103A,8103,103,N,,VBM PORTION,,,,
BALLOT GROUP 103,9990103A,8103,103,N,,TOTAL,,,,
BALLOT GROUP 104,9990104A,8104,104,N,,POLLING PLACE,,,,
BALLOT GROUP 104,9990104A,8104,104,N,,VBM PORTION,,,,
BALLOT GROUP 104,9990104A,8104,104,N,,TOTAL,,,,
BALLOT GROUP 105,9990105A,8105,105,N,,POLLING PLACE,,,,
BALLOT GROUP 105,9990105A,8105,105,N,,VBM PORTION,,,,
BALLOT GROUP 105,9990105A,8105,105,N,,TOTAL,,,,
BALLOT GROUP 106,9990106A,8106,106,N,,POLLING PLACE,,,,
BALLOT GROUP 106,9990106A,8106,106,N,,VBM PORTION,,,,
BALLOT GROUP 106,9990106A,8106,106,N,,TOTAL,,,,
