LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
ACTON,0050003A,1,13,N,1044,POLLING PLACE,308,91,111,
ACTON,0050003A,1,13,N,,VBM PORTION,110,34,31,
ACTON,0050003A,1,13,N,1044,TOTAL,418,125,142,
ACTON,0050004B,2,13,N,576,POLLING PLACE,128,32,35,
ACTON,0050004B,2,13,N,,VBM PORTION,93,16,32,
ACTON,0050004B,2,13,N,576,TOTAL,221,48,67,
ACTON,0050005A,3,13,N,713,POLLING PLACE,198,69,59,
ACTON,0050005A,3,13,N,,VBM PORTION,71,24,24,
ACTON,0050005A,3,13,N,713,TOTAL,269,93,83,
ACTON,0050014A,4,23,N,695,POLLING PLACE,172,48,59,
ACTON,0050014A,4,23,N,,VBM PORTION,87,19,26,
ACTON,0050014A,4,23,N,695,TOTAL,259,67,85,
ACTON,0050022A,6001,27,Y,61,POLLING PLACE,,,,
ACTON,0050022A,6001,27,Y,,VBM PORTION,19,3,7,
ACTON,0050022A,6001,27,Y,61,TOTAL,19,3,7,
ACTON,0050025A,6002,23,Y,2,POLLING PLACE,,,,
ACTON,0050025A,6002,23,Y,,VBM PORTION,2,1,1,
ACTON,0050025A,6002,23,Y,2,TOTAL,2,1,1,
ACTON,0050026A,6003,29,Y,,POLLING PLACE,,,,
ACTON,0050026A,6003,29,Y,,VBM PORTION,,,,
ACTON,0050026A,6003,29,Y,,TOTAL,,,,
ACTON,0050052A,6004,96,Y,,POLLING PLACE,,,,
ACTON,0050052A,6004,96,Y,,VBM PORTION,,,,
ACTON,0050052A,6004,96,Y,,TOTAL,,,,
ACTON,0050059A,5,13,N,1169,POLLING PLACE,299,83,95,
ACTON,0050059A,5,13,N,,VBM PORTION,113,37,25,
ACTON,0050059A,5,13,N,1169,TOTAL,412,120,120,
ACTON,0050061A,6,13,N,1105,POLLING PLACE,277,88,98,
ACTON,0050061A,6,13,N,,VBM PORTION,132,41,47,
ACTON,0050061A,6,13,N,1105,TOTAL,409,129,145,
AGOURA,0070001A,7,115,N,862,POLLING PLACE,136,44,25,
AGOURA,0070001A,7,115,N,,VBM PORTION,126,31,34,
AGOURA,0070001A,7,115,N,862,TOTAL,262,75,59,
AGOURA,0070002A,6005,190,Y,101,POLLING PLACE,,,,
AGOURA,0070002A,6005,190,Y,,VBM PORTION,15,6,4,
AGOURA,0070002A,6005,190,Y,101,TOTAL,15,6,4,
AGOURA,0070004A,8,190,N,710,POLLING PLACE,168,52,57,
AGOURA,0070004A,8,190,N,,VBM PORTION,84,29,18,
AGOURA,0070004A,8,190,N,710,TOTAL,252,81,75,
AGOURA,0070004C,9,191,N,369,POLLING PLACE,143,60,24,
AGOURA,0070004C,9,191,N,,VBM PORTION,42,12,9,
AGOURA,0070004C,9,191,N,369,TOTAL,185,72,33,
AGOURA,0070004M,6006,189,Y,77,POLLING PLACE,,,,
AGOURA,0070004M,6006,189,Y,,VBM PORTION,11,5,2,
AGOURA,0070004M,6006,189,Y,77,TOTAL,11,5,2,
AGOURA,0070006A,10,191,N,1083,POLLING PLACE,306,134,42,
AGOURA,0070006A,10,191,N,,VBM PORTION,132,56,18,
AGOURA,0070006A,10,191,N,1083,TOTAL,438,190,60,
