LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,XAVIER BECERRA,ADRIENNE N EDWARDS,
LOS ANGELES,9002001A,3959,214,N,1032,TOTAL,171,105,59,
LOS ANGELES,9002001B,3960,214,N,479,POLLING PLACE,71,52,15,
LOS ANGELES,9002001B,3960,214,N,,VBM PORTION,22,13,4,
LOS ANGELES,9002001B,3960,214,N,479,TOTAL,93,65,19,
LOS ANGELES,9002012B,3964,214,N,1095,POLLING PLACE,169,109,44,
LOS ANGELES,9002012B,3964,214,N,,VBM PORTION,66,30,25,
LOS ANGELES,9002012B,3964,214,N,1095,TOTAL,235,139,69,
LOS ANGELES,9002017A,3965,214,N,1129,POLLING PLACE,195,114,58,
LOS ANGELES,9002017A,3965,214,N,,VBM PORTION,49,31,13,
LOS ANGELES,9002017A,3965,214,N,1129,TOTAL,244,145,71,
LOS ANGELES,9002053B,3983,200,N,1141,POLLING PLACE,179,130,30,
LOS ANGELES,9002053B,3983,200,N,,VBM PORTION,54,33,16,
LOS ANGELES,9002053B,3983,200,N,1141,TOTAL,233,163,46,
LOS ANGELES,9002057A,3985,215,N,379,POLLING PLACE,46,35,7,
LOS ANGELES,9002057A,3985,215,N,,VBM PORTION,17,15,2,
LOS ANGELES,9002057A,3985,215,N,379,TOTAL,63,50,9,
LOS ANGELES,9002072D,3991,200,N,858,POLLING PLACE,113,80,26,
LOS ANGELES,9002072D,3991,200,N,,VBM PORTION,39,30,5,
LOS ANGELES,9002072D,3991,200,N,858,TOTAL,152,110,31,
LOS ANGELES,9002089A,4001,216,N,1022,POLLING PLACE,64,15,39,
LOS ANGELES,9002089A,4001,216,N,,VBM PORTION,22,7,12,
LOS ANGELES,9002089A,4001,216,N,1022,TOTAL,86,22,51,
LOS ANGELES,9002098A,4007,200,N,1038,POLLING PLACE,160,122,28,
LOS ANGELES,9002098A,4007,200,N,,VBM PORTION,33,22,7,
LOS ANGELES,9002098A,4007,200,N,1038,TOTAL,193,144,35,
LOS ANGELES,9002099A,4008,214,N,1085,POLLING PLACE,193,147,34,
LOS ANGELES,9002099A,4008,214,N,,VBM PORTION,41,30,7,
LOS ANGELES,9002099A,4008,214,N,1085,TOTAL,234,177,41,
LOS ANGELES,9002108A,4014,214,N,778,POLLING PLACE,124,79,36,
LOS ANGELES,9002108A,4014,214,N,,VBM PORTION,39,24,11,
LOS ANGELES,9002108A,4014,214,N,778,TOTAL,163,103,47,
LOS ANGELES,9002122A,4020,214,N,1107,POLLING PLACE,150,106,33,
LOS ANGELES,9002122A,4020,214,N,,VBM PORTION,53,36,11,
LOS ANGELES,9002122A,4020,214,N,1107,TOTAL,203,142,44,
LOS ANGELES,9002146A,4036,214,N,1116,POLLING PLACE,198,126,54,
LOS ANGELES,9002146A,4036,214,N,,VBM PORTION,27,16,9,
LOS ANGELES,9002146A,4036,214,N,1116,TOTAL,225,142,63,
LOS ANGELES,9002155A,4040,216,N,1285,POLLING PLACE,122,63,36,
LOS ANGELES,9002155A,4040,216,N,,VBM PORTION,182,88,42,
LOS ANGELES,9002155A,4040,216,N,1285,TOTAL,304,151,78,
LOS ANGELES,9002158A,4043,214,N,1341,POLLING PLACE,242,124,91,
LOS ANGELES,9002158A,4043,214,N,,VBM PORTION,59,34,18,
LOS ANGELES,9002158A,4043,214,N,1341,TOTAL,301,158,109,
LOS ANGELES,9002169B,4048,200,N,1047,POLLING PLACE,203,152,32,
LOS ANGELES,9002169B,4048,200,N,,VBM PORTION,32,18,10,
LOS ANGELES,9002169B,4048,200,N,1047,TOTAL,235,170,42,
LOS ANGELES,9002192A,4059,200,N,1152,POLLING PLACE,256,185,49,
LOS ANGELES,9002192A,4059,200,N,,VBM PORTION,82,63,12,
LOS ANGELES,9002192A,4059,200,N,1152,TOTAL,338,248,61,
LOS ANGELES,9002210A,4064,200,N,945,POLLING PLACE,309,208,80,
LOS ANGELES,9002210A,4064,200,N,,VBM PORTION,62,41,11,
LOS ANGELES,9002210A,4064,200,N,945,TOTAL,371,249,91,
LOS ANGELES,9002248A,4077,200,N,1093,POLLING PLACE,244,186,44,
LOS ANGELES,9002248A,4077,200,N,,VBM PORTION,69,52,11,
LOS ANGELES,9002248A,4077,200,N,1093,TOTAL,313,238,55,
LOS ANGELES,9002349A,4128,200,N,1113,POLLING PLACE,172,140,27,
LOS ANGELES,9002349A,4128,200,N,,VBM PORTION,46,37,7,
LOS ANGELES,9002349A,4128,200,N,1113,TOTAL,218,177,34,
LOS ANGELES,9002353B,4130,200,N,1148,POLLING PLACE,205,151,36,
LOS ANGELES,9002353B,4130,200,N,,VBM PORTION,43,35,7,
LOS ANGELES,9002353B,4130,200,N,1148,TOTAL,248,186,43,
LOS ANGELES,9002364A,4135,216,N,660,POLLING PLACE,88,59,25,
LOS ANGELES,9002364A,4135,216,N,,VBM PORTION,9,9,,
LOS ANGELES,9002364A,4135,216,N,660,TOTAL,97,68,25,
LOS ANGELES,9002545A,4211,216,N,496,POLLING PLACE,85,51,19,
LOS ANGELES,9002545A,4211,216,N,,VBM PORTION,8,5,1,
LOS ANGELES,9002545A,4211,216,N,496,TOTAL,93,56,20,
LOS ANGELES,9002547A,4212,216,N,1153,POLLING PLACE,240,97,76,
LOS ANGELES,9002547A,4212,216,N,,VBM PORTION,209,89,63,
LOS ANGELES,9002547A,4212,216,N,1153,TOTAL,449,186,139,
LOS ANGELES,9002624A,6315,307,Y,5,POLLING PLACE,,,,
LOS ANGELES,9002624A,6315,307,Y,,VBM PORTION,,,,
LOS ANGELES,9002624A,6315,307,Y,5,TOTAL,,,,
LOS ANGELES,9002655A,6317,200,Y,4,POLLING PLACE,,,,
LOS ANGELES,9002655A,6317,200,Y,,VBM PORTION,2,1,1,
LOS ANGELES,9002655A,6317,200,Y,4,TOTAL,2,1,1,
LOS ANGELES,9002691A,4256,200,N,961,POLLING PLACE,145,111,22,
LOS ANGELES,9002691A,4256,200,N,,VBM PORTION,23,15,4,
LOS ANGELES,9002691A,4256,200,N,961,TOTAL,168,126,26,
LOS ANGELES,9002714A,4260,200,N,1033,POLLING PLACE,169,128,32,
LOS ANGELES,9002714A,4260,200,N,,VBM PORTION,80,57,19,
LOS ANGELES,9002714A,4260,200,N,1033,TOTAL,249,185,51,
LOS ANGELES,9002719B,4262,214,N,1028,POLLING PLACE,183,120,48,
LOS ANGELES,9002719B,4262,214,N,,VBM PORTION,18,11,4,
LOS ANGELES,9002719B,4262,214,N,1028,TOTAL,201,131,52,
LOS ANGELES,9002767A,6325,307,Y,,POLLING PLACE,,,,
LOS ANGELES,9002767A,6325,307,Y,,VBM PORTION,,,,
LOS ANGELES,9002767A,6325,307,Y,,TOTAL,,,,
LOS ANGELES,9002809A,4277,200,N,975,POLLING PLACE,229,169,41,
LOS ANGELES,9002809A,4277,200,N,,VBM PORTION,61,46,9,
LOS ANGELES,9002809A,4277,200,N,975,TOTAL,290,215,50,
LOS ANGELES,9002813C,4279,200,N,863,POLLING PLACE,134,85,27,
LOS ANGELES,9002813C,4279,200,N,,VBM PORTION,40,27,10,
LOS ANGELES,9002813C,4279,200,N,863,TOTAL,174,112,37,
LOS ANGELES,9002822A,6328,307,Y,,POLLING PLACE,,,,
LOS ANGELES,9002822A,6328,307,Y,,VBM PORTION,,,,
LOS ANGELES,9002822A,6328,307,Y,,TOTAL,,,,
LOS ANGELES,9002829A,6329,216,Y,42,POLLING PLACE,,,,
LOS ANGELES,9002829A,6329,216,Y,,VBM PORTION,3,2,,
LOS ANGELES,9002829A,6329,216,Y,42,TOTAL,3,2,,
LOS ANGELES,9002835A,4283,214,N,913,POLLING PLACE,106,63,27,
LOS ANGELES,9002835A,4283,214,N,,VBM PORTION,51,28,12,
LOS ANGELES,9002835A,4283,214,N,913,TOTAL,157,91,39,
LOS ANGELES,9002839A,4284,214,N,389,POLLING PLACE,29,20,7,
LOS ANGELES,9002839A,4284,214,N,,VBM PORTION,30,14,9,
LOS ANGELES,9002839A,4284,214,N,389,TOTAL,59,34,16,
LOS ANGELES,9002843A,4285,200,N,1020,POLLING PLACE,88,65,17,
LOS ANGELES,9002843A,4285,200,N,,VBM PORTION,40,28,7,
LOS ANGELES,9002843A,4285,200,N,1020,TOTAL,128,93,24,
LOS ANGELES,9002843C,6331,199,Y,,POLLING PLACE,,,,
LOS ANGELES,9002843C,6331,199,Y,,VBM PORTION,,,,
LOS ANGELES,9002843C,6331,199,Y,,TOTAL,,,,
LOS ANGELES,9002952A,4306,214,N,1157,POLLING PLACE,159,102,40,
LOS ANGELES,9002952A,4306,214,N,,VBM PORTION,63,33,24,
LOS ANGELES,9002952A,4306,214,N,1157,TOTAL,222,135,64,
LOS ANGELES,9003168A,4322,200,N,824,POLLING PLACE,181,139,29,
LOS ANGELES,9003168A,4322,200,N,,VBM PORTION,52,34,7,
LOS ANGELES,9003168A,4322,200,N,824,TOTAL,233,173,36,
LOS ANGELES,9003184A,4324,214,N,1205,POLLING PLACE,177,98,65,
LOS ANGELES,9003184A,4324,214,N,,VBM PORTION,60,27,29,
LOS ANGELES,9003184A,4324,214,N,1205,TOTAL,237,125,94,
LOS ANGELES,9003185A,4325,214,N,931,POLLING PLACE,215,101,72,
LOS ANGELES,9003185A,4325,214,N,,VBM PORTION,86,57,20,
LOS ANGELES,9003185A,4325,214,N,931,TOTAL,301,158,92,
LOS ANGELES,9003309A,4340,214,N,719,POLLING PLACE,108,73,28,
LOS ANGELES,9003309A,4340,214,N,,VBM PORTION,32,30,2,
LOS ANGELES,9003309A,4340,214,N,719,TOTAL,140,103,30,
LOS ANGELES,9003518A,4353,200,N,999,POLLING PLACE,175,122,38,
LOS ANGELES,9003518A,4353,200,N,,VBM PORTION,32,25,1,
LOS ANGELES,9003518A,4353,200,N,999,TOTAL,207,147,39,
LOS ANGELES,9003763A,4366,214,N,996,POLLING PLACE,93,54,27,
LOS ANGELES,9003763A,4366,214,N,,VBM PORTION,94,49,34,
LOS ANGELES,9003763A,4366,214,N,996,TOTAL,187,103,61,
LOS ANGELES,9003886A,4369,216,N,547,POLLING PLACE,33,16,14,
LOS ANGELES,9003886A,4369,216,N,,VBM PORTION,30,15,14,
LOS ANGELES,9003886A,4369,216,N,547,TOTAL,63,31,28,
LOS ANGELES,9003895A,4371,214,N,1213,POLLING PLACE,169,76,78,
LOS ANGELES,9003895A,4371,214,N,,VBM PORTION,68,37,22,
LOS ANGELES,9003895A,4371,214,N,1213,TOTAL,237,113,100,
LOS ANGELES,9003922A,4373,216,N,773,POLLING PLACE,12,5,6,
LOS ANGELES,9003922A,4373,216,N,,VBM PORTION,11,5,6,
LOS ANGELES,9003922A,4373,216,N,773,TOTAL,23,10,12,
LOS ANGELES,9003922B,4374,216,N,360,POLLING PLACE,15,4,9,
LOS ANGELES,9003922B,4374,216,N,,VBM PORTION,13,3,9,
LOS ANGELES,9003922B,4374,216,N,360,TOTAL,28,7,18,
LOS ANGELES,9003937B,4375,200,N,993,POLLING PLACE,360,264,69,
LOS ANGELES,9003937B,4375,200,N,,VBM PORTION,73,46,13,
LOS ANGELES,9003937B,4375,200,N,993,TOTAL,433,310,82,
LOS ANGELES,9003951B,4376,216,N,810,POLLING PLACE,93,50,27,
LOS ANGELES,9003951B,4376,216,N,,VBM PORTION,49,25,13,
LOS ANGELES,9003951B,4376,216,N,810,TOTAL,142,75,40,
LOS ANGELES,9003952A,4377,214,N,884,POLLING PLACE,123,84,27,
LOS ANGELES,9003952A,4377,214,N,,VBM PORTION,45,25,17,
LOS ANGELES,9003952A,4377,214,N,884,TOTAL,168,109,44,
LOS ANGELES,9004090A,4382,200,N,841,POLLING PLACE,128,107,13,
LOS ANGELES,9004090A,4382,200,N,,VBM PORTION,21,16,4,
LOS ANGELES,9004090A,4382,200,N,841,TOTAL,149,123,17,
LOS ANGELES,9004120B,4384,214,N,486,POLLING PLACE,62,41,14,
LOS ANGELES,9004120B,4384,214,N,,VBM PORTION,6,3,3,
LOS ANGELES,9004120B,4384,214,N,486,TOTAL,68,44,17,
LOS ANGELES,9004230A,4395,212,N,722,POLLING PLACE,191,102,48,
LOS ANGELES,9004230A,4395,212,N,,VBM PORTION,64,36,18,
LOS ANGELES,9004230A,4395,212,N,722,TOTAL,255,138,66,
LOS ANGELES,9005003A,4403,214,N,815,POLLING PLACE,80,38,28,
LOS ANGELES,9005003A,4403,214,N,,VBM PORTION,96,34,24,
LOS ANGELES,9005003A,4403,214,N,815,TOTAL,176,72,52,
LOS ANGELES,9005006A,4404,214,N,1007,POLLING PLACE,208,77,77,
LOS ANGELES,9005006A,4404,214,N,,VBM PORTION,87,45,29,
LOS ANGELES,9005006A,4404,214,N,1007,TOTAL,295,122,106,
LOS ANGELES,9005007B,4405,214,N,1038,POLLING PLACE,161,101,53,
LOS ANGELES,9005007B,4405,214,N,,VBM PORTION,52,24,19,
LOS ANGELES,9005007B,4405,214,N,1038,TOTAL,213,125,72,
LOS ANGELES,9005012A,4406,214,N,1023,POLLING PLACE,121,60,46,
LOS ANGELES,9005012A,4406,214,N,,VBM PORTION,81,36,29,
LOS ANGELES,9005012A,4406,214,N,1023,TOTAL,202,96,75,
LOS ANGELES,9005014A,4407,214,N,1169,POLLING PLACE,163,86,62,
LOS ANGELES,9005014A,4407,214,N,,VBM PORTION,69,27,33,
LOS ANGELES,9005014A,4407,214,N,1169,TOTAL,232,113,95,
LOS ANGELES,9005016A,4408,214,N,1271,POLLING PLACE,139,78,47,
LOS ANGELES,9005016A,4408,214,N,,VBM PORTION,118,39,48,
LOS ANGELES,9005016A,4408,214,N,1271,TOTAL,257,117,95,
LOS ANGELES,9005022A,4409,216,N,1298,POLLING PLACE,207,104,79,
LOS ANGELES,9005022A,4409,216,N,,VBM PORTION,123,40,58,
LOS ANGELES,9005022A,4409,216,N,1298,TOTAL,330,144,137,
LOS ANGELES,9005105B,6337,200,Y,210,POLLING PLACE,,,,
LOS ANGELES,9005105B,6337,200,Y,,VBM PORTION,20,10,3,
LOS ANGELES,9005105B,6337,200,Y,210,TOTAL,20,10,3,
LOS ANGELES,9005400A,4450,214,N,1218,POLLING PLACE,194,126,50,
LOS ANGELES,9005400A,4450,214,N,,VBM PORTION,64,34,17,
LOS ANGELES,9005400A,4450,214,N,1218,TOTAL,258,160,67,
LOS ANGELES,9005401A,4451,214,N,1025,POLLING PLACE,136,86,35,
LOS ANGELES,9005401A,4451,214,N,,VBM PORTION,42,22,11,
LOS ANGELES,9005401A,4451,214,N,1025,TOTAL,178,108,46,
LOS ANGELES,9005405A,4452,214,N,507,POLLING PLACE,94,45,40,
LOS ANGELES,9005405A,4452,214,N,,VBM PORTION,22,13,8,
LOS ANGELES,9005405A,4452,214,N,507,TOTAL,116,58,48,
LOS ANGELES,9005537A,4461,200,N,1173,POLLING PLACE,250,202,41,
LOS ANGELES,9005537A,4461,200,N,,VBM PORTION,55,38,11,
LOS ANGELES,9005537A,4461,200,N,1173,TOTAL,305,240,52,
LOS ANGELES,9005538A,4462,200,N,966,POLLING PLACE,194,153,28,
LOS ANGELES,9005538A,4462,200,N,,VBM PORTION,15,8,6,
LOS ANGELES,9005538A,4462,200,N,966,TOTAL,209,161,34,
LOS ANGELES,9005543C,4464,200,N,1081,POLLING PLACE,138,90,35,
LOS ANGELES,9005543C,4464,200,N,,VBM PORTION,64,33,23,
LOS ANGELES,9005543C,4464,200,N,1081,TOTAL,202,123,58,
LOS ANGELES,9005769B,4476,214,N,1131,POLLING PLACE,138,84,33,
LOS ANGELES,9005769B,4476,214,N,,VBM PORTION,69,39,24,
LOS ANGELES,9005769B,4476,214,N,1131,TOTAL,207,123,57,
LOS ANGELES,9006313A,4535,200,N,966,POLLING PLACE,240,171,47,
LOS ANGELES,9006313A,4535,200,N,,VBM PORTION,85,57,16,
LOS ANGELES,9006313A,4535,200,N,966,TOTAL,325,228,63,
LOS ANGELES,9006315A,4536,200,N,1192,POLLING PLACE,300,216,61,
LOS ANGELES,9006315A,4536,200,N,,VBM PORTION,92,61,19,
LOS ANGELES,9006315A,4536,200,N,1192,TOTAL,392,277,80,
LOS ANGELES,9006317A,4537,200,N,925,POLLING PLACE,171,124,36,
LOS ANGELES,9006317A,4537,200,N,,VBM PORTION,73,52,12,
LOS ANGELES,9006317A,4537,200,N,925,TOTAL,244,176,48,
LOS ANGELES,9006319A,4538,200,N,950,POLLING PLACE,163,117,31,
LOS ANGELES,9006319A,4538,200,N,,VBM PORTION,55,32,14,
LOS ANGELES,9006319A,4538,200,N,950,TOTAL,218,149,45,
LOS ANGELES,9006320D,4539,200,N,1115,POLLING PLACE,203,145,38,
LOS ANGELES,9006320D,4539,200,N,,VBM PORTION,68,40,20,
LOS ANGELES,9006320D,4539,200,N,1115,TOTAL,271,185,58,
LOS ANGELES,9006324A,4540,200,N,1165,POLLING PLACE,208,130,47,
LOS ANGELES,9006324A,4540,200,N,,VBM PORTION,90,64,17,
LOS ANGELES,9006324A,4540,200,N,1165,TOTAL,298,194,64,
LOS ANGELES,9006334A,4541,200,N,982,POLLING PLACE,275,186,69,
LOS ANGELES,9006334A,4541,200,N,,VBM PORTION,57,43,7,
LOS ANGELES,9006334A,4541,200,N,982,TOTAL,332,229,76,
LOS ANGELES,9006335A,4542,200,N,942,POLLING PLACE,264,196,40,
LOS ANGELES,9006335A,4542,200,N,,VBM PORTION,63,36,17,
LOS ANGELES,9006335A,4542,200,N,942,TOTAL,327,232,57,
LOS ANGELES,9006337A,4543,200,N,888,POLLING PLACE,275,192,47,
LOS ANGELES,9006337A,4543,200,N,,VBM PORTION,77,48,15,
LOS ANGELES,9006337A,4543,200,N,888,TOTAL,352,240,62,
LOS ANGELES,9007015A,4610,216,N,893,POLLING PLACE,86,32,44,
LOS ANGELES,9007015A,4610,216,N,,VBM PORTION,34,18,14,
LOS ANGELES,9007015A,4610,216,N,893,TOTAL,120,50,58,
LOS ANGELES,9007016A,4611,214,N,1388,POLLING PLACE,189,88,72,
LOS ANGELES,9007016A,4611,214,N,,VBM PORTION,140,66,42,
LOS ANGELES,9007016A,4611,214,N,1388,TOTAL,329,154,114,
LOS ANGELES,9007107A,4613,214,N,929,POLLING PLACE,119,78,31,
LOS ANGELES,9007107A,4613,214,N,,VBM PORTION,50,33,9,
LOS ANGELES,9007107A,4613,214,N,929,TOTAL,169,111,40,
LOS ANGELES,9007114A,4614,214,N,977,POLLING PLACE,190,138,41,
LOS ANGELES,9007114A,4614,214,N,,VBM PORTION,23,16,3,
LOS ANGELES,9007114A,4614,214,N,977,TOTAL,213,154,44,
BALLOT GROUP 199,9990199A,8199,199,N,,POLLING PLACE,,,,
BALLOT GROUP 199,9990199A,8199,199,N,,VBM PORTION,,,,
BALLOT GROUP 199,9990199A,8199,199,N,,TOTAL,,,,
BALLOT GROUP 200,9990200A,8200,200,N,,POLLING PLACE,,,,
BALLOT GROUP 200,9990200A,8200,200,N,,VBM PORTION,,,,
BALLOT GROUP 200,9990200A,8200,200,N,,TOTAL,,,,
BALLOT GROUP 212,9990212A,8212,212,N,,POLLING PLACE,,,,
BALLOT GROUP 212,9990212A,8212,212,N,,VBM PORTION,,,,
BALLOT GROUP 212,9990212A,8212,212,N,,TOTAL,,,,
BALLOT GROUP 213,9990213A,8213,213,N,,POLLING PLACE,,,,
BALLOT GROUP 213,9990213A,8213,213,N,,VBM PORTION,,,,
BALLOT GROUP 213,9990213A,8213,213,N,,TOTAL,,,,
BALLOT GROUP 214,9990214A,8214,214,N,,POLLING PLACE,,,,
BALLOT GROUP 214,9990214A,8214,214,N,,VBM PORTION,,,,
BALLOT GROUP 214,9990214A,8214,214,N,,TOTAL,,,,
BALLOT GROUP 215,9990215A,8215,215,N,,POLLING PLACE,,,,
BALLOT GROUP 215,9990215A,8215,215,N,,VBM PORTION,,,,
BALLOT GROUP 215,9990215A,8215,215,N,,TOTAL,,,,
BALLOT GROUP 216,9990216A,8216,216,N,,POLLING PLACE,,,,
BALLOT GROUP 216,9990216A,8216,216,N,,VBM PORTION,,,,
BALLOT GROUP 216,9990216A,8216,216,N,,TOTAL,,,,
BALLOT GROUP 307,9990307A,8307,307,N,,POLLING PLACE,,,,
BALLOT GROUP 307,9990307A,8307,307,N,,VBM PORTION,,,,
BALLOT GROUP 307,9990307A,8307,307,N,,TOTAL,,,,
