LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PATRICK O'DONNELL,JOHN C GOYA,
LONG BEACH,3850302A,1567,392,N,,VBM PORTION,169,97,63,
LONG BEACH,3850302A,1567,392,N,1327,TOTAL,547,328,196,
LONG BEACH,3850305A,1568,392,N,1428,POLLING PLACE,354,193,145,
LONG BEACH,3850305A,1568,392,N,,VBM PORTION,159,84,63,
LONG BEACH,3850305A,1568,392,N,1428,TOTAL,513,277,208,
LONG BEACH,3850308A,1570,396,N,936,POLLING PLACE,212,140,64,
LONG BEACH,3850308A,1570,396,N,,VBM PORTION,63,37,18,
LONG BEACH,3850308A,1570,396,N,936,TOTAL,275,177,82,
LONG BEACH,3850309A,1571,396,N,1339,POLLING PLACE,230,152,56,
LONG BEACH,3850309A,1571,396,N,,VBM PORTION,108,80,21,
LONG BEACH,3850309A,1571,396,N,1339,TOTAL,338,232,77,
LONG BEACH,3850316A,1572,396,N,1239,POLLING PLACE,256,139,105,
LONG BEACH,3850316A,1572,396,N,,VBM PORTION,137,59,72,
LONG BEACH,3850316A,1572,396,N,1239,TOTAL,393,198,177,
LONG BEACH,3850319A,1573,396,N,809,POLLING PLACE,180,99,74,
LONG BEACH,3850319A,1573,396,N,,VBM PORTION,78,41,32,
LONG BEACH,3850319A,1573,396,N,809,TOTAL,258,140,106,
LONG BEACH,3850321A,1574,392,N,1355,POLLING PLACE,334,177,143,
LONG BEACH,3850321A,1574,392,N,,VBM PORTION,146,74,65,
LONG BEACH,3850321A,1574,392,N,1355,TOTAL,480,251,208,
LONG BEACH,3850323A,1575,396,N,525,POLLING PLACE,44,33,9,
LONG BEACH,3850323A,1575,396,N,,VBM PORTION,15,14,1,
LONG BEACH,3850323A,1575,396,N,525,TOTAL,59,47,10,
LONG BEACH,3850324A,1576,392,N,1090,POLLING PLACE,241,147,84,
LONG BEACH,3850324A,1576,392,N,,VBM PORTION,84,49,29,
LONG BEACH,3850324A,1576,392,N,1090,TOTAL,325,196,113,
LONG BEACH,3850328A,1577,392,N,1452,POLLING PLACE,344,171,152,
LONG BEACH,3850328A,1577,392,N,,VBM PORTION,182,71,95,
LONG BEACH,3850328A,1577,392,N,1452,TOTAL,526,242,247,
LONG BEACH,3850333A,1578,396,N,1430,POLLING PLACE,127,87,35,
LONG BEACH,3850333A,1578,396,N,,VBM PORTION,61,38,19,
LONG BEACH,3850333A,1578,396,N,1430,TOTAL,188,125,54,
LONG BEACH,3850335A,1579,396,N,1023,POLLING PLACE,280,149,116,
LONG BEACH,3850335A,1579,396,N,,VBM PORTION,136,63,67,
LONG BEACH,3850335A,1579,396,N,1023,TOTAL,416,212,183,
LONG BEACH,3850337A,1580,396,N,1483,POLLING PLACE,376,214,150,
LONG BEACH,3850337A,1580,396,N,,VBM PORTION,167,93,69,
LONG BEACH,3850337A,1580,396,N,1483,TOTAL,543,307,219,
LONG BEACH,3850346A,1582,396,N,915,POLLING PLACE,222,127,86,
LONG BEACH,3850346A,1582,396,N,,VBM PORTION,72,26,40,
LONG BEACH,3850346A,1582,396,N,915,TOTAL,294,153,126,
LONG BEACH,3850348A,1583,396,N,856,POLLING PLACE,205,101,91,
LONG BEACH,3850348A,1583,396,N,,VBM PORTION,84,40,38,
LONG BEACH,3850348A,1583,396,N,856,TOTAL,289,141,129,
LONG BEACH,3850349A,1584,396,N,1193,POLLING PLACE,271,131,120,
LONG BEACH,3850349A,1584,396,N,,VBM PORTION,114,53,54,
LONG BEACH,3850349A,1584,396,N,1193,TOTAL,385,184,174,
LONG BEACH,3850351A,1585,396,N,965,POLLING PLACE,218,120,77,
LONG BEACH,3850351A,1585,396,N,,VBM PORTION,87,46,38,
LONG BEACH,3850351A,1585,396,N,965,TOTAL,305,166,115,
LONG BEACH,3850356A,1586,396,N,1249,POLLING PLACE,237,140,83,
LONG BEACH,3850356A,1586,396,N,,VBM PORTION,144,59,78,
LONG BEACH,3850356A,1586,396,N,1249,TOTAL,381,199,161,
LONG BEACH,3850360A,1587,396,N,1206,POLLING PLACE,61,40,17,
LONG BEACH,3850360A,1587,396,N,,VBM PORTION,45,23,19,
LONG BEACH,3850360A,1587,396,N,1206,TOTAL,106,63,36,
LONG BEACH,3850361A,1588,396,N,875,POLLING PLACE,148,121,22,
LONG BEACH,3850361A,1588,396,N,,VBM PORTION,62,47,12,
LONG BEACH,3850361A,1588,396,N,875,TOTAL,210,168,34,
LONG BEACH,3850362A,1589,396,N,874,POLLING PLACE,132,107,18,
LONG BEACH,3850362A,1589,396,N,,VBM PORTION,47,40,4,
LONG BEACH,3850362A,1589,396,N,874,TOTAL,179,147,22,
LONG BEACH,3850366A,1590,396,N,912,POLLING PLACE,216,101,105,
LONG BEACH,3850366A,1590,396,N,,VBM PORTION,75,36,35,
LONG BEACH,3850366A,1590,396,N,912,TOTAL,291,137,140,
LONG BEACH,3850367A,1591,396,N,697,POLLING PLACE,141,74,58,
LONG BEACH,3850367A,1591,396,N,,VBM PORTION,63,32,30,
LONG BEACH,3850367A,1591,396,N,697,TOTAL,204,106,88,
LONG BEACH,3850368A,1592,396,N,877,POLLING PLACE,72,62,10,
LONG BEACH,3850368A,1592,396,N,,VBM PORTION,47,34,12,
LONG BEACH,3850368A,1592,396,N,877,TOTAL,119,96,22,
LONG BEACH,3850370C,1593,396,N,1327,POLLING PLACE,284,136,135,
LONG BEACH,3850370C,1593,396,N,,VBM PORTION,116,59,52,
LONG BEACH,3850370C,1593,396,N,1327,TOTAL,400,195,187,
LONG BEACH,3850372A,1594,396,N,714,POLLING PLACE,195,98,76,
LONG BEACH,3850372A,1594,396,N,,VBM PORTION,63,29,31,
LONG BEACH,3850372A,1594,396,N,714,TOTAL,258,127,107,
LONG BEACH,3850373A,1595,396,N,914,POLLING PLACE,228,119,94,
LONG BEACH,3850373A,1595,396,N,,VBM PORTION,76,30,38,
LONG BEACH,3850373A,1595,396,N,914,TOTAL,304,149,132,
LONG BEACH,3850374A,1596,396,N,965,POLLING PLACE,202,102,85,
LONG BEACH,3850374A,1596,396,N,,VBM PORTION,69,29,38,
LONG BEACH,3850374A,1596,396,N,965,TOTAL,271,131,123,
LONG BEACH,3850376A,1597,396,N,812,POLLING PLACE,179,72,96,
LONG BEACH,3850376A,1597,396,N,,VBM PORTION,57,16,34,
LONG BEACH,3850376A,1597,396,N,812,TOTAL,236,88,130,
LONG BEACH,3850377A,1598,396,N,618,POLLING PLACE,91,62,24,
LONG BEACH,3850377A,1598,396,N,,VBM PORTION,51,23,25,
LONG BEACH,3850377A,1598,396,N,618,TOTAL,142,85,49,
LONG BEACH,3850378A,1599,396,N,905,POLLING PLACE,200,96,90,
LONG BEACH,3850378A,1599,396,N,,VBM PORTION,77,36,35,
LONG BEACH,3850378A,1599,396,N,905,TOTAL,277,132,125,
LONG BEACH,3850379A,1600,396,N,852,POLLING PLACE,75,64,10,
LONG BEACH,3850379A,1600,396,N,,VBM PORTION,20,10,8,
LONG BEACH,3850379A,1600,396,N,852,TOTAL,95,74,18,
LONG BEACH,3850384A,1601,396,N,864,POLLING PLACE,91,62,24,
LONG BEACH,3850384A,1601,396,N,,VBM PORTION,27,20,5,
LONG BEACH,3850384A,1601,396,N,864,TOTAL,118,82,29,
LONG BEACH,3850399A,1605,396,N,1095,POLLING PLACE,258,128,111,
LONG BEACH,3850399A,1605,396,N,,VBM PORTION,102,45,49,
LONG BEACH,3850399A,1605,396,N,1095,TOTAL,360,173,160,
LONG BEACH,3850400A,1606,396,N,903,POLLING PLACE,83,71,6,
LONG BEACH,3850400A,1606,396,N,,VBM PORTION,52,39,7,
LONG BEACH,3850400A,1606,396,N,903,TOTAL,135,110,13,
LONG BEACH,3850445A,1609,392,N,1228,POLLING PLACE,251,97,130,
LONG BEACH,3850445A,1609,392,N,,VBM PORTION,180,65,106,
LONG BEACH,3850445A,1609,392,N,1228,TOTAL,431,162,236,
LONG BEACH,3850447A,1610,392,N,1533,POLLING PLACE,375,180,180,
LONG BEACH,3850447A,1610,392,N,,VBM PORTION,200,74,113,
LONG BEACH,3850447A,1610,392,N,1533,TOTAL,575,254,293,
LONG BEACH,3850469A,1611,392,N,287,POLLING PLACE,75,31,39,
LONG BEACH,3850469A,1611,392,N,,VBM PORTION,59,29,26,
LONG BEACH,3850469A,1611,392,N,287,TOTAL,134,60,65,
LONG BEACH,3850481A,1612,392,N,764,POLLING PLACE,168,71,91,
LONG BEACH,3850481A,1612,392,N,,VBM PORTION,107,36,66,
LONG BEACH,3850481A,1612,392,N,764,TOTAL,275,107,157,
LONG BEACH,3850517A,1613,396,N,770,POLLING PLACE,110,83,20,
LONG BEACH,3850517A,1613,396,N,,VBM PORTION,48,37,8,
LONG BEACH,3850517A,1613,396,N,770,TOTAL,158,120,28,
LONG BEACH,3850530A,1614,396,N,853,POLLING PLACE,106,64,35,
LONG BEACH,3850530A,1614,396,N,,VBM PORTION,61,34,23,
LONG BEACH,3850530A,1614,396,N,853,TOTAL,167,98,58,
LONG BEACH,3850533A,1615,396,N,860,POLLING PLACE,179,117,53,
LONG BEACH,3850533A,1615,396,N,,VBM PORTION,57,41,14,
LONG BEACH,3850533A,1615,396,N,860,TOTAL,236,158,67,
LONG BEACH,3850535A,1616,392,N,845,POLLING PLACE,218,119,89,
LONG BEACH,3850535A,1616,392,N,,VBM PORTION,87,28,53,
LONG BEACH,3850535A,1616,392,N,845,TOTAL,305,147,142,
LONG BEACH,3850539A,1617,392,N,1160,POLLING PLACE,285,146,124,
LONG BEACH,3850539A,1617,392,N,,VBM PORTION,141,64,71,
LONG BEACH,3850539A,1617,392,N,1160,TOTAL,426,210,195,
LONG BEACH,3850545A,1618,396,N,630,POLLING PLACE,70,47,19,
LONG BEACH,3850545A,1618,396,N,,VBM PORTION,68,37,29,
LONG BEACH,3850545A,1618,396,N,630,TOTAL,138,84,48,
LONG BEACH,3850549A,1621,396,N,1509,POLLING PLACE,213,130,67,
LONG BEACH,3850549A,1621,396,N,,VBM PORTION,173,78,81,
LONG BEACH,3850549A,1621,396,N,1509,TOTAL,386,208,148,
LONG BEACH,3850558B,1627,396,N,875,POLLING PLACE,101,62,36,
LONG BEACH,3850558B,1627,396,N,,VBM PORTION,56,38,16,
LONG BEACH,3850558B,1627,396,N,875,TOTAL,157,100,52,
LONG BEACH,3850559A,1628,396,N,1299,POLLING PLACE,226,140,74,
LONG BEACH,3850559A,1628,396,N,,VBM PORTION,80,44,31,
LONG BEACH,3850559A,1628,396,N,1299,TOTAL,306,184,105,
LONG BEACH,3850562A,1629,396,N,1109,POLLING PLACE,292,168,114,
LONG BEACH,3850562A,1629,396,N,,VBM PORTION,145,68,72,
LONG BEACH,3850562A,1629,396,N,1109,TOTAL,437,236,186,
LONG BEACH,3850563A,1630,396,N,1154,POLLING PLACE,225,147,69,
LONG BEACH,3850563A,1630,396,N,,VBM PORTION,87,44,35,
LONG BEACH,3850563A,1630,396,N,1154,TOTAL,312,191,104,
LONG BEACH,3850564B,1631,396,N,1302,POLLING PLACE,185,136,37,
LONG BEACH,3850564B,1631,396,N,,VBM PORTION,105,64,31,
LONG BEACH,3850564B,1631,396,N,1302,TOTAL,290,200,68,
LONG BEACH,3850568A,1632,396,N,1176,POLLING PLACE,212,135,66,
LONG BEACH,3850568A,1632,396,N,,VBM PORTION,88,54,30,
LONG BEACH,3850568A,1632,396,N,1176,TOTAL,300,189,96,
LONG BEACH,3850572A,1633,396,N,1183,POLLING PLACE,162,116,39,
LONG BEACH,3850572A,1633,396,N,,VBM PORTION,77,58,16,
LONG BEACH,3850572A,1633,396,N,1183,TOTAL,239,174,55,
LONG BEACH,3850577A,1634,396,N,1134,POLLING PLACE,99,82,12,
LONG BEACH,3850577A,1634,396,N,,VBM PORTION,37,31,4,
LONG BEACH,3850577A,1634,396,N,1134,TOTAL,136,113,16,
LONG BEACH,3850591A,1635,396,N,894,POLLING PLACE,80,66,10,
LONG BEACH,3850591A,1635,396,N,,VBM PORTION,34,21,10,
LONG BEACH,3850591A,1635,396,N,894,TOTAL,114,87,20,
LONG BEACH,3850593A,1636,396,N,693,POLLING PLACE,65,58,6,
LONG BEACH,3850593A,1636,396,N,,VBM PORTION,16,11,2,
LONG BEACH,3850593A,1636,396,N,693,TOTAL,81,69,8,
LONG BEACH,3850594A,1637,396,N,1164,POLLING PLACE,115,95,16,
LONG BEACH,3850594A,1637,396,N,,VBM PORTION,54,47,4,
LONG BEACH,3850594A,1637,396,N,1164,TOTAL,169,142,20,
LONG BEACH,3850610A,1638,396,N,994,POLLING PLACE,131,93,26,
LONG BEACH,3850610A,1638,396,N,,VBM PORTION,42,29,10,
LONG BEACH,3850610A,1638,396,N,994,TOTAL,173,122,36,
LONG BEACH,3850611A,1639,396,N,1086,POLLING PLACE,86,66,16,
LONG BEACH,3850611A,1639,396,N,,VBM PORTION,57,39,15,
LONG BEACH,3850611A,1639,396,N,1086,TOTAL,143,105,31,
LONG BEACH,3850614A,1640,396,N,954,POLLING PLACE,101,77,18,
LONG BEACH,3850614A,1640,396,N,,VBM PORTION,18,12,4,
LONG BEACH,3850614A,1640,396,N,954,TOTAL,119,89,22,
LONG BEACH,3850616A,1641,396,N,1025,POLLING PLACE,121,92,28,
LONG BEACH,3850616A,1641,396,N,,VBM PORTION,69,49,15,
LONG BEACH,3850616A,1641,396,N,1025,TOTAL,190,141,43,
LONG BEACH,3850617A,1642,396,N,838,POLLING PLACE,93,54,34,
LONG BEACH,3850617A,1642,396,N,,VBM PORTION,61,39,16,
LONG BEACH,3850617A,1642,396,N,838,TOTAL,154,93,50,
LONG BEACH,3850618A,1643,396,N,846,POLLING PLACE,86,67,16,
LONG BEACH,3850618A,1643,396,N,,VBM PORTION,43,32,10,
LONG BEACH,3850618A,1643,396,N,846,TOTAL,129,99,26,
LONG BEACH,3850620A,1644,396,N,1042,POLLING PLACE,135,102,26,
LONG BEACH,3850620A,1644,396,N,,VBM PORTION,46,33,10,
LONG BEACH,3850620A,1644,396,N,1042,TOTAL,181,135,36,
LONG BEACH,3850621A,1645,396,N,750,POLLING PLACE,85,64,18,
LONG BEACH,3850621A,1645,396,N,,VBM PORTION,33,25,8,
LONG BEACH,3850621A,1645,396,N,750,TOTAL,118,89,26,
LONG BEACH,3850624A,1646,396,N,754,POLLING PLACE,78,53,23,
LONG BEACH,3850624A,1646,396,N,,VBM PORTION,53,28,19,
LONG BEACH,3850624A,1646,396,N,754,TOTAL,131,81,42,
LONG BEACH,3850625A,1647,396,N,1021,POLLING PLACE,101,69,29,
LONG BEACH,3850625A,1647,396,N,,VBM PORTION,79,50,24,
LONG BEACH,3850625A,1647,396,N,1021,TOTAL,180,119,53,
LONG BEACH,3850630A,1648,396,N,1256,POLLING PLACE,289,153,122,
LONG BEACH,3850630A,1648,396,N,,VBM PORTION,111,63,40,
LONG BEACH,3850630A,1648,396,N,1256,TOTAL,400,216,162,
LONG BEACH,3850632B,1649,396,N,801,POLLING PLACE,191,92,87,
LONG BEACH,3850632B,1649,396,N,,VBM PORTION,63,33,30,
LONG BEACH,3850632B,1649,396,N,801,TOTAL,254,125,117,
LONG BEACH,3850636A,1650,396,N,914,POLLING PLACE,203,129,52,
LONG BEACH,3850636A,1650,396,N,,VBM PORTION,94,49,40,
LONG BEACH,3850636A,1650,396,N,914,TOTAL,297,178,92,
LONG BEACH,3850637A,1651,392,N,802,POLLING PLACE,218,122,91,
LONG BEACH,3850637A,1651,392,N,,VBM PORTION,90,49,36,
LONG BEACH,3850637A,1651,392,N,802,TOTAL,308,171,127,
LONG BEACH,3850639A,1652,392,N,963,POLLING PLACE,262,126,119,
LONG BEACH,3850639A,1652,392,N,,VBM PORTION,100,42,50,
LONG BEACH,3850639A,1652,392,N,963,TOTAL,362,168,169,
LONG BEACH,3850645A,1653,392,N,730,POLLING PLACE,14,11,1,
LONG BEACH,3850645A,1653,392,N,,VBM PORTION,1,1,,
LONG BEACH,3850645A,1653,392,N,730,TOTAL,15,12,1,
LONG BEACH,3850648A,1654,392,N,1458,POLLING PLACE,376,185,172,
LONG BEACH,3850648A,1654,392,N,,VBM PORTION,180,70,97,
LONG BEACH,3850648A,1654,392,N,1458,TOTAL,556,255,269,
LONG BEACH,3850649E,6148,391,Y,,POLLING PLACE,,,,
LONG BEACH,3850649E,6148,391,Y,,VBM PORTION,,,,
LONG BEACH,3850649E,6148,391,Y,,TOTAL,,,,
LONG BEACH,3850660A,1656,394,N,767,POLLING PLACE,44,35,5,
LONG BEACH,3850660A,1656,394,N,,VBM PORTION,20,14,4,
LONG BEACH,3850660A,1656,394,N,767,TOTAL,64,49,9,
LONG BEACH,3850660B,1657,394,N,605,POLLING PLACE,74,54,19,
LONG BEACH,3850660B,1657,394,N,,VBM PORTION,30,22,8,
LONG BEACH,3850660B,1657,394,N,605,TOTAL,104,76,27,
LONG BEACH,3850671A,1658,396,N,1049,POLLING PLACE,91,64,22,
LONG BEACH,3850671A,1658,396,N,,VBM PORTION,31,22,9,
LONG BEACH,3850671A,1658,396,N,1049,TOTAL,122,86,31,
LONG BEACH,3850688A,1660,392,N,1028,POLLING PLACE,174,94,73,
LONG BEACH,3850688A,1660,392,N,,VBM PORTION,194,85,104,
LONG BEACH,3850688A,1660,392,N,1028,TOTAL,368,179,177,
LONG BEACH,3850701A,1661,396,N,789,POLLING PLACE,102,83,13,
LONG BEACH,3850701A,1661,396,N,,VBM PORTION,37,29,7,
LONG BEACH,3850701A,1661,396,N,789,TOTAL,139,112,20,
LONG BEACH,3850702A,1662,396,N,689,POLLING PLACE,35,25,8,
LONG BEACH,3850702A,1662,396,N,,VBM PORTION,14,12,2,
LONG BEACH,3850702A,1662,396,N,689,TOTAL,49,37,10,
LONG BEACH,3850702B,1663,396,N,847,POLLING PLACE,32,24,7,
LONG BEACH,3850702B,1663,396,N,,VBM PORTION,17,8,8,
LONG BEACH,3850702B,1663,396,N,847,TOTAL,49,32,15,
RANCHO PALOS VERDES,5530003A,6194,395,Y,,POLLING PLACE,,,,
RANCHO PALOS VERDES,5530003A,6194,395,Y,,VBM PORTION,,,,
RANCHO PALOS VERDES,5530003A,6194,395,Y,,TOTAL,,,,
RANCHO PALOS VERDES,5530009A,6195,395,Y,,POLLING PLACE,,,,
RANCHO PALOS VERDES,5530009A,6195,395,Y,,VBM PORTION,,,,
RANCHO PALOS VERDES,5530009A,6195,395,Y,,TOTAL,,,,
SAN CLEMENTE ISLAND,5960001A,6205,388,Y,,POLLING PLACE,,,,
SAN CLEMENTE ISLAND,5960001A,6205,388,Y,,VBM PORTION,,,,
SAN CLEMENTE ISLAND,5960001A,6205,388,Y,,TOTAL,,,,
SANTA CATALINA ISLAND,6210001A,2341,388,N,58,POLLING PLACE,9,5,4,
SANTA CATALINA ISLAND,6210001A,2341,388,N,,VBM PORTION,8,5,3,
SANTA CATALINA ISLAND,6210001A,2341,388,N,58,TOTAL,17,10,7,
SANTA CATALINA ISLAND,6210002A,2342,388,N,84,POLLING PLACE,15,9,6,
SANTA CATALINA ISLAND,6210002A,2342,388,N,,VBM PORTION,2,1,1,
SANTA CATALINA ISLAND,6210002A,2342,388,N,84,TOTAL,17,10,7,
SIGNAL HILL,6450001A,2523,396,N,659,POLLING PLACE,102,66,29,
SIGNAL HILL,6450001A,2523,396,N,,VBM PORTION,46,25,16,
SIGNAL HILL,6450001A,2523,396,N,659,TOTAL,148,91,45,
SIGNAL HILL,6450002A,2524,396,N,1081,POLLING PLACE,156,131,21,
SIGNAL HILL,6450002A,2524,396,N,,VBM PORTION,47,33,11,
SIGNAL HILL,6450002A,2524,396,N,1081,TOTAL,203,164,32,
SIGNAL HILL,6450003A,2525,396,N,898,POLLING PLACE,161,101,55,
SIGNAL HILL,6450003A,2525,396,N,,VBM PORTION,77,39,35,
SIGNAL HILL,6450003A,2525,396,N,898,TOTAL,238,140,90,
SIGNAL HILL,6450004A,2526,396,N,1046,POLLING PLACE,200,128,63,
SIGNAL HILL,6450004A,2526,396,N,,VBM PORTION,74,50,23,
SIGNAL HILL,6450004A,2526,396,N,1046,TOTAL,274,178,86,
SIGNAL HILL,6450005A,2527,396,N,1120,POLLING PLACE,234,146,82,
SIGNAL HILL,6450005A,2527,396,N,,VBM PORTION,119,63,52,
SIGNAL HILL,6450005A,2527,396,N,1120,TOTAL,353,209,134,
SIGNAL HILL,6450006A,2528,396,N,1054,POLLING PLACE,197,107,77,
SIGNAL HILL,6450006A,2528,396,N,,VBM PORTION,62,35,23,
SIGNAL HILL,6450006A,2528,396,N,1054,TOTAL,259,142,100,
LOS ANGELES,9000388A,3229,389,N,709,POLLING PLACE,160,90,64,
LOS ANGELES,9000388A,3229,389,N,,VBM PORTION,41,27,14,
LOS ANGELES,9000388A,3229,389,N,709,TOTAL,201,117,78,
LOS ANGELES,9000420A,6275,393,Y,126,POLLING PLACE,,,,
LOS ANGELES,9000420A,6275,393,Y,,VBM PORTION,20,10,10,
LOS ANGELES,9000420A,6275,393,Y,126,TOTAL,20,10,10,
LOS ANGELES,9000427A,3261,393,N,1270,POLLING PLACE,159,114,31,
LOS ANGELES,9000427A,3261,393,N,,VBM PORTION,74,44,25,
LOS ANGELES,9000427A,3261,393,N,1270,TOTAL,233,158,56,
LOS ANGELES,9001006A,3531,393,N,1060,POLLING PLACE,228,127,94,
LOS ANGELES,9001006A,3531,393,N,,VBM PORTION,105,59,40,
LOS ANGELES,9001006A,3531,393,N,1060,TOTAL,333,186,134,
LOS ANGELES,9001405A,3708,393,N,1033,POLLING PLACE,184,129,49,
LOS ANGELES,9001405A,3708,393,N,,VBM PORTION,70,47,22,
LOS ANGELES,9001405A,3708,393,N,1033,TOTAL,254,176,71,
LOS ANGELES,9001483A,3750,393,N,1125,POLLING PLACE,234,136,92,
LOS ANGELES,9001483A,3750,393,N,,VBM PORTION,112,65,40,
LOS ANGELES,9001483A,3750,393,N,1125,TOTAL,346,201,132,
LOS ANGELES,9001484A,3751,393,N,1053,POLLING PLACE,183,120,58,
LOS ANGELES,9001484A,3751,393,N,,VBM PORTION,109,71,35,
LOS ANGELES,9001484A,3751,393,N,1053,TOTAL,292,191,93,
LOS ANGELES,9001610B,3805,393,N,1041,POLLING PLACE,209,111,88,
LOS ANGELES,9001610B,3805,393,N,,VBM PORTION,137,70,56,
LOS ANGELES,9001610B,3805,393,N,1041,TOTAL,346,181,144,
LOS ANGELES,9001827A,3894,393,N,998,POLLING PLACE,255,138,103,
LOS ANGELES,9001827A,3894,393,N,,VBM PORTION,120,37,70,
LOS ANGELES,9001827A,3894,393,N,998,TOTAL,375,175,173,
LOS ANGELES,9002657A,4246,393,N,989,POLLING PLACE,127,79,36,
LOS ANGELES,9002657A,4246,393,N,,VBM PORTION,46,30,13,
LOS ANGELES,9002657A,4246,393,N,989,TOTAL,173,109,49,
LOS ANGELES,9002662A,4247,393,N,883,POLLING PLACE,98,72,22,
LOS ANGELES,9002662A,4247,393,N,,VBM PORTION,40,30,9,
LOS ANGELES,9002662A,4247,393,N,883,TOTAL,138,102,31,
LOS ANGELES,9002668A,4248,393,N,1072,POLLING PLACE,176,119,46,
LOS ANGELES,9002668A,4248,393,N,,VBM PORTION,62,33,24,
LOS ANGELES,9002668A,4248,393,N,1072,TOTAL,238,152,70,
LOS ANGELES,9002669A,4249,393,N,1246,POLLING PLACE,175,123,34,
LOS ANGELES,9002669A,4249,393,N,,VBM PORTION,62,32,27,
LOS ANGELES,9002669A,4249,393,N,1246,TOTAL,237,155,61,
LOS ANGELES,9002675A,4251,393,N,1002,POLLING PLACE,170,114,49,
LOS ANGELES,9002675A,4251,393,N,,VBM PORTION,73,44,25,
LOS ANGELES,9002675A,4251,393,N,1002,TOTAL,243,158,74,
LOS ANGELES,9002681A,4252,393,N,986,POLLING PLACE,192,134,53,
LOS ANGELES,9002681A,4252,393,N,,VBM PORTION,83,42,31,
LOS ANGELES,9002681A,4252,393,N,986,TOTAL,275,176,84,
LOS ANGELES,9002681B,4253,393,N,1070,POLLING PLACE,220,138,75,
LOS ANGELES,9002681B,4253,393,N,,VBM PORTION,104,50,48,
LOS ANGELES,9002681B,4253,393,N,1070,TOTAL,324,188,123,
LOS ANGELES,9002688A,4254,395,N,1141,POLLING PLACE,240,116,105,
LOS ANGELES,9002688A,4254,395,N,,VBM PORTION,148,61,73,
LOS ANGELES,9002688A,4254,395,N,1141,TOTAL,388,177,178,
LOS ANGELES,9002689A,4255,395,N,824,POLLING PLACE,171,74,84,
LOS ANGELES,9002689A,4255,395,N,,VBM PORTION,181,60,104,
LOS ANGELES,9002689A,4255,395,N,824,TOTAL,352,134,188,
LOS ANGELES,9002698A,4257,393,N,1133,POLLING PLACE,271,153,100,
LOS ANGELES,9002698A,4257,393,N,,VBM PORTION,117,62,46,
LOS ANGELES,9002698A,4257,393,N,1133,TOTAL,388,215,146,
LOS ANGELES,9002732A,4264,393,N,504,POLLING PLACE,119,65,45,
LOS ANGELES,9002732A,4264,393,N,,VBM PORTION,39,33,5,
LOS ANGELES,9002732A,4264,393,N,504,TOTAL,158,98,50,
LOS ANGELES,9003417A,4345,393,N,1006,POLLING PLACE,138,106,25,
LOS ANGELES,9003417A,4345,393,N,,VBM PORTION,28,16,10,
LOS ANGELES,9003417A,4345,393,N,1006,TOTAL,166,122,35,
LOS ANGELES,9003458B,4348,393,N,693,POLLING PLACE,67,51,12,
LOS ANGELES,9003458B,4348,393,N,,VBM PORTION,37,25,8,
LOS ANGELES,9003458B,4348,393,N,693,TOTAL,104,76,20,
LOS ANGELES,9003458C,6336,395,Y,,POLLING PLACE,,,,
LOS ANGELES,9003458C,6336,395,Y,,VBM PORTION,,,,
LOS ANGELES,9003458C,6336,395,Y,,TOTAL,,,,
LOS ANGELES,9003458D,4349,393,N,1144,POLLING PLACE,165,115,37,
LOS ANGELES,9003458D,4349,393,N,,VBM PORTION,54,38,16,
LOS ANGELES,9003458D,4349,393,N,1144,TOTAL,219,153,53,
LOS ANGELES,9003891B,4370,393,N,1130,POLLING PLACE,158,113,35,
LOS ANGELES,9003891B,4370,393,N,,VBM PORTION,66,36,26,
LOS ANGELES,9003891B,4370,393,N,1130,TOTAL,224,149,61,
LOS ANGELES,9004215A,4389,389,N,888,POLLING PLACE,187,113,63,
LOS ANGELES,9004215A,4389,389,N,,VBM PORTION,95,56,31,
LOS ANGELES,9004215A,4389,389,N,888,TOTAL,282,169,94,
LOS ANGELES,9004233B,4397,393,N,1099,POLLING PLACE,125,95,25,
LOS ANGELES,9004233B,4397,393,N,,VBM PORTION,21,12,9,
LOS ANGELES,9004233B,4397,393,N,1099,TOTAL,146,107,34,
LOS ANGELES,9006348A,4545,390,N,903,POLLING PLACE,185,99,76,
LOS ANGELES,9006348A,4545,390,N,,VBM PORTION,106,45,50,
LOS ANGELES,9006348A,4545,390,N,903,TOTAL,291,144,126,
LOS ANGELES,9006350A,4546,390,N,916,POLLING PLACE,189,100,76,
LOS ANGELES,9006350A,4546,390,N,,VBM PORTION,112,59,48,
LOS ANGELES,9006350A,4546,390,N,916,TOTAL,301,159,124,
LOS ANGELES,9006354A,4547,389,N,1127,POLLING PLACE,187,99,83,
LOS ANGELES,9006354A,4547,389,N,,VBM PORTION,113,61,46,
LOS ANGELES,9006354A,4547,389,N,1127,TOTAL,300,160,129,
LOS ANGELES,9006358A,4548,389,N,1283,POLLING PLACE,212,135,73,
LOS ANGELES,9006358A,4548,389,N,,VBM PORTION,121,49,63,
LOS ANGELES,9006358A,4548,389,N,1283,TOTAL,333,184,136,
LOS ANGELES,9006359A,4549,393,N,947,POLLING PLACE,190,93,85,
LOS ANGELES,9006359A,4549,393,N,,VBM PORTION,128,58,64,
LOS ANGELES,9006359A,4549,393,N,947,TOTAL,318,151,149,
