LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BOB HERTZBERG,RICARDO A BENITEZ,
LOS ANGELES,9001109A,3588,125,N,1349,TOTAL,412,301,92,
LOS ANGELES,9001113A,3590,125,N,1069,POLLING PLACE,232,179,41,
LOS ANGELES,9001113A,3590,125,N,,VBM PORTION,91,65,23,
LOS ANGELES,9001113A,3590,125,N,1069,TOTAL,323,244,64,
LOS ANGELES,9001120A,3592,125,N,1205,POLLING PLACE,205,152,43,
LOS ANGELES,9001120A,3592,125,N,,VBM PORTION,81,57,17,
LOS ANGELES,9001120A,3592,125,N,1205,TOTAL,286,209,60,
LOS ANGELES,9001122A,3593,125,N,873,POLLING PLACE,207,143,58,
LOS ANGELES,9001122A,3593,125,N,,VBM PORTION,93,70,19,
LOS ANGELES,9001122A,3593,125,N,873,TOTAL,300,213,77,
LOS ANGELES,9001126A,3594,125,N,1295,POLLING PLACE,270,189,62,
LOS ANGELES,9001126A,3594,125,N,,VBM PORTION,106,75,22,
LOS ANGELES,9001126A,3594,125,N,1295,TOTAL,376,264,84,
LOS ANGELES,9001133A,3597,125,N,576,POLLING PLACE,177,126,43,
LOS ANGELES,9001133A,3597,125,N,,VBM PORTION,58,43,12,
LOS ANGELES,9001133A,3597,125,N,576,TOTAL,235,169,55,
LOS ANGELES,9001134A,3598,125,N,1082,POLLING PLACE,311,226,73,
LOS ANGELES,9001134A,3598,125,N,,VBM PORTION,139,103,31,
LOS ANGELES,9001134A,3598,125,N,1082,TOTAL,450,329,104,
LOS ANGELES,9001152A,3602,125,N,1223,POLLING PLACE,227,160,60,
LOS ANGELES,9001152A,3602,125,N,,VBM PORTION,61,36,21,
LOS ANGELES,9001152A,3602,125,N,1223,TOTAL,288,196,81,
LOS ANGELES,9001157A,3603,125,N,965,POLLING PLACE,233,140,80,
LOS ANGELES,9001157A,3603,125,N,,VBM PORTION,66,42,18,
LOS ANGELES,9001157A,3603,125,N,965,TOTAL,299,182,98,
LOS ANGELES,9001158A,3604,125,N,1144,POLLING PLACE,216,166,38,
LOS ANGELES,9001158A,3604,125,N,,VBM PORTION,76,45,27,
LOS ANGELES,9001158A,3604,125,N,1144,TOTAL,292,211,65,
LOS ANGELES,9001164A,3606,125,N,906,POLLING PLACE,325,237,72,
LOS ANGELES,9001164A,3606,125,N,,VBM PORTION,67,52,12,
LOS ANGELES,9001164A,3606,125,N,906,TOTAL,392,289,84,
LOS ANGELES,9001167A,3608,125,N,1033,POLLING PLACE,160,108,26,
LOS ANGELES,9001167A,3608,125,N,,VBM PORTION,64,41,20,
LOS ANGELES,9001167A,3608,125,N,1033,TOTAL,224,149,46,
LOS ANGELES,9001173A,3610,125,N,1264,POLLING PLACE,215,150,59,
LOS ANGELES,9001173A,3610,125,N,,VBM PORTION,105,62,32,
LOS ANGELES,9001173A,3610,125,N,1264,TOTAL,320,212,91,
LOS ANGELES,9001174A,3611,125,N,725,POLLING PLACE,173,124,28,
LOS ANGELES,9001174A,3611,125,N,,VBM PORTION,114,81,29,
LOS ANGELES,9001174A,3611,125,N,725,TOTAL,287,205,57,
LOS ANGELES,9001176B,3613,125,N,1110,POLLING PLACE,280,217,41,
LOS ANGELES,9001176B,3613,125,N,,VBM PORTION,97,74,17,
LOS ANGELES,9001176B,3613,125,N,1110,TOTAL,377,291,58,
LOS ANGELES,9001177D,3614,125,N,641,POLLING PLACE,120,84,31,
LOS ANGELES,9001177D,3614,125,N,,VBM PORTION,86,51,29,
LOS ANGELES,9001177D,3614,125,N,641,TOTAL,206,135,60,
LOS ANGELES,9001178A,3615,125,N,937,POLLING PLACE,193,155,31,
LOS ANGELES,9001178A,3615,125,N,,VBM PORTION,87,60,22,
LOS ANGELES,9001178A,3615,125,N,937,TOTAL,280,215,53,
LOS ANGELES,9001187A,3619,125,N,1357,POLLING PLACE,291,184,88,
LOS ANGELES,9001187A,3619,125,N,,VBM PORTION,155,100,44,
LOS ANGELES,9001187A,3619,125,N,1357,TOTAL,446,284,132,
LOS ANGELES,9001451A,3732,59,N,1115,POLLING PLACE,212,161,42,
LOS ANGELES,9001451A,3732,59,N,,VBM PORTION,38,26,10,
LOS ANGELES,9001451A,3732,59,N,1115,TOTAL,250,187,52,
LOS ANGELES,9001640A,3817,121,N,1077,POLLING PLACE,162,103,53,
LOS ANGELES,9001640A,3817,121,N,,VBM PORTION,48,28,18,
LOS ANGELES,9001640A,3817,121,N,1077,TOTAL,210,131,71,
LOS ANGELES,9001665A,3822,124,N,1089,POLLING PLACE,203,140,47,
LOS ANGELES,9001665A,3822,124,N,,VBM PORTION,89,54,29,
LOS ANGELES,9001665A,3822,124,N,1089,TOTAL,292,194,76,
LOS ANGELES,9001666A,3823,125,N,1237,POLLING PLACE,181,125,42,
LOS ANGELES,9001666A,3823,125,N,,VBM PORTION,100,68,28,
LOS ANGELES,9001666A,3823,125,N,1237,TOTAL,281,193,70,
LOS ANGELES,9001700D,3832,55,N,674,POLLING PLACE,133,80,43,
LOS ANGELES,9001700D,3832,55,N,,VBM PORTION,21,11,7,
LOS ANGELES,9001700D,3832,55,N,674,TOTAL,154,91,50,
LOS ANGELES,9001754A,3857,33,N,1317,POLLING PLACE,225,95,115,
LOS ANGELES,9001754A,3857,33,N,,VBM PORTION,99,52,40,
LOS ANGELES,9001754A,3857,33,N,1317,TOTAL,324,147,155,
LOS ANGELES,9001805A,3888,33,N,1249,POLLING PLACE,255,157,85,
LOS ANGELES,9001805A,3888,33,N,,VBM PORTION,63,38,21,
LOS ANGELES,9001805A,3888,33,N,1249,TOTAL,318,195,106,
LOS ANGELES,9001832B,3895,59,N,538,POLLING PLACE,76,47,18,
LOS ANGELES,9001832B,3895,59,N,,VBM PORTION,31,20,9,
LOS ANGELES,9001832B,3895,59,N,538,TOTAL,107,67,27,
LOS ANGELES,9001861A,3906,124,N,1189,POLLING PLACE,262,187,54,
LOS ANGELES,9001861A,3906,124,N,,VBM PORTION,89,57,26,
LOS ANGELES,9001861A,3906,124,N,1189,TOTAL,351,244,80,
LOS ANGELES,9001900B,3920,121,N,1021,POLLING PLACE,117,81,32,
LOS ANGELES,9001900B,3920,121,N,,VBM PORTION,69,44,17,
LOS ANGELES,9001900B,3920,121,N,1021,TOTAL,186,125,49,
LOS ANGELES,9001907A,3923,55,N,613,POLLING PLACE,106,74,21,
LOS ANGELES,9001907A,3923,55,N,,VBM PORTION,16,13,2,
LOS ANGELES,9001907A,3923,55,N,613,TOTAL,122,87,23,
LOS ANGELES,9001917A,3925,59,N,907,POLLING PLACE,136,97,35,
LOS ANGELES,9001917A,3925,59,N,,VBM PORTION,29,16,13,
LOS ANGELES,9001917A,3925,59,N,907,TOTAL,165,113,48,
LOS ANGELES,9001924B,3927,125,N,1215,POLLING PLACE,227,167,54,
LOS ANGELES,9001924B,3927,125,N,,VBM PORTION,61,34,21,
LOS ANGELES,9001924B,3927,125,N,1215,TOTAL,288,201,75,
LOS ANGELES,9001926C,3928,125,N,1314,POLLING PLACE,296,210,62,
LOS ANGELES,9001926C,3928,125,N,,VBM PORTION,159,106,47,
LOS ANGELES,9001926C,3928,125,N,1314,TOTAL,455,316,109,
LOS ANGELES,9001928B,3930,125,N,1132,POLLING PLACE,276,196,66,
LOS ANGELES,9001928B,3930,125,N,,VBM PORTION,83,59,21,
LOS ANGELES,9001928B,3930,125,N,1132,TOTAL,359,255,87,
LOS ANGELES,9001931A,3933,125,N,1028,POLLING PLACE,262,196,57,
LOS ANGELES,9001931A,3933,125,N,,VBM PORTION,95,69,20,
LOS ANGELES,9001931A,3933,125,N,1028,TOTAL,357,265,77,
LOS ANGELES,9002131A,4028,121,N,1201,POLLING PLACE,197,134,49,
LOS ANGELES,9002131A,4028,121,N,,VBM PORTION,76,42,28,
LOS ANGELES,9002131A,4028,121,N,1201,TOTAL,273,176,77,
LOS ANGELES,9002176A,4050,59,N,743,POLLING PLACE,123,83,33,
LOS ANGELES,9002176A,4050,59,N,,VBM PORTION,62,45,12,
LOS ANGELES,9002176A,4050,59,N,743,TOTAL,185,128,45,
LOS ANGELES,9002222A,4068,59,N,1046,POLLING PLACE,145,109,24,
LOS ANGELES,9002222A,4068,59,N,,VBM PORTION,38,26,10,
LOS ANGELES,9002222A,4068,59,N,1046,TOTAL,183,135,34,
LOS ANGELES,9002269A,4086,121,N,1121,POLLING PLACE,119,77,34,
LOS ANGELES,9002269A,4086,121,N,,VBM PORTION,55,39,13,
LOS ANGELES,9002269A,4086,121,N,1121,TOTAL,174,116,47,
LOS ANGELES,9002281A,4092,55,N,1025,POLLING PLACE,171,111,42,
LOS ANGELES,9002281A,4092,55,N,,VBM PORTION,50,26,18,
LOS ANGELES,9002281A,4092,55,N,1025,TOTAL,221,137,60,
LOS ANGELES,9002291A,4096,55,N,594,POLLING PLACE,86,53,24,
LOS ANGELES,9002291A,4096,55,N,,VBM PORTION,28,18,8,
LOS ANGELES,9002291A,4096,55,N,594,TOTAL,114,71,32,
LOS ANGELES,9002301A,4099,59,N,1019,POLLING PLACE,140,96,36,
LOS ANGELES,9002301A,4099,59,N,,VBM PORTION,38,15,22,
LOS ANGELES,9002301A,4099,59,N,1019,TOTAL,178,111,58,
LOS ANGELES,9002305A,4102,59,N,1045,POLLING PLACE,147,105,38,
LOS ANGELES,9002305A,4102,59,N,,VBM PORTION,55,36,15,
LOS ANGELES,9002305A,4102,59,N,1045,TOTAL,202,141,53,
LOS ANGELES,9002314A,4105,121,N,442,POLLING PLACE,54,38,13,
LOS ANGELES,9002314A,4105,121,N,,VBM PORTION,8,5,2,
LOS ANGELES,9002314A,4105,121,N,442,TOTAL,62,43,15,
LOS ANGELES,9002319A,4108,59,N,1017,POLLING PLACE,157,111,36,
LOS ANGELES,9002319A,4108,59,N,,VBM PORTION,25,18,6,
LOS ANGELES,9002319A,4108,59,N,1017,TOTAL,182,129,42,
LOS ANGELES,9002320A,4109,121,N,933,POLLING PLACE,172,122,42,
LOS ANGELES,9002320A,4109,121,N,,VBM PORTION,65,52,10,
LOS ANGELES,9002320A,4109,121,N,933,TOTAL,237,174,52,
LOS ANGELES,9002321A,4110,121,N,1194,POLLING PLACE,195,135,40,
LOS ANGELES,9002321A,4110,121,N,,VBM PORTION,71,43,22,
LOS ANGELES,9002321A,4110,121,N,1194,TOTAL,266,178,62,
LOS ANGELES,9002398A,4149,59,N,874,POLLING PLACE,115,90,20,
LOS ANGELES,9002398A,4149,59,N,,VBM PORTION,41,30,7,
LOS ANGELES,9002398A,4149,59,N,874,TOTAL,156,120,27,
LOS ANGELES,9002509A,4196,33,N,816,POLLING PLACE,147,75,63,
LOS ANGELES,9002509A,4196,33,N,,VBM PORTION,69,29,33,
LOS ANGELES,9002509A,4196,33,N,816,TOTAL,216,104,96,
LOS ANGELES,9002527A,6301,124,Y,85,POLLING PLACE,,,,
LOS ANGELES,9002527A,6301,124,Y,,VBM PORTION,8,6,1,
LOS ANGELES,9002527A,6301,124,Y,85,TOTAL,8,6,1,
LOS ANGELES,9002536A,6302,32,Y,,POLLING PLACE,,,,
LOS ANGELES,9002536A,6302,32,Y,,VBM PORTION,,,,
LOS ANGELES,9002536A,6302,32,Y,,TOTAL,,,,
LOS ANGELES,9002539A,6303,56,Y,,POLLING PLACE,,,,
LOS ANGELES,9002539A,6303,56,Y,,VBM PORTION,,,,
LOS ANGELES,9002539A,6303,56,Y,,TOTAL,,,,
LOS ANGELES,9002541A,6304,56,Y,,POLLING PLACE,,,,
LOS ANGELES,9002541A,6304,56,Y,,VBM PORTION,,,,
LOS ANGELES,9002541A,6304,56,Y,,TOTAL,,,,
LOS ANGELES,9002579A,6310,30,Y,,POLLING PLACE,,,,
LOS ANGELES,9002579A,6310,30,Y,,VBM PORTION,,,,
LOS ANGELES,9002579A,6310,30,Y,,TOTAL,,,,
LOS ANGELES,9002622A,6314,30,Y,31,POLLING PLACE,,,,
LOS ANGELES,9002622A,6314,30,Y,,VBM PORTION,6,1,5,
LOS ANGELES,9002622A,6314,30,Y,31,TOTAL,6,1,5,
LOS ANGELES,9002679A,6319,123,Y,57,POLLING PLACE,,,,
LOS ANGELES,9002679A,6319,123,Y,,VBM PORTION,12,7,5,
LOS ANGELES,9002679A,6319,123,Y,57,TOTAL,12,7,5,
LOS ANGELES,9002694A,6320,56,Y,,POLLING PLACE,,,,
LOS ANGELES,9002694A,6320,56,Y,,VBM PORTION,,,,
LOS ANGELES,9002694A,6320,56,Y,,TOTAL,,,,
LOS ANGELES,9002704A,4258,124,N,817,POLLING PLACE,212,165,42,
LOS ANGELES,9002704A,4258,124,N,,VBM PORTION,50,39,7,
LOS ANGELES,9002704A,4258,124,N,817,TOTAL,262,204,49,
LOS ANGELES,9002730A,4263,55,N,857,POLLING PLACE,162,77,75,
LOS ANGELES,9002730A,4263,55,N,,VBM PORTION,29,15,14,
LOS ANGELES,9002730A,4263,55,N,857,TOTAL,191,92,89,
LOS ANGELES,9002754A,4266,121,N,681,POLLING PLACE,93,61,25,
LOS ANGELES,9002754A,4266,121,N,,VBM PORTION,39,20,15,
LOS ANGELES,9002754A,4266,121,N,681,TOTAL,132,81,40,
LOS ANGELES,9002803A,4275,121,N,541,POLLING PLACE,34,26,4,
LOS ANGELES,9002803A,4275,121,N,,VBM PORTION,16,14,2,
LOS ANGELES,9002803A,4275,121,N,541,TOTAL,50,40,6,
LOS ANGELES,9002807A,4276,121,N,425,POLLING PLACE,59,44,13,
LOS ANGELES,9002807A,4276,121,N,,VBM PORTION,18,12,5,
LOS ANGELES,9002807A,4276,121,N,425,TOTAL,77,56,18,
LOS ANGELES,9002811A,4278,59,N,1069,POLLING PLACE,142,98,36,
LOS ANGELES,9002811A,4278,59,N,,VBM PORTION,37,23,11,
LOS ANGELES,9002811A,4278,59,N,1069,TOTAL,179,121,47,
LOS ANGELES,9002824A,4281,55,N,1144,POLLING PLACE,170,113,47,
LOS ANGELES,9002824A,4281,55,N,,VBM PORTION,45,33,11,
LOS ANGELES,9002824A,4281,55,N,1144,TOTAL,215,146,58,
LOS ANGELES,9002851A,4286,125,N,929,POLLING PLACE,204,148,38,
LOS ANGELES,9002851A,4286,125,N,,VBM PORTION,64,51,11,
LOS ANGELES,9002851A,4286,125,N,929,TOTAL,268,199,49,
LOS ANGELES,9002873B,4288,125,N,1088,POLLING PLACE,199,151,34,
LOS ANGELES,9002873B,4288,125,N,,VBM PORTION,63,45,15,
LOS ANGELES,9002873B,4288,125,N,1088,TOTAL,262,196,49,
LOS ANGELES,9002888A,4289,55,N,1048,POLLING PLACE,168,110,44,
LOS ANGELES,9002888A,4289,55,N,,VBM PORTION,31,25,5,
LOS ANGELES,9002888A,4289,55,N,1048,TOTAL,199,135,49,
LOS ANGELES,9002892A,4292,33,N,1048,POLLING PLACE,211,115,77,
LOS ANGELES,9002892A,4292,33,N,,VBM PORTION,51,25,22,
LOS ANGELES,9002892A,4292,33,N,1048,TOTAL,262,140,99,
LOS ANGELES,9002894A,4294,55,N,1053,POLLING PLACE,177,124,34,
LOS ANGELES,9002894A,4294,55,N,,VBM PORTION,46,34,8,
LOS ANGELES,9002894A,4294,55,N,1053,TOTAL,223,158,42,
LOS ANGELES,9002903B,4296,55,N,986,POLLING PLACE,135,100,28,
LOS ANGELES,9002903B,4296,55,N,,VBM PORTION,31,24,5,
LOS ANGELES,9002903B,4296,55,N,986,TOTAL,166,124,33,
LOS ANGELES,9002988A,4309,59,N,1105,POLLING PLACE,170,123,38,
LOS ANGELES,9002988A,4309,59,N,,VBM PORTION,40,26,12,
LOS ANGELES,9002988A,4309,59,N,1105,TOTAL,210,149,50,
LOS ANGELES,9003228A,4333,125,N,1168,POLLING PLACE,192,138,46,
LOS ANGELES,9003228A,4333,125,N,,VBM PORTION,57,38,17,
LOS ANGELES,9003228A,4333,125,N,1168,TOTAL,249,176,63,
LOS ANGELES,9003238A,4336,125,N,708,POLLING PLACE,137,108,23,
LOS ANGELES,9003238A,4336,125,N,,VBM PORTION,50,39,5,
LOS ANGELES,9003238A,4336,125,N,708,TOTAL,187,147,28,
LOS ANGELES,9003448A,4347,59,N,884,POLLING PLACE,105,69,27,
LOS ANGELES,9003448A,4347,59,N,,VBM PORTION,71,41,25,
LOS ANGELES,9003448A,4347,59,N,884,TOTAL,176,110,52,
LOS ANGELES,9003606A,4357,55,N,1160,POLLING PLACE,238,138,80,
LOS ANGELES,9003606A,4357,55,N,,VBM PORTION,88,40,46,
LOS ANGELES,9003606A,4357,55,N,1160,TOTAL,326,178,126,
LOS ANGELES,9003613A,4358,58,N,932,POLLING PLACE,196,93,88,
LOS ANGELES,9003613A,4358,58,N,,VBM PORTION,92,35,48,
LOS ANGELES,9003613A,4358,58,N,932,TOTAL,288,128,136,
LOS ANGELES,9003614A,4359,58,N,1185,POLLING PLACE,271,135,124,
LOS ANGELES,9003614A,4359,58,N,,VBM PORTION,83,42,37,
LOS ANGELES,9003614A,4359,58,N,1185,TOTAL,354,177,161,
LOS ANGELES,9003626A,4360,109,N,1318,POLLING PLACE,268,136,113,
LOS ANGELES,9003626A,4360,109,N,,VBM PORTION,145,77,58,
LOS ANGELES,9003626A,4360,109,N,1318,TOTAL,413,213,171,
LOS ANGELES,9003998D,4381,59,N,394,POLLING PLACE,60,41,13,
LOS ANGELES,9003998D,4381,59,N,,VBM PORTION,18,10,8,
LOS ANGELES,9003998D,4381,59,N,394,TOTAL,78,51,21,
LOS ANGELES,9004201A,4385,121,N,869,POLLING PLACE,107,66,33,
LOS ANGELES,9004201A,4385,121,N,,VBM PORTION,54,33,18,
LOS ANGELES,9004201A,4385,121,N,869,TOTAL,161,99,51,
LOS ANGELES,9004204A,4386,121,N,1058,POLLING PLACE,112,69,30,
LOS ANGELES,9004204A,4386,121,N,,VBM PORTION,50,34,12,
LOS ANGELES,9004204A,4386,121,N,1058,TOTAL,162,103,42,
LOS ANGELES,9004210A,4387,112,N,910,POLLING PLACE,165,107,52,
LOS ANGELES,9004210A,4387,112,N,,VBM PORTION,79,47,22,
LOS ANGELES,9004210A,4387,112,N,910,TOTAL,244,154,74,
LOS ANGELES,9004212B,4388,55,N,465,POLLING PLACE,149,64,67,
LOS ANGELES,9004212B,4388,55,N,,VBM PORTION,63,28,32,
LOS ANGELES,9004212B,4388,55,N,465,TOTAL,212,92,99,
LOS ANGELES,9004226A,4393,55,N,1082,POLLING PLACE,156,113,34,
LOS ANGELES,9004226A,4393,55,N,,VBM PORTION,50,34,14,
LOS ANGELES,9004226A,4393,55,N,1082,TOTAL,206,147,48,
LOS ANGELES,9005107A,4411,121,N,717,POLLING PLACE,116,76,36,
LOS ANGELES,9005107A,4411,121,N,,VBM PORTION,47,33,11,
LOS ANGELES,9005107A,4411,121,N,717,TOTAL,163,109,47,
LOS ANGELES,9005136A,4415,125,N,822,POLLING PLACE,158,111,32,
LOS ANGELES,9005136A,4415,125,N,,VBM PORTION,52,37,12,
LOS ANGELES,9005136A,4415,125,N,822,TOTAL,210,148,44,
LOS ANGELES,9005139A,4416,125,N,1191,POLLING PLACE,248,192,47,
LOS ANGELES,9005139A,4416,125,N,,VBM PORTION,68,48,16,
LOS ANGELES,9005139A,4416,125,N,1191,TOTAL,316,240,63,
LOS ANGELES,9005140A,4417,124,N,1084,POLLING PLACE,273,210,54,
LOS ANGELES,9005140A,4417,124,N,,VBM PORTION,57,41,13,
LOS ANGELES,9005140A,4417,124,N,1084,TOTAL,330,251,67,
LOS ANGELES,9005142A,4418,125,N,1180,POLLING PLACE,351,266,70,
LOS ANGELES,9005142A,4418,125,N,,VBM PORTION,94,68,21,
LOS ANGELES,9005142A,4418,125,N,1180,TOTAL,445,334,91,
LOS ANGELES,9005145A,4419,125,N,1092,POLLING PLACE,229,179,44,
LOS ANGELES,9005145A,4419,125,N,,VBM PORTION,101,65,33,
LOS ANGELES,9005145A,4419,125,N,1092,TOTAL,330,244,77,
LOS ANGELES,9005147A,4420,124,N,883,POLLING PLACE,148,114,29,
LOS ANGELES,9005147A,4420,124,N,,VBM PORTION,39,22,14,
LOS ANGELES,9005147A,4420,124,N,883,TOTAL,187,136,43,
LOS ANGELES,9005151B,4421,124,N,775,POLLING PLACE,227,164,45,
LOS ANGELES,9005151B,4421,124,N,,VBM PORTION,51,28,20,
LOS ANGELES,9005151B,4421,124,N,775,TOTAL,278,192,65,
LOS ANGELES,9005152A,4422,125,N,1115,POLLING PLACE,216,155,49,
LOS ANGELES,9005152A,4422,125,N,,VBM PORTION,94,61,30,
LOS ANGELES,9005152A,4422,125,N,1115,TOTAL,310,216,79,
LOS ANGELES,9005155A,4423,125,N,1259,POLLING PLACE,270,190,62,
LOS ANGELES,9005155A,4423,125,N,,VBM PORTION,86,62,21,
LOS ANGELES,9005155A,4423,125,N,1259,TOTAL,356,252,83,
LOS ANGELES,9005159A,4424,125,N,1222,POLLING PLACE,292,206,72,
LOS ANGELES,9005159A,4424,125,N,,VBM PORTION,116,76,35,
LOS ANGELES,9005159A,4424,125,N,1222,TOTAL,408,282,107,
LOS ANGELES,9005187A,4425,124,N,1063,POLLING PLACE,227,175,40,
LOS ANGELES,9005187A,4425,124,N,,VBM PORTION,80,49,26,
LOS ANGELES,9005187A,4425,124,N,1063,TOTAL,307,224,66,
LOS ANGELES,9005188A,4426,121,N,1104,POLLING PLACE,203,153,33,
LOS ANGELES,9005188A,4426,121,N,,VBM PORTION,30,23,6,
LOS ANGELES,9005188A,4426,121,N,1104,TOTAL,233,176,39,
LOS ANGELES,9005189A,4427,121,N,1032,POLLING PLACE,135,86,38,
LOS ANGELES,9005189A,4427,121,N,,VBM PORTION,31,24,4,
LOS ANGELES,9005189A,4427,121,N,1032,TOTAL,166,110,42,
LOS ANGELES,9005196A,4428,125,N,1054,POLLING PLACE,265,190,50,
LOS ANGELES,9005196A,4428,125,N,,VBM PORTION,83,64,17,
LOS ANGELES,9005196A,4428,125,N,1054,TOTAL,348,254,67,
LOS ANGELES,9005199A,4429,125,N,900,POLLING PLACE,191,144,38,
LOS ANGELES,9005199A,4429,125,N,,VBM PORTION,100,65,30,
LOS ANGELES,9005199A,4429,125,N,900,TOTAL,291,209,68,
LOS ANGELES,9005530A,4460,124,N,1199,POLLING PLACE,194,131,51,
LOS ANGELES,9005530A,4460,124,N,,VBM PORTION,102,73,23,
LOS ANGELES,9005530A,4460,124,N,1199,TOTAL,296,204,74,
LOS ANGELES,9005549B,4465,125,N,1309,POLLING PLACE,263,179,54,
LOS ANGELES,9005549B,4465,125,N,,VBM PORTION,86,51,22,
LOS ANGELES,9005549B,4465,125,N,1309,TOTAL,349,230,76,
LOS ANGELES,9005635A,4466,59,N,768,POLLING PLACE,130,102,20,
LOS ANGELES,9005635A,4466,59,N,,VBM PORTION,43,36,7,
LOS ANGELES,9005635A,4466,59,N,768,TOTAL,173,138,27,
LOS ANGELES,9005638A,4467,59,N,1097,POLLING PLACE,136,93,37,
LOS ANGELES,9005638A,4467,59,N,,VBM PORTION,70,47,20,
LOS ANGELES,9005638A,4467,59,N,1097,TOTAL,206,140,57,
LOS ANGELES,9005662A,4471,60,N,984,POLLING PLACE,180,125,44,
LOS ANGELES,9005662A,4471,60,N,,VBM PORTION,31,25,4,
LOS ANGELES,9005662A,4471,60,N,984,TOTAL,211,150,48,
LOS ANGELES,9005663A,4472,60,N,1095,POLLING PLACE,175,104,59,
LOS ANGELES,9005663A,4472,60,N,,VBM PORTION,63,26,36,
LOS ANGELES,9005663A,4472,60,N,1095,TOTAL,238,130,95,
LOS ANGELES,9005666A,4473,55,N,1082,POLLING PLACE,171,112,35,
LOS ANGELES,9005666A,4473,55,N,,VBM PORTION,18,16,2,
LOS ANGELES,9005666A,4473,55,N,1082,TOTAL,189,128,37,
LOS ANGELES,9005669A,4475,55,N,1151,POLLING PLACE,200,138,50,
LOS ANGELES,9005669A,4475,55,N,,VBM PORTION,55,30,21,
LOS ANGELES,9005669A,4475,55,N,1151,TOTAL,255,168,71,
LOS ANGELES,9006197A,4497,55,N,679,POLLING PLACE,124,82,38,
LOS ANGELES,9006197A,4497,55,N,,VBM PORTION,44,29,13,
LOS ANGELES,9006197A,4497,55,N,679,TOTAL,168,111,51,
LOS ANGELES,9006203B,4498,55,N,666,POLLING PLACE,120,64,55,
LOS ANGELES,9006203B,4498,55,N,,VBM PORTION,45,29,14,
LOS ANGELES,9006203B,4498,55,N,666,TOTAL,165,93,69,
LOS ANGELES,9006206A,4499,55,N,1008,POLLING PLACE,157,103,40,
LOS ANGELES,9006206A,4499,55,N,,VBM PORTION,32,19,12,
LOS ANGELES,9006206A,4499,55,N,1008,TOTAL,189,122,52,
LOS ANGELES,9006209A,4500,55,N,963,POLLING PLACE,195,109,79,
LOS ANGELES,9006209A,4500,55,N,,VBM PORTION,64,35,24,
LOS ANGELES,9006209A,4500,55,N,963,TOTAL,259,144,103,
LOS ANGELES,9006212B,4501,55,N,876,POLLING PLACE,184,116,55,
LOS ANGELES,9006212B,4501,55,N,,VBM PORTION,31,16,14,
LOS ANGELES,9006212B,4501,55,N,876,TOTAL,215,132,69,
LOS ANGELES,9006214A,4502,55,N,906,POLLING PLACE,148,101,43,
LOS ANGELES,9006214A,4502,55,N,,VBM PORTION,49,30,17,
LOS ANGELES,9006214A,4502,55,N,906,TOTAL,197,131,60,
LOS ANGELES,9006216A,4503,55,N,729,POLLING PLACE,141,99,35,
LOS ANGELES,9006216A,4503,55,N,,VBM PORTION,33,18,14,
LOS ANGELES,9006216A,4503,55,N,729,TOTAL,174,117,49,
LOS ANGELES,9006217A,4504,55,N,719,POLLING PLACE,111,61,43,
LOS ANGELES,9006217A,4504,55,N,,VBM PORTION,41,26,14,
LOS ANGELES,9006217A,4504,55,N,719,TOTAL,152,87,57,
LOS ANGELES,9006218A,4505,55,N,956,POLLING PLACE,151,78,60,
LOS ANGELES,9006218A,4505,55,N,,VBM PORTION,41,30,11,
LOS ANGELES,9006218A,4505,55,N,956,TOTAL,192,108,71,
LOS ANGELES,9006219A,4506,58,N,1110,POLLING PLACE,251,132,111,
LOS ANGELES,9006219A,4506,58,N,,VBM PORTION,99,40,54,
LOS ANGELES,9006219A,4506,58,N,1110,TOTAL,350,172,165,
LOS ANGELES,9006224A,4507,55,N,832,POLLING PLACE,134,91,34,
LOS ANGELES,9006224A,4507,55,N,,VBM PORTION,59,45,8,
LOS ANGELES,9006224A,4507,55,N,832,TOTAL,193,136,42,
LOS ANGELES,9006232A,4508,33,N,774,POLLING PLACE,181,118,49,
LOS ANGELES,9006232A,4508,33,N,,VBM PORTION,51,29,17,
LOS ANGELES,9006232A,4508,33,N,774,TOTAL,232,147,66,
LOS ANGELES,9006233A,4509,33,N,772,POLLING PLACE,161,88,63,
LOS ANGELES,9006233A,4509,33,N,,VBM PORTION,72,36,31,
LOS ANGELES,9006233A,4509,33,N,772,TOTAL,233,124,94,
LOS ANGELES,9006237A,4510,33,N,1061,POLLING PLACE,246,117,123,
LOS ANGELES,9006237A,4510,33,N,,VBM PORTION,83,31,50,
LOS ANGELES,9006237A,4510,33,N,1061,TOTAL,329,148,173,
LOS ANGELES,9006239A,4511,33,N,924,POLLING PLACE,169,77,81,
LOS ANGELES,9006239A,4511,33,N,,VBM PORTION,72,39,27,
LOS ANGELES,9006239A,4511,33,N,924,TOTAL,241,116,108,
LOS ANGELES,9006242B,4512,33,N,1258,POLLING PLACE,259,125,112,
LOS ANGELES,9006242B,4512,33,N,,VBM PORTION,109,54,42,
LOS ANGELES,9006242B,4512,33,N,1258,TOTAL,368,179,154,
LOS ANGELES,9006253A,4519,33,N,1333,POLLING PLACE,261,121,122,
LOS ANGELES,9006253A,4519,33,N,,VBM PORTION,110,46,57,
LOS ANGELES,9006253A,4519,33,N,1333,TOTAL,371,167,179,
