LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ED CHAU,E TORRES SIEGRIST,
ALHAMBRA,0150001A,27,150,N,914,POLLING PLACE,208,132,55,
ALHAMBRA,0150001A,27,150,N,,VBM PORTION,70,42,23,
ALHAMBRA,0150001A,27,150,N,914,TOTAL,278,174,78,
ALHAMBRA,0150003B,28,150,N,692,POLLING PLACE,128,99,23,
ALHAMBRA,0150003B,28,150,N,,VBM PORTION,46,31,14,
ALHAMBRA,0150003B,28,150,N,692,TOTAL,174,130,37,
ALHAMBRA,0150004A,29,150,N,1148,POLLING PLACE,245,142,94,
ALHAMBRA,0150004A,29,150,N,,VBM PORTION,105,51,44,
ALHAMBRA,0150004A,29,150,N,1148,TOTAL,350,193,138,
ALHAMBRA,0150005D,6016,149,Y,,POLLING PLACE,,,,
ALHAMBRA,0150005D,6016,149,Y,,VBM PORTION,,,,
ALHAMBRA,0150005D,6016,149,Y,,TOTAL,,,,
ALHAMBRA,0150005E,6017,153,Y,,POLLING PLACE,,,,
ALHAMBRA,0150005E,6017,153,Y,,VBM PORTION,,,,
ALHAMBRA,0150005E,6017,153,Y,,TOTAL,,,,
ALHAMBRA,0150007A,30,150,N,1201,POLLING PLACE,190,125,51,
ALHAMBRA,0150007A,30,150,N,,VBM PORTION,64,48,8,
ALHAMBRA,0150007A,30,150,N,1201,TOTAL,254,173,59,
ALHAMBRA,0150008A,31,150,N,1120,POLLING PLACE,180,120,52,
ALHAMBRA,0150008A,31,150,N,,VBM PORTION,62,49,6,
ALHAMBRA,0150008A,31,150,N,1120,TOTAL,242,169,58,
ALHAMBRA,0150011A,32,149,N,1247,POLLING PLACE,279,188,71,
ALHAMBRA,0150011A,32,149,N,,VBM PORTION,113,76,31,
ALHAMBRA,0150011A,32,149,N,1247,TOTAL,392,264,102,
ALHAMBRA,0150012A,33,150,N,1049,POLLING PLACE,164,127,31,
ALHAMBRA,0150012A,33,150,N,,VBM PORTION,75,48,15,
ALHAMBRA,0150012A,33,150,N,1049,TOTAL,239,175,46,
ALHAMBRA,0150014A,34,150,N,1027,POLLING PLACE,148,96,40,
ALHAMBRA,0150014A,34,150,N,,VBM PORTION,57,43,8,
ALHAMBRA,0150014A,34,150,N,1027,TOTAL,205,139,48,
ALHAMBRA,0150015A,35,150,N,883,POLLING PLACE,210,125,70,
ALHAMBRA,0150015A,35,150,N,,VBM PORTION,76,48,22,
ALHAMBRA,0150015A,35,150,N,883,TOTAL,286,173,92,
ALHAMBRA,0150016F,36,150,N,823,POLLING PLACE,176,98,68,
ALHAMBRA,0150016F,36,150,N,,VBM PORTION,73,28,37,
ALHAMBRA,0150016F,36,150,N,823,TOTAL,249,126,105,
ALHAMBRA,0150018A,37,150,N,832,POLLING PLACE,182,129,41,
ALHAMBRA,0150018A,37,150,N,,VBM PORTION,47,32,14,
ALHAMBRA,0150018A,37,150,N,832,TOTAL,229,161,55,
ALHAMBRA,0150021A,38,149,N,966,POLLING PLACE,168,105,52,
ALHAMBRA,0150021A,38,149,N,,VBM PORTION,117,74,35,
ALHAMBRA,0150021A,38,149,N,966,TOTAL,285,179,87,
ALHAMBRA,0150022A,39,150,N,859,POLLING PLACE,211,139,58,
ALHAMBRA,0150022A,39,150,N,,VBM PORTION,60,36,21,
ALHAMBRA,0150022A,39,150,N,859,TOTAL,271,175,79,
ALHAMBRA,0150023A,40,150,N,1103,POLLING PLACE,221,153,52,
ALHAMBRA,0150023A,40,150,N,,VBM PORTION,75,44,24,
ALHAMBRA,0150023A,40,150,N,1103,TOTAL,296,197,76,
ALHAMBRA,0150024A,41,150,N,660,POLLING PLACE,82,57,18,
ALHAMBRA,0150024A,41,150,N,,VBM PORTION,35,22,13,
ALHAMBRA,0150024A,41,150,N,660,TOTAL,117,79,31,
ALHAMBRA,0150025A,42,150,N,863,POLLING PLACE,122,89,28,
ALHAMBRA,0150025A,42,150,N,,VBM PORTION,71,54,12,
ALHAMBRA,0150025A,42,150,N,863,TOTAL,193,143,40,
ALHAMBRA,0150030A,43,150,N,1171,POLLING PLACE,158,107,36,
ALHAMBRA,0150030A,43,150,N,,VBM PORTION,74,55,14,
ALHAMBRA,0150030A,43,150,N,1171,TOTAL,232,162,50,
ALHAMBRA,0150032A,44,150,N,1134,POLLING PLACE,216,141,62,
ALHAMBRA,0150032A,44,150,N,,VBM PORTION,89,63,19,
ALHAMBRA,0150032A,44,150,N,1134,TOTAL,305,204,81,
ALHAMBRA,0150032B,6018,154,Y,9,POLLING PLACE,,,,
ALHAMBRA,0150032B,6018,154,Y,,VBM PORTION,3,3,,
ALHAMBRA,0150032B,6018,154,Y,9,TOTAL,3,3,,
ALHAMBRA,0150033A,45,150,N,780,POLLING PLACE,139,80,51,
ALHAMBRA,0150033A,45,150,N,,VBM PORTION,23,10,12,
ALHAMBRA,0150033A,45,150,N,780,TOTAL,162,90,63,
ALHAMBRA,0150037A,46,149,N,1026,POLLING PLACE,207,143,52,
ALHAMBRA,0150037A,46,149,N,,VBM PORTION,78,45,25,
ALHAMBRA,0150037A,46,149,N,1026,TOTAL,285,188,77,
ALHAMBRA,0150039A,47,150,N,1235,POLLING PLACE,129,94,26,
ALHAMBRA,0150039A,47,150,N,,VBM PORTION,86,62,17,
ALHAMBRA,0150039A,47,150,N,1235,TOTAL,215,156,43,
ALHAMBRA,0150041A,48,150,N,565,POLLING PLACE,116,77,33,
ALHAMBRA,0150041A,48,150,N,,VBM PORTION,37,24,9,
ALHAMBRA,0150041A,48,150,N,565,TOTAL,153,101,42,
ALHAMBRA,0150041B,49,149,N,651,POLLING PLACE,122,79,39,
ALHAMBRA,0150041B,49,149,N,,VBM PORTION,61,38,14,
ALHAMBRA,0150041B,49,149,N,651,TOTAL,183,117,53,
ALHAMBRA,0150042A,50,149,N,733,POLLING PLACE,129,83,39,
ALHAMBRA,0150042A,50,149,N,,VBM PORTION,66,41,22,
ALHAMBRA,0150042A,50,149,N,733,TOTAL,195,124,61,
ALHAMBRA,0150044D,51,149,N,664,POLLING PLACE,72,55,15,
ALHAMBRA,0150044D,51,149,N,,VBM PORTION,29,16,11,
ALHAMBRA,0150044D,51,149,N,664,TOTAL,101,71,26,
ALHAMBRA,0150045A,52,149,N,708,POLLING PLACE,96,52,41,
ALHAMBRA,0150045A,52,149,N,,VBM PORTION,49,39,8,
ALHAMBRA,0150045A,52,149,N,708,TOTAL,145,91,49,
ALHAMBRA,0150049A,53,150,N,1142,POLLING PLACE,183,125,40,
ALHAMBRA,0150049A,53,150,N,,VBM PORTION,110,79,18,
ALHAMBRA,0150049A,53,150,N,1142,TOTAL,293,204,58,
ALHAMBRA,0150051A,54,149,N,1129,POLLING PLACE,157,124,26,
ALHAMBRA,0150051A,54,149,N,,VBM PORTION,87,62,21,
ALHAMBRA,0150051A,54,149,N,1129,TOTAL,244,186,47,
ALHAMBRA,0150055A,55,149,N,893,POLLING PLACE,192,135,44,
ALHAMBRA,0150055A,55,149,N,,VBM PORTION,55,28,23,
ALHAMBRA,0150055A,55,149,N,893,TOTAL,247,163,67,
ALHAMBRA,0150056A,56,149,N,1076,POLLING PLACE,180,112,58,
ALHAMBRA,0150056A,56,149,N,,VBM PORTION,41,29,12,
ALHAMBRA,0150056A,56,149,N,1076,TOTAL,221,141,70,
ALHAMBRA,0150059B,57,149,N,951,POLLING PLACE,136,96,36,
ALHAMBRA,0150059B,57,149,N,,VBM PORTION,52,37,10,
ALHAMBRA,0150059B,57,149,N,951,TOTAL,188,133,46,
ALHAMBRA,0150063A,58,149,N,555,POLLING PLACE,68,41,22,
ALHAMBRA,0150063A,58,149,N,,VBM PORTION,40,26,8,
ALHAMBRA,0150063A,58,149,N,555,TOTAL,108,67,30,
ALHAMBRA,0150064A,59,149,N,1169,POLLING PLACE,248,183,51,
ALHAMBRA,0150064A,59,149,N,,VBM PORTION,47,29,12,
ALHAMBRA,0150064A,59,149,N,1169,TOTAL,295,212,63,
ALHAMBRA,0150067A,60,149,N,917,POLLING PLACE,179,117,53,
ALHAMBRA,0150067A,60,149,N,,VBM PORTION,83,44,26,
ALHAMBRA,0150067A,60,149,N,917,TOTAL,262,161,79,
ALHAMBRA,0150075A,61,149,N,1080,POLLING PLACE,243,150,82,
ALHAMBRA,0150075A,61,149,N,,VBM PORTION,85,50,29,
ALHAMBRA,0150075A,61,149,N,1080,TOTAL,328,200,111,
ALHAMBRA,0150079A,62,150,N,906,POLLING PLACE,110,82,23,
ALHAMBRA,0150079A,62,150,N,,VBM PORTION,148,57,73,
ALHAMBRA,0150079A,62,150,N,906,TOTAL,258,139,96,
ALHAMBRA,0150080A,63,150,N,784,POLLING PLACE,160,83,63,
ALHAMBRA,0150080A,63,150,N,,VBM PORTION,82,44,31,
ALHAMBRA,0150080A,63,150,N,784,TOTAL,242,127,94,
ARCADIA,0350001A,94,162,N,940,POLLING PLACE,219,95,102,
ARCADIA,0350001A,94,162,N,,VBM PORTION,135,57,69,
ARCADIA,0350001A,94,162,N,940,TOTAL,354,152,171,
ARCADIA,0350005A,95,162,N,1158,POLLING PLACE,178,77,89,
ARCADIA,0350005A,95,162,N,,VBM PORTION,175,68,91,
ARCADIA,0350005A,95,162,N,1158,TOTAL,353,145,180,
ARCADIA,0350007A,96,162,N,1073,POLLING PLACE,183,71,101,
ARCADIA,0350007A,96,162,N,,VBM PORTION,143,48,90,
ARCADIA,0350007A,96,162,N,1073,TOTAL,326,119,191,
ARCADIA,0350008A,97,162,N,1175,POLLING PLACE,311,133,162,
ARCADIA,0350008A,97,162,N,,VBM PORTION,148,61,71,
ARCADIA,0350008A,97,162,N,1175,TOTAL,459,194,233,
ARCADIA,0350009A,98,162,N,1364,POLLING PLACE,207,102,91,
ARCADIA,0350009A,98,162,N,,VBM PORTION,197,85,91,
ARCADIA,0350009A,98,162,N,1364,TOTAL,404,187,182,
ARCADIA,0350013A,99,162,N,1154,POLLING PLACE,231,94,117,
ARCADIA,0350013A,99,162,N,,VBM PORTION,132,46,79,
ARCADIA,0350013A,99,162,N,1154,TOTAL,363,140,196,
ARCADIA,0350018A,100,162,N,1295,POLLING PLACE,230,69,136,
ARCADIA,0350018A,100,162,N,,VBM PORTION,214,57,136,
ARCADIA,0350018A,100,162,N,1295,TOTAL,444,126,272,
ARCADIA,0350023A,101,162,N,1298,POLLING PLACE,182,85,78,
ARCADIA,0350023A,101,162,N,,VBM PORTION,137,75,50,
ARCADIA,0350023A,101,162,N,1298,TOTAL,319,160,128,
ARCADIA,0350024A,102,162,N,1324,POLLING PLACE,189,85,87,
ARCADIA,0350024A,102,162,N,,VBM PORTION,143,72,57,
ARCADIA,0350024A,102,162,N,1324,TOTAL,332,157,144,
ARCADIA,0350029B,103,162,N,1275,POLLING PLACE,210,83,109,
ARCADIA,0350029B,103,162,N,,VBM PORTION,145,38,92,
ARCADIA,0350029B,103,162,N,1275,TOTAL,355,121,201,
ARCADIA,0350030A,104,162,N,1214,POLLING PLACE,176,96,71,
ARCADIA,0350030A,104,162,N,,VBM PORTION,111,49,51,
ARCADIA,0350030A,104,162,N,1214,TOTAL,287,145,122,
ARCADIA,0350035A,105,162,N,1024,POLLING PLACE,200,86,86,
ARCADIA,0350035A,105,162,N,,VBM PORTION,115,55,51,
ARCADIA,0350035A,105,162,N,1024,TOTAL,315,141,137,
ARCADIA,0350037A,106,162,N,1139,POLLING PLACE,180,77,94,
ARCADIA,0350037A,106,162,N,,VBM PORTION,107,68,31,
ARCADIA,0350037A,106,162,N,1139,TOTAL,287,145,125,
ARCADIA,0350038A,107,162,N,1162,POLLING PLACE,214,93,99,
ARCADIA,0350038A,107,162,N,,VBM PORTION,114,52,50,
ARCADIA,0350038A,107,162,N,1162,TOTAL,328,145,149,
ARCADIA,0350042A,108,162,N,1142,POLLING PLACE,171,81,78,
ARCADIA,0350042A,108,162,N,,VBM PORTION,60,29,23,
ARCADIA,0350042A,108,162,N,1142,TOTAL,231,110,101,
ARCADIA,0350043C,109,162,N,1085,POLLING PLACE,150,93,45,
ARCADIA,0350043C,109,162,N,,VBM PORTION,85,44,31,
ARCADIA,0350043C,109,162,N,1085,TOTAL,235,137,76,
ARCADIA,0350045B,110,162,N,1254,POLLING PLACE,155,75,59,
ARCADIA,0350045B,110,162,N,,VBM PORTION,129,63,61,
ARCADIA,0350045B,110,162,N,1254,TOTAL,284,138,120,
ARCADIA,0350048A,111,162,N,1007,POLLING PLACE,183,83,78,
ARCADIA,0350048A,111,162,N,,VBM PORTION,77,35,38,
ARCADIA,0350048A,111,162,N,1007,TOTAL,260,118,116,
ARCADIA,0350054A,112,162,N,1197,POLLING PLACE,240,113,110,
ARCADIA,0350054A,112,162,N,,VBM PORTION,120,45,57,
ARCADIA,0350054A,112,162,N,1197,TOTAL,360,158,167,
ARCADIA,0350058A,113,162,N,1193,POLLING PLACE,191,90,92,
ARCADIA,0350058A,113,162,N,,VBM PORTION,107,48,40,
ARCADIA,0350058A,113,162,N,1193,TOTAL,298,138,132,
ARCADIA,0350058B,6023,157,Y,47,POLLING PLACE,,,,
ARCADIA,0350058B,6023,157,Y,,VBM PORTION,8,2,5,
ARCADIA,0350058B,6023,157,Y,47,TOTAL,8,2,5,
ARCADIA,0350062B,114,162,N,1129,POLLING PLACE,192,98,78,
ARCADIA,0350062B,114,162,N,,VBM PORTION,110,48,50,
ARCADIA,0350062B,114,162,N,1129,TOTAL,302,146,128,
ARCADIA,0350079A,115,162,N,1174,POLLING PLACE,181,83,81,
ARCADIA,0350079A,115,162,N,,VBM PORTION,115,56,48,
ARCADIA,0350079A,115,162,N,1174,TOTAL,296,139,129,
ARCADIA,0350101A,6024,158,Y,6,POLLING PLACE,,,,
ARCADIA,0350101A,6024,158,Y,,VBM PORTION,1,,1,
ARCADIA,0350101A,6024,158,Y,6,TOTAL,1,,1,
ARCADIA,0350104A,116,162,N,1235,POLLING PLACE,218,111,95,
ARCADIA,0350104A,116,162,N,,VBM PORTION,120,36,62,
ARCADIA,0350104A,116,162,N,1235,TOTAL,338,147,157,
EAST ARCADIA,1940005A,740,169,N,997,POLLING PLACE,200,100,84,
EAST ARCADIA,1940005A,740,169,N,,VBM PORTION,96,43,44,
EAST ARCADIA,1940005A,740,169,N,997,TOTAL,296,143,128,
EAST ARCADIA,1940007A,741,165,N,519,POLLING PLACE,109,34,68,
EAST ARCADIA,1940007A,741,165,N,,VBM PORTION,32,16,14,
EAST ARCADIA,1940007A,741,165,N,519,TOTAL,141,50,82,
EAST ARCADIA,1940010A,743,157,N,1112,POLLING PLACE,259,100,147,
EAST ARCADIA,1940010A,743,157,N,,VBM PORTION,94,38,48,
EAST ARCADIA,1940010A,743,157,N,1112,TOTAL,353,138,195,
EAST ARCADIA,1940013A,745,157,N,863,POLLING PLACE,149,75,67,
EAST ARCADIA,1940013A,745,157,N,,VBM PORTION,101,35,54,
EAST ARCADIA,1940013A,745,157,N,863,TOTAL,250,110,121,
EAST SAN GABRIEL,2040001A,785,155,N,1076,POLLING PLACE,138,77,46,
EAST SAN GABRIEL,2040001A,785,155,N,,VBM PORTION,98,63,34,
EAST SAN GABRIEL,2040001A,785,155,N,1076,TOTAL,236,140,80,
EAST SAN GABRIEL,2040003A,786,155,N,1211,POLLING PLACE,141,78,51,
EAST SAN GABRIEL,2040003A,786,155,N,,VBM PORTION,87,57,25,
EAST SAN GABRIEL,2040003A,786,155,N,1211,TOTAL,228,135,76,
EAST SAN GABRIEL,2040004A,787,155,N,1055,POLLING PLACE,201,105,80,
EAST SAN GABRIEL,2040004A,787,155,N,,VBM PORTION,94,42,39,
EAST SAN GABRIEL,2040004A,787,155,N,1055,TOTAL,295,147,119,
EAST SAN GABRIEL,2040010A,788,155,N,1076,POLLING PLACE,181,99,66,
EAST SAN GABRIEL,2040010A,788,155,N,,VBM PORTION,84,44,37,
EAST SAN GABRIEL,2040010A,788,155,N,1076,TOTAL,265,143,103,
EAST SAN GABRIEL,2040012A,789,155,N,1200,POLLING PLACE,191,86,87,
EAST SAN GABRIEL,2040012A,789,155,N,,VBM PORTION,119,53,54,
EAST SAN GABRIEL,2040012A,789,155,N,1200,TOTAL,310,139,141,
EAST SAN GABRIEL,2040015A,790,155,N,1047,POLLING PLACE,234,121,99,
EAST SAN GABRIEL,2040015A,790,155,N,,VBM PORTION,141,62,68,
EAST SAN GABRIEL,2040015A,790,155,N,1047,TOTAL,375,183,167,
EAST SAN GABRIEL,2040016B,791,155,N,900,POLLING PLACE,152,84,59,
EAST SAN GABRIEL,2040016B,791,155,N,,VBM PORTION,81,27,41,
EAST SAN GABRIEL,2040016B,791,155,N,900,TOTAL,233,111,100,
EAST SAN GABRIEL,2040019A,792,155,N,1194,POLLING PLACE,218,103,95,
EAST SAN GABRIEL,2040019A,792,155,N,,VBM PORTION,109,53,52,
EAST SAN GABRIEL,2040019A,792,155,N,1194,TOTAL,327,156,147,
EAST SAN GABRIEL,2040021A,793,155,N,981,POLLING PLACE,202,99,82,
EAST SAN GABRIEL,2040021A,793,155,N,,VBM PORTION,106,54,49,
EAST SAN GABRIEL,2040021A,793,155,N,981,TOTAL,308,153,131,
EL MONTE,2100001A,799,166,N,1069,POLLING PLACE,130,84,43,
EL MONTE,2100001A,799,166,N,,VBM PORTION,70,45,23,
EL MONTE,2100001A,799,166,N,1069,TOTAL,200,129,66,
EL MONTE,2100005A,800,166,N,861,POLLING PLACE,100,65,28,
EL MONTE,2100005A,800,166,N,,VBM PORTION,48,29,16,
EL MONTE,2100005A,800,166,N,861,TOTAL,148,94,44,
EL MONTE,2100006B,801,166,N,1014,POLLING PLACE,187,112,64,
EL MONTE,2100006B,801,166,N,,VBM PORTION,64,44,15,
EL MONTE,2100006B,801,166,N,1014,TOTAL,251,156,79,
EL MONTE,2100007A,802,168,N,200,POLLING PLACE,13,7,6,
EL MONTE,2100007A,802,168,N,,VBM PORTION,8,6,1,
EL MONTE,2100007A,802,168,N,200,TOTAL,21,13,7,
EL MONTE,2100008B,803,165,N,990,POLLING PLACE,132,94,32,
EL MONTE,2100008B,803,165,N,,VBM PORTION,55,35,15,
EL MONTE,2100008B,803,165,N,990,TOTAL,187,129,47,
EL MONTE,2100013A,804,165,N,907,POLLING PLACE,133,89,35,
EL MONTE,2100013A,804,165,N,,VBM PORTION,40,27,11,
EL MONTE,2100013A,804,165,N,907,TOTAL,173,116,46,
EL MONTE,2100017A,806,166,N,488,POLLING PLACE,72,43,19,
EL MONTE,2100017A,806,166,N,,VBM PORTION,33,24,9,
EL MONTE,2100017A,806,166,N,488,TOTAL,105,67,28,
EL MONTE,2100018A,807,170,N,1090,POLLING PLACE,99,72,25,
EL MONTE,2100018A,807,170,N,,VBM PORTION,51,36,14,
EL MONTE,2100018A,807,170,N,1090,TOTAL,150,108,39,
EL MONTE,2100024A,810,166,N,703,POLLING PLACE,119,83,31,
EL MONTE,2100024A,810,166,N,,VBM PORTION,35,16,18,
EL MONTE,2100024A,810,166,N,703,TOTAL,154,99,49,
EL MONTE,2100026A,811,170,N,741,POLLING PLACE,129,93,33,
EL MONTE,2100026A,811,170,N,,VBM PORTION,35,20,10,
EL MONTE,2100026A,811,170,N,741,TOTAL,164,113,43,
EL MONTE,2100039A,818,170,N,1075,POLLING PLACE,99,67,23,
EL MONTE,2100039A,818,170,N,,VBM PORTION,63,50,10,
EL MONTE,2100039A,818,170,N,1075,TOTAL,162,117,33,
EL MONTE,2100039B,819,166,N,354,POLLING PLACE,42,30,9,
EL MONTE,2100039B,819,166,N,,VBM PORTION,10,6,4,
EL MONTE,2100039B,819,166,N,354,TOTAL,52,36,13,
EL MONTE,2100040D,820,170,N,1055,POLLING PLACE,143,111,27,
EL MONTE,2100040D,820,170,N,,VBM PORTION,49,42,4,
EL MONTE,2100040D,820,170,N,1055,TOTAL,192,153,31,
EL MONTE,2100041C,821,166,N,615,POLLING PLACE,83,51,30,
EL MONTE,2100041C,821,166,N,,VBM PORTION,27,20,6,
EL MONTE,2100041C,821,166,N,615,TOTAL,110,71,36,
EL MONTE,2100047A,822,166,N,1102,POLLING PLACE,155,96,48,
EL MONTE,2100047A,822,166,N,,VBM PORTION,54,29,22,
EL MONTE,2100047A,822,166,N,1102,TOTAL,209,125,70,
EL MONTE,2100053A,823,166,N,927,POLLING PLACE,98,65,30,
EL MONTE,2100053A,823,166,N,,VBM PORTION,37,25,9,
EL MONTE,2100053A,823,166,N,927,TOTAL,135,90,39,
EL MONTE,2100101A,824,165,N,982,POLLING PLACE,156,86,60,
EL MONTE,2100101A,824,165,N,,VBM PORTION,74,50,22,
EL MONTE,2100101A,824,165,N,982,TOTAL,230,136,82,
EL MONTE,2100103A,825,166,N,1184,POLLING PLACE,159,99,56,
EL MONTE,2100103A,825,166,N,,VBM PORTION,69,44,24,
EL MONTE,2100103A,825,166,N,1184,TOTAL,228,143,80,
EL MONTE,2100104A,826,166,N,1165,POLLING PLACE,225,106,97,
EL MONTE,2100104A,826,166,N,,VBM PORTION,63,31,23,
EL MONTE,2100104A,826,166,N,1165,TOTAL,288,137,120,
EL MONTE,2100105A,827,166,N,1093,POLLING PLACE,225,124,89,
EL MONTE,2100105A,827,166,N,,VBM PORTION,53,29,22,
EL MONTE,2100105A,827,166,N,1093,TOTAL,278,153,111,
EL MONTE,2100106A,828,165,N,1237,POLLING PLACE,141,85,50,
EL MONTE,2100106A,828,165,N,,VBM PORTION,78,58,16,
EL MONTE,2100106A,828,165,N,1237,TOTAL,219,143,66,
EL MONTE,2100110A,829,165,N,965,POLLING PLACE,119,85,25,
EL MONTE,2100110A,829,165,N,,VBM PORTION,64,34,27,
EL MONTE,2100110A,829,165,N,965,TOTAL,183,119,52,
EL MONTE,2100110D,6074,169,Y,8,POLLING PLACE,,,,
EL MONTE,2100110D,6074,169,Y,,VBM PORTION,1,1,,
EL MONTE,2100110D,6074,169,Y,8,TOTAL,1,1,,
EL MONTE,2100112A,830,164,N,889,POLLING PLACE,95,64,21,
EL MONTE,2100112A,830,164,N,,VBM PORTION,63,42,18,
EL MONTE,2100112A,830,164,N,889,TOTAL,158,106,39,
EL MONTE,2100112C,6075,167,Y,21,POLLING PLACE,,,,
EL MONTE,2100112C,6075,167,Y,,VBM PORTION,,,,
EL MONTE,2100112C,6075,167,Y,21,TOTAL,,,,
EL MONTE,2100113A,831,164,N,1230,POLLING PLACE,120,73,40,
EL MONTE,2100113A,831,164,N,,VBM PORTION,73,43,22,
EL MONTE,2100113A,831,164,N,1230,TOTAL,193,116,62,
EL MONTE,2100113C,832,165,N,572,POLLING PLACE,86,50,34,
EL MONTE,2100113C,832,165,N,,VBM PORTION,14,11,3,
EL MONTE,2100113C,832,165,N,572,TOTAL,100,61,37,
EL MONTE,2100115C,833,170,N,256,POLLING PLACE,16,11,5,
EL MONTE,2100115C,833,170,N,,VBM PORTION,6,4,2,
EL MONTE,2100115C,833,170,N,256,TOTAL,22,15,7,
MONROVIA,4400022A,6155,162,Y,4,POLLING PLACE,,,,
MONROVIA,4400022A,6155,162,Y,,VBM PORTION,,,,
MONROVIA,4400022A,6155,162,Y,4,TOTAL,,,,
MONTEBELLO,4450010A,1782,176,N,834,POLLING PLACE,162,112,40,
MONTEBELLO,4450010A,1782,176,N,,VBM PORTION,78,42,28,
MONTEBELLO,4450010A,1782,176,N,834,TOTAL,240,154,68,
MONTEBELLO,4450013A,1785,176,N,758,POLLING PLACE,139,93,40,
MONTEBELLO,4450013A,1785,176,N,,VBM PORTION,61,36,15,
MONTEBELLO,4450013A,1785,176,N,758,TOTAL,200,129,55,
MONTEBELLO,4450074A,1804,176,N,1026,POLLING PLACE,154,93,52,
MONTEBELLO,4450074A,1804,176,N,,VBM PORTION,51,36,15,
MONTEBELLO,4450074A,1804,176,N,1026,TOTAL,205,129,67,
MONTEBELLO,4450092A,1806,175,N,876,POLLING PLACE,128,87,36,
MONTEBELLO,4450092A,1806,175,N,,VBM PORTION,49,39,8,
MONTEBELLO,4450092A,1806,175,N,876,TOTAL,177,126,44,
MONTEREY PARK,4500001A,1807,151,N,864,POLLING PLACE,93,58,23,
MONTEREY PARK,4500001A,1807,151,N,,VBM PORTION,42,28,7,
MONTEREY PARK,4500001A,1807,151,N,864,TOTAL,135,86,30,
MONTEREY PARK,4500002A,1808,151,N,784,POLLING PLACE,110,72,30,
MONTEREY PARK,4500002A,1808,151,N,,VBM PORTION,30,22,6,
MONTEREY PARK,4500002A,1808,151,N,784,TOTAL,140,94,36,
MONTEREY PARK,4500003A,1809,151,N,713,POLLING PLACE,102,74,22,
MONTEREY PARK,4500003A,1809,151,N,,VBM PORTION,79,45,22,
MONTEREY PARK,4500003A,1809,151,N,713,TOTAL,181,119,44,
MONTEREY PARK,4500005A,1810,151,N,1245,POLLING PLACE,202,121,68,
MONTEREY PARK,4500005A,1810,151,N,,VBM PORTION,130,80,38,
MONTEREY PARK,4500005A,1810,151,N,1245,TOTAL,332,201,106,
MONTEREY PARK,4500007A,1811,151,N,870,POLLING PLACE,96,54,30,
MONTEREY PARK,4500007A,1811,151,N,,VBM PORTION,42,35,5,
MONTEREY PARK,4500007A,1811,151,N,870,TOTAL,138,89,35,
MONTEREY PARK,4500009A,1812,151,N,1203,POLLING PLACE,187,112,57,
MONTEREY PARK,4500009A,1812,151,N,,VBM PORTION,97,64,23,
MONTEREY PARK,4500009A,1812,151,N,1203,TOTAL,284,176,80,
MONTEREY PARK,4500010A,1813,151,N,1138,POLLING PLACE,150,101,35,
MONTEREY PARK,4500010A,1813,151,N,,VBM PORTION,101,72,23,
MONTEREY PARK,4500010A,1813,151,N,1138,TOTAL,251,173,58,
MONTEREY PARK,4500011C,6158,148,Y,2,POLLING PLACE,,,,
MONTEREY PARK,4500011C,6158,148,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011C,6158,148,Y,2,TOTAL,,,,
MONTEREY PARK,4500011D,6159,163,Y,,POLLING PLACE,,,,
MONTEREY PARK,4500011D,6159,163,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011D,6159,163,Y,,TOTAL,,,,
MONTEREY PARK,4500014A,1814,151,N,1212,POLLING PLACE,121,73,36,
MONTEREY PARK,4500014A,1814,151,N,,VBM PORTION,81,53,22,
MONTEREY PARK,4500014A,1814,151,N,1212,TOTAL,202,126,58,
MONTEREY PARK,4500016A,1815,151,N,1168,POLLING PLACE,155,97,49,
MONTEREY PARK,4500016A,1815,151,N,,VBM PORTION,76,52,19,
MONTEREY PARK,4500016A,1815,151,N,1168,TOTAL,231,149,68,
MONTEREY PARK,4500017A,1816,151,N,1063,POLLING PLACE,196,131,51,
MONTEREY PARK,4500017A,1816,151,N,,VBM PORTION,60,43,11,
MONTEREY PARK,4500017A,1816,151,N,1063,TOTAL,256,174,62,
