LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
SANTA MONICA,6250001A,2455,181,N,893,POLLING PLACE,294,73,181,
SANTA MONICA,6250001A,2455,181,N,,VBM PORTION,112,35,65,
SANTA MONICA,6250001A,2455,181,N,893,TOTAL,406,108,246,
SANTA MONICA,6250003C,2456,181,N,1011,POLLING PLACE,301,88,175,
SANTA MONICA,6250003C,2456,181,N,,VBM PORTION,129,33,80,
SANTA MONICA,6250003C,2456,181,N,1011,TOTAL,430,121,255,
SANTA MONICA,6250005A,2457,181,N,1184,POLLING PLACE,356,169,136,
SANTA MONICA,6250005A,2457,181,N,,VBM PORTION,89,29,48,
SANTA MONICA,6250005A,2457,181,N,1184,TOTAL,445,198,184,
SANTA MONICA,6250006A,2458,181,N,1079,POLLING PLACE,375,191,139,
SANTA MONICA,6250006A,2458,181,N,,VBM PORTION,90,38,37,
SANTA MONICA,6250006A,2458,181,N,1079,TOTAL,465,229,176,
SANTA MONICA,6250008A,2459,181,N,1132,POLLING PLACE,262,97,125,
SANTA MONICA,6250008A,2459,181,N,,VBM PORTION,161,61,81,
SANTA MONICA,6250008A,2459,181,N,1132,TOTAL,423,158,206,
SANTA MONICA,6250010E,2460,181,N,1102,POLLING PLACE,267,110,124,
SANTA MONICA,6250010E,2460,181,N,,VBM PORTION,90,42,29,
SANTA MONICA,6250010E,2460,181,N,1102,TOTAL,357,152,153,
SANTA MONICA,6250011A,2461,181,N,1103,POLLING PLACE,237,116,85,
SANTA MONICA,6250011A,2461,181,N,,VBM PORTION,110,51,33,
SANTA MONICA,6250011A,2461,181,N,1103,TOTAL,347,167,118,
SANTA MONICA,6250015B,2462,181,N,1247,POLLING PLACE,369,132,189,
SANTA MONICA,6250015B,2462,181,N,,VBM PORTION,153,33,108,
SANTA MONICA,6250015B,2462,181,N,1247,TOTAL,522,165,297,
SANTA MONICA,6250016A,2463,181,N,1328,POLLING PLACE,358,136,184,
SANTA MONICA,6250016A,2463,181,N,,VBM PORTION,109,28,61,
SANTA MONICA,6250016A,2463,181,N,1328,TOTAL,467,164,245,
SANTA MONICA,6250017A,2464,181,N,1281,POLLING PLACE,420,98,264,
SANTA MONICA,6250017A,2464,181,N,,VBM PORTION,140,31,84,
SANTA MONICA,6250017A,2464,181,N,1281,TOTAL,560,129,348,
SANTA MONICA,6250019A,2465,181,N,1365,POLLING PLACE,247,111,92,
SANTA MONICA,6250019A,2465,181,N,,VBM PORTION,108,59,27,
SANTA MONICA,6250019A,2465,181,N,1365,TOTAL,355,170,119,
SANTA MONICA,6250020A,2466,181,N,1066,POLLING PLACE,352,162,123,
SANTA MONICA,6250020A,2466,181,N,,VBM PORTION,85,31,37,
SANTA MONICA,6250020A,2466,181,N,1066,TOTAL,437,193,160,
SANTA MONICA,6250024A,2467,181,N,763,POLLING PLACE,191,90,66,
SANTA MONICA,6250024A,2467,181,N,,VBM PORTION,44,22,18,
SANTA MONICA,6250024A,2467,181,N,763,TOTAL,235,112,84,
SANTA MONICA,6250025B,2468,181,N,1093,POLLING PLACE,189,85,82,
SANTA MONICA,6250025B,2468,181,N,,VBM PORTION,52,29,15,
SANTA MONICA,6250025B,2468,181,N,1093,TOTAL,241,114,97,
SANTA MONICA,6250026A,2469,181,N,1194,POLLING PLACE,400,154,199,
SANTA MONICA,6250026A,2469,181,N,,VBM PORTION,99,31,52,
SANTA MONICA,6250026A,2469,181,N,1194,TOTAL,499,185,251,
SANTA MONICA,6250029A,2470,181,N,752,POLLING PLACE,221,58,147,
SANTA MONICA,6250029A,2470,181,N,,VBM PORTION,86,15,62,
SANTA MONICA,6250029A,2470,181,N,752,TOTAL,307,73,209,
SANTA MONICA,6250032A,2471,181,N,1123,POLLING PLACE,244,95,121,
SANTA MONICA,6250032A,2471,181,N,,VBM PORTION,117,32,67,
SANTA MONICA,6250032A,2471,181,N,1123,TOTAL,361,127,188,
SANTA MONICA,6250034A,2472,181,N,1165,POLLING PLACE,341,162,123,
SANTA MONICA,6250034A,2472,181,N,,VBM PORTION,80,33,31,
SANTA MONICA,6250034A,2472,181,N,1165,TOTAL,421,195,154,
SANTA MONICA,6250036B,2473,181,N,1149,POLLING PLACE,306,145,119,
SANTA MONICA,6250036B,2473,181,N,,VBM PORTION,96,47,39,
SANTA MONICA,6250036B,2473,181,N,1149,TOTAL,402,192,158,
SANTA MONICA,6250041A,2474,181,N,1275,POLLING PLACE,274,150,87,
SANTA MONICA,6250041A,2474,181,N,,VBM PORTION,103,43,39,
SANTA MONICA,6250041A,2474,181,N,1275,TOTAL,377,193,126,
SANTA MONICA,6250045A,2475,181,N,1204,POLLING PLACE,263,129,108,
SANTA MONICA,6250045A,2475,181,N,,VBM PORTION,84,30,39,
SANTA MONICA,6250045A,2475,181,N,1204,TOTAL,347,159,147,
SANTA MONICA,6250046A,2476,181,N,1263,POLLING PLACE,317,161,114,
SANTA MONICA,6250046A,2476,181,N,,VBM PORTION,89,39,37,
SANTA MONICA,6250046A,2476,181,N,1263,TOTAL,406,200,151,
SANTA MONICA,6250050A,2477,181,N,1012,POLLING PLACE,254,134,78,
SANTA MONICA,6250050A,2477,181,N,,VBM PORTION,71,36,27,
SANTA MONICA,6250050A,2477,181,N,1012,TOTAL,325,170,105,
SANTA MONICA,6250051A,2478,181,N,1237,POLLING PLACE,297,133,116,
SANTA MONICA,6250051A,2478,181,N,,VBM PORTION,87,26,43,
SANTA MONICA,6250051A,2478,181,N,1237,TOTAL,384,159,159,
SANTA MONICA,6250052B,2479,181,N,901,POLLING PLACE,164,89,53,
SANTA MONICA,6250052B,2479,181,N,,VBM PORTION,50,32,7,
SANTA MONICA,6250052B,2479,181,N,901,TOTAL,214,121,60,
SANTA MONICA,6250053A,2480,181,N,1252,POLLING PLACE,236,125,85,
SANTA MONICA,6250053A,2480,181,N,,VBM PORTION,111,35,48,
SANTA MONICA,6250053A,2480,181,N,1252,TOTAL,347,160,133,
SANTA MONICA,6250056A,2481,181,N,954,POLLING PLACE,97,50,32,
SANTA MONICA,6250056A,2481,181,N,,VBM PORTION,54,12,32,
SANTA MONICA,6250056A,2481,181,N,954,TOTAL,151,62,64,
SANTA MONICA,6250060A,2482,181,N,873,POLLING PLACE,144,70,61,
SANTA MONICA,6250060A,2482,181,N,,VBM PORTION,56,24,22,
SANTA MONICA,6250060A,2482,181,N,873,TOTAL,200,94,83,
SANTA MONICA,6250061A,2483,181,N,991,POLLING PLACE,228,146,54,
SANTA MONICA,6250061A,2483,181,N,,VBM PORTION,43,22,19,
SANTA MONICA,6250061A,2483,181,N,991,TOTAL,271,168,73,
SANTA MONICA,6250062A,2484,181,N,887,POLLING PLACE,209,111,76,
SANTA MONICA,6250062A,2484,181,N,,VBM PORTION,37,13,15,
SANTA MONICA,6250062A,2484,181,N,887,TOTAL,246,124,91,
