LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
ACTON,0050003A,1,13,N,1044,POLLING PLACE,308,78,222,
ACTON,0050003A,1,13,N,,VBM PORTION,110,33,73,
ACTON,0050003A,1,13,N,1044,TOTAL,418,111,295,
ACTON,0050004B,2,13,N,576,POLLING PLACE,128,41,86,
ACTON,0050004B,2,13,N,,VBM PORTION,93,17,70,
ACTON,0050004B,2,13,N,576,TOTAL,221,58,156,
ACTON,0050005A,3,13,N,713,POLLING PLACE,198,50,142,
ACTON,0050005A,3,13,N,,VBM PORTION,71,16,53,
ACTON,0050005A,3,13,N,713,TOTAL,269,66,195,
ACTON,0050014A,4,23,N,695,POLLING PLACE,172,37,131,
ACTON,0050014A,4,23,N,,VBM PORTION,87,13,69,
ACTON,0050014A,4,23,N,695,TOTAL,259,50,200,
ACTON,0050022A,6001,27,Y,61,POLLING PLACE,,,,
ACTON,0050022A,6001,27,Y,,VBM PORTION,19,4,15,
ACTON,0050022A,6001,27,Y,61,TOTAL,19,4,15,
ACTON,0050025A,6002,23,Y,2,POLLING PLACE,,,,
ACTON,0050025A,6002,23,Y,,VBM PORTION,2,,2,
ACTON,0050025A,6002,23,Y,2,TOTAL,2,,2,
ACTON,0050026A,6003,29,Y,,POLLING PLACE,,,,
ACTON,0050026A,6003,29,Y,,VBM PORTION,,,,
ACTON,0050026A,6003,29,Y,,TOTAL,,,,
ACTON,0050052A,6004,96,Y,,POLLING PLACE,,,,
ACTON,0050052A,6004,96,Y,,VBM PORTION,,,,
ACTON,0050052A,6004,96,Y,,TOTAL,,,,
ACTON,0050059A,5,13,N,1169,POLLING PLACE,299,75,215,
ACTON,0050059A,5,13,N,,VBM PORTION,113,29,76,
ACTON,0050059A,5,13,N,1169,TOTAL,412,104,291,
ACTON,0050061A,6,13,N,1105,POLLING PLACE,277,52,220,
ACTON,0050061A,6,13,N,,VBM PORTION,132,26,101,
ACTON,0050061A,6,13,N,1105,TOTAL,409,78,321,
AGOURA,0070001A,7,115,N,862,POLLING PLACE,136,42,86,
AGOURA,0070001A,7,115,N,,VBM PORTION,126,24,84,
AGOURA,0070001A,7,115,N,862,TOTAL,262,66,170,
AGOURA,0070002A,6005,190,Y,101,POLLING PLACE,,,,
AGOURA,0070002A,6005,190,Y,,VBM PORTION,15,4,8,
AGOURA,0070002A,6005,190,Y,101,TOTAL,15,4,8,
AGOURA,0070004A,8,190,N,710,POLLING PLACE,168,52,110,
AGOURA,0070004A,8,190,N,,VBM PORTION,84,27,50,
AGOURA,0070004A,8,190,N,710,TOTAL,252,79,160,
AGOURA,0070004C,9,191,N,369,POLLING PLACE,143,50,87,
AGOURA,0070004C,9,191,N,,VBM PORTION,42,9,30,
AGOURA,0070004C,9,191,N,369,TOTAL,185,59,117,
AGOURA,0070004M,6006,189,Y,77,POLLING PLACE,,,,
AGOURA,0070004M,6006,189,Y,,VBM PORTION,11,4,6,
AGOURA,0070004M,6006,189,Y,77,TOTAL,11,4,6,
AGOURA,0070006A,10,191,N,1083,POLLING PLACE,306,86,208,
AGOURA,0070006A,10,191,N,,VBM PORTION,132,33,93,
AGOURA,0070006A,10,191,N,1083,TOTAL,438,119,301,
AGOURA,0070027A,6007,190,Y,1,POLLING PLACE,,,,
AGOURA,0070027A,6007,190,Y,,VBM PORTION,,,,
AGOURA,0070027A,6007,190,Y,1,TOTAL,,,,
AGOURA,0070040A,6008,190,Y,89,POLLING PLACE,,,,
AGOURA,0070040A,6008,190,Y,,VBM PORTION,17,3,11,
AGOURA,0070040A,6008,190,Y,89,TOTAL,17,3,11,
AGOURA,0070041A,11,189,N,675,POLLING PLACE,193,53,125,
AGOURA,0070041A,11,189,N,,VBM PORTION,67,15,41,
AGOURA,0070041A,11,189,N,675,TOTAL,260,68,166,
AGOURA,0070207A,6009,189,Y,43,POLLING PLACE,,,,
AGOURA,0070207A,6009,189,Y,,VBM PORTION,9,2,6,
AGOURA,0070207A,6009,189,Y,43,TOTAL,9,2,6,
AGOURA HILLS,0080001B,12,193,N,1135,POLLING PLACE,279,70,197,
AGOURA HILLS,0080001B,12,193,N,,VBM PORTION,122,27,86,
AGOURA HILLS,0080001B,12,193,N,1135,TOTAL,401,97,283,
AGOURA HILLS,0080002A,13,190,N,1051,POLLING PLACE,195,63,123,
AGOURA HILLS,0080002A,13,190,N,,VBM PORTION,93,22,64,
AGOURA HILLS,0080002A,13,190,N,1051,TOTAL,288,85,187,
AGOURA HILLS,0080012A,14,193,N,1263,POLLING PLACE,312,82,216,
AGOURA HILLS,0080012A,14,193,N,,VBM PORTION,173,36,120,
AGOURA HILLS,0080012A,14,193,N,1263,TOTAL,485,118,336,
AGOURA HILLS,0080021B,15,189,N,825,POLLING PLACE,209,62,139,
AGOURA HILLS,0080021B,15,189,N,,VBM PORTION,77,17,54,
AGOURA HILLS,0080021B,15,189,N,825,TOTAL,286,79,193,
AGOURA HILLS,0080025A,16,193,N,971,POLLING PLACE,264,88,166,
AGOURA HILLS,0080025A,16,193,N,,VBM PORTION,109,20,81,
AGOURA HILLS,0080025A,16,193,N,971,TOTAL,373,108,247,
AGOURA HILLS,0080034A,17,193,N,1031,POLLING PLACE,288,76,199,
AGOURA HILLS,0080034A,17,193,N,,VBM PORTION,126,24,93,
AGOURA HILLS,0080034A,17,193,N,1031,TOTAL,414,100,292,
AGOURA HILLS,0080038A,18,190,N,1202,POLLING PLACE,319,81,228,
AGOURA HILLS,0080038A,18,190,N,,VBM PORTION,141,44,89,
AGOURA HILLS,0080038A,18,190,N,1202,TOTAL,460,125,317,
AGOURA HILLS,0080047A,19,189,N,788,POLLING PLACE,199,63,130,
AGOURA HILLS,0080047A,19,189,N,,VBM PORTION,87,31,52,
AGOURA HILLS,0080047A,19,189,N,788,TOTAL,286,94,182,
AGOURA HILLS,0080050A,20,193,N,1192,POLLING PLACE,328,106,204,
AGOURA HILLS,0080050A,20,193,N,,VBM PORTION,141,30,99,
AGOURA HILLS,0080050A,20,193,N,1192,TOTAL,469,136,303,
